procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 14613272  68456 944652    0    0     0    28   65  451  0  0 100  0  0 2024-05-16 19:38:14
 0  0      0 14613524  68456 944656    0    0     0     0   60  433  0  0 100  0  0 2024-05-16 19:38:15
 0  0      0 14613524  68456 944664    0    0     0     0   64  455  0  0 100  0  0 2024-05-16 19:38:16
 0  0      0 14613524  68464 944668    0    0     0    20   71  456  0  0 100  0  0 2024-05-16 19:38:17
 0  0      0 14613524  68464 944672    0    0     0     0   63  448  0  0 100  0  0 2024-05-16 19:38:18
 0  0      0 14611240  68464 944676    0    0     0     0   64  449  0  0 100  0  0 2024-05-16 19:38:19
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 14611240  68464 944680    0    0     0     0   59  447  0  0 100  0  0 2024-05-16 19:38:20
 0  0      0 14611240  68464 944684    0    0     0     0   57  438  0  0 100  0  0 2024-05-16 19:38:21
 0  0      0 14611240  68472 944684    0    0     0    20   49  429  0  0 100  0  0 2024-05-16 19:38:22
 0  0      0 14611240  68472 944684    0    0     0     0   60  428  0  0 100  0  0 2024-05-16 19:38:23
 0  0      0 14611228  68472 944696    0    0     0    88   87  531  0  0 100  0  0 2024-05-16 19:38:24
 0  0      0 14613292  68472 944700    0    0     0     0   57  417  0  0 100  0  0 2024-05-16 19:38:25
 0  0      0 14613292  68472 944704    0    0     0     0   60  451  0  0 100  0  0 2024-05-16 19:38:26
 0  0      0 14613292  68480 944712    0    0     0    40   65  453  0  0 100  0  0 2024-05-16 19:38:27
 0  0      0 14613292  68480 944716    0    0     0     0   63  476  0  0 100  0  0 2024-05-16 19:38:28
 0  0      0 14613292  68480 944720    0    0     0    56   61  448  0  0 100  0  0 2024-05-16 19:38:29
 0  0      0 14613040  68480 944724    0    0     0     0   67  481  0  0 100  0  0 2024-05-16 19:38:30
 0  0      0 14613040  68480 944728    0    0     0     0   60  452  0  0 100  0  0 2024-05-16 19:38:31
 0  0      0 14613292  68488 944728    0    0     0    28   66  466  0  0 100  0  0 2024-05-16 19:38:32
 0  0      0 14613544  68488 944736    0    0     0     0   60  462  0  0 100  0  0 2024-05-16 19:38:33
 0  0      0 14613544  68488 944740    0    0     0     0   63  451  0  0 100  0  0 2024-05-16 19:38:34
 0  0      0 14613292  68488 944744    0    0     0     0   63  444  0  0 100  0  0 2024-05-16 19:38:35
 0  0      0 14613292  68488 944748    0    0     0     0   58  437  0  0 100  0  0 2024-05-16 19:38:36
 0  0      0 14613292  68496 944752    0    0     0    20   67  444  0  0 100  0  0 2024-05-16 19:38:37
 0  0      0 14613292  68496 944756    0    0     0     0   60  449  0  0 100  0  0 2024-05-16 19:38:38
 0  0      0 14613292  68496 944760    0    0     0     0   61  468  0  0 100  0  0 2024-05-16 19:38:39
 0  0      0 14613040  68496 944764    0    0     0     0   62  469  0  0 100  0  0 2024-05-16 19:38:40
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 14613040  68496 944768    0    0     0     0   49  398  0  0 100  0  0 2024-05-16 19:38:41
 0  0      0 14613040  68504 944760    0    0     0    20   60  439  0  0 100  0  0 2024-05-16 19:38:42
 0  0      0 14613040  68504 944776    0    0     0     0   59  446  0  0 100  0  0 2024-05-16 19:38:43
 0  0      0 14613040  68504 944784    0    0     0     0   61  443  0  0 100  0  0 2024-05-16 19:38:44
 0  0      0 14613040  68504 944788    0    0     0     0   52  426  0  0 100  0  0 2024-05-16 19:38:45
 0  0      0 14613040  68504 944792    0    0     0     0   58  444  0  0 100  0  0 2024-05-16 19:38:46
 0  0      0 14612788  68504 944796    0    0     0     0   58  436  0  0 100  0  0 2024-05-16 19:38:47
 0  0      0 14612788  68512 944800    0    0     0    20   65  443  0  0 100  0  0 2024-05-16 19:38:48
 0  0      0 14612788  68512 944804    0    0     0     0   62  451  0  0 100  0  0 2024-05-16 19:38:49
 0  0      0 14612788  68512 944808    0    0     0     0   62  475  0  0 100  0  0 2024-05-16 19:38:50
 0  0      0 14612788  68512 944816    0    0     0     0   64  431  0  0 100  0  0 2024-05-16 19:38:51
 1  0      0 14612788  68512 944820    0    0     0     0   61  451  0  0 100  0  0 2024-05-16 19:38:52
 0  0      0 14612788  68520 944816    0    0     0    20   71  469  0  0 100  0  0 2024-05-16 19:38:53
 0  0      0 14612384  68520 944824    0    0     0     0   75  486  0  0 100  0  0 2024-05-16 19:38:54
 0  0      0 14612384  68520 944824    0    0     0     0   59  451  0  0 100  0  0 2024-05-16 19:38:55
 0  0      0 14612888  68520 944836    0    0     0     0   68  437  0  0 100  0  0 2024-05-16 19:38:56
 0  0      0 14612636  68520 944840    0    0     0     0   63  479  0  0 100  0  0 2024-05-16 19:38:57
 0  0      0 14612636  68528 944844    0    0     0    20   71  487  0  0 100  0  0 2024-05-16 19:38:58
 1  0      0 14612636  68528 944848    0    0     0     0   46  399  0  0 100  0  0 2024-05-16 19:38:59
 0  0      0 14612636  68528 944852    0    0     0    16   58  451  0  0 100  0  0 2024-05-16 19:39:00
 0  0      0 14612636  68528 944856    0    0     0     0   58  452  0  0 100  0  0 2024-05-16 19:39:01
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 14612636  68528 944856    0    0     0     0   60  443  0  0 100  0  0 2024-05-16 19:39:02
 0  0      0 14612636  68536 944868    0    0     0    32   60  457  0  0 100  0  0 2024-05-16 19:39:03
 0  0      0 14612640  68536 944872    0    0     0     0   60  450  0  0 100  0  0 2024-05-16 19:39:04
 0  0      0 14612640  68536 944876    0    0     0   164   61  442  0  0 100  0  0 2024-05-16 19:39:05
 0  0      0 14612640  68536 944880    0    0     0     0   57  429  0  0 100  0  0 2024-05-16 19:39:06
 0  0      0 14612640  68536 944880    0    0     0     0   59  442  0  0 100  0  0 2024-05-16 19:39:07
 0  0      0 14612136  68544 944888    0    0     0    28   68  455  0  0 100  0  0 2024-05-16 19:39:08
 0  0      0 14612136  68544 944896    0    0     0     0   55  484  0  0 100  0  0 2024-05-16 19:39:09
 0  0      0 14612136  68544 944900    0    0     0     0   61  436  0  0 100  0  0 2024-05-16 19:39:10
 0  0      0 14612136  68544 944904    0    0     0     0   63  468  0  0 100  0  0 2024-05-16 19:39:11
 0  0      0 14612136  68544 944908    0    0     0     0   57  462  0  0 100  0  0 2024-05-16 19:39:12
 0  0      0 14612136  68552 944912    0    0     0    20   62  454  0  0 100  0  0 2024-05-16 19:39:13
 0  0      0 14612136  68552 944916    0    0     0     0   60  458  0  0 100  0  0 2024-05-16 19:39:14
 0  0      0 14612136  68552 944920    0    0     0     0   58  438  0  0 100  0  0 2024-05-16 19:39:15
 0  0      0 14612136  68552 944924    0    0     0     0   63  457  0  0 100  0  0 2024-05-16 19:39:16
 0  0      0 14612136  68552 944928    0    0     0     0   56  445  0  0 100  0  0 2024-05-16 19:39:17
 0  0      0 14611884  68560 944932    0    0     0    20   55  444  0  0 100  0  0 2024-05-16 19:39:18
 0  0      0 14611884  68560 944936    0    0     0     0   61  449  0  0 100  0  0 2024-05-16 19:39:19
 0  0      0 14611884  68560 944940    0    0     0     0   59  446  0  0 100  0  0 2024-05-16 19:39:20
 0  0      0 14611884  68560 944944    0    0     0     0   63  459  0  0 100  0  0 2024-05-16 19:39:21
 0  0      0 14612136  68560 944948    0    0     0     0   54  442  0  0 100  0  0 2024-05-16 19:39:22
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 14612388  68568 944952    0    0     0    20   63  440  0  0 100  0  0 2024-05-16 19:39:23
 0  0      0 14611960  68568 944956    0    0     0     0   73  541  0  0 100  0  0 2024-05-16 19:39:24
 0  0      0 14611960  68568 944960    0    0     0     0   60  469  0  0 100  0  0 2024-05-16 19:39:25
 0  0      0 14611960  68568 944964    0    0     0     0   57  436  0  0 100  0  0 2024-05-16 19:39:26
 0  0      0 14611960  68568 944972    0    0     0     0   58  442  0  0 100  0  0 2024-05-16 19:39:27
 0  0      0 14611960  68576 944976    0    0     0    20   70  469  0  0 100  0  0 2024-05-16 19:39:28
 0  0      0 14611708  68576 944980    0    0     0     0   61  427  0  0 100  0  0 2024-05-16 19:39:29
 0  0      0 14611708  68576 944984    0    0     0    16   56  458  0  0 99  0  0 2024-05-16 19:39:30
 0  0      0 14611708  68576 944988    0    0     0     0   70  457  0  0 100  0  0 2024-05-16 19:39:31
 0  0      0 14611708  68576 944992    0    0     0     0   59  437  0  0 100  0  0 2024-05-16 19:39:32
 0  0      0 14611708  68584 944996    0    0     0    32   68  456  0  0 100  0  0 2024-05-16 19:39:33
 0  0      0 14611456  68584 945000    0    0     0     0   60  449  0  0 100  0  0 2024-05-16 19:39:34
 0  0      0 14611456  68584 945004    0    0     0     8   62  458  0  0 100  0  0 2024-05-16 19:39:35
 1  0      0 14611456  68584 945008    0    0     0     0   52  430  0  0 100  0  0 2024-05-16 19:39:36
 0  0      0 14611456  68584 945012    0    0     0     0   57  442  0  0 100  0  0 2024-05-16 19:39:37
 0  0      0 14611456  68592 945016    0    0     0    20   63  458  0  0 99  0  0 2024-05-16 19:39:38
 0  0      0 14611204  68592 945020    0    0     0     0   59  440  0  0 100  0  0 2024-05-16 19:39:39
 0  0      0 14611460  68592 945024    0    0     0   152   57  445  0  0 100  0  0 2024-05-16 19:39:40
 0  0      0 14611712  68592 945028    0    0     0     0   62  438  0  0 100  0  0 2024-05-16 19:39:41
 0  0      0 14611712  68592 945032    0    0     0     0   52  446  0  0 100  0  0 2024-05-16 19:39:42
 0  0      0 14611716  68600 945036    0    0     0    28   66  458  0  0 100  0  0 2024-05-16 19:39:43
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 14611716  68600 945040    0    0     0     0   55  435  0  0 100  0  0 2024-05-16 19:39:44
 0  0      0 14611464  68600 945044    0    0     0     0   59  436  0  0 100  0  0 2024-05-16 19:39:45
 0  0      0 14611464  68600 945048    0    0     0     0   58  441  0  0 100  0  0 2024-05-16 19:39:46
 0  0      0 14611464  68600 945052    0    0     0     0   59  433  0  0 100  0  0 2024-05-16 19:39:47
 0  0      0 14611464  68608 945060    0    0     0    20   70  475  0  0 100  0  0 2024-05-16 19:39:48
 0  0      0 14611464  68608 945064    0    0     0     0   59  442  0  0 100  0  0 2024-05-16 19:39:49
 0  0      0 14611212  68608 945068    0    0     0     0   61  456  0  0 100  0  0 2024-05-16 19:39:50
 0  0      0 14611212  68608 945072    0    0     0     0   59  454  0  0 99  0  0 2024-05-16 19:39:51
 0  0      0 14611212  68608 945076    0    0     0     0   62  461  0  0 100  0  0 2024-05-16 19:39:52
 0  0      0 14611212  68608 945084    0    0     0     0   68  454  0  0 100  0  0 2024-05-16 19:39:53
 0  0      0 14611272  68616 945088    0    0     0    20   73  517  0  0 100  0  0 2024-05-16 19:39:54
 0  0      0 14611020  68616 945092    0    0     0     0   50  402  0  0 100  0  0 2024-05-16 19:39:55
 0  0      0 14611020  68616 945096    0    0     0     0   61  449  0  0 100  0  0 2024-05-16 19:39:56
 0  0      0 14611020  68616 945100    0    0     0     0   57  452  0  0 100  0  0 2024-05-16 19:39:57
 0  0      0 14611020  68616 945104    0    0     0     0   55  457  0  0 100  0  0 2024-05-16 19:39:58
 0  0      0 14611020  68624 945108    0    0     0    20   65  474  0  0 100  0  0 2024-05-16 19:39:59
 0  0      0 14610768  68624 945112    0    0     0     0   53  451  0  0 100  0  0 2024-05-16 19:40:00
 0  0      0 14610768  68624 945116    0    0     0     0   60  443  0  0 100  0  0 2024-05-16 19:40:01
 0  0      0 14610768  68624 945120    0    0     0     0   61  456  0  0 100  0  0 2024-05-16 19:40:02
 0  0      0 14610768  68624 945128    0    0     0     0   56  450  0  0 100  0  0 2024-05-16 19:40:03
 0  0      0 14610768  68632 945140    0    0     0    20   65  459  0  0 100  0  0 2024-05-16 19:40:04
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 14610768  68632 945144    0    0     0    16   62  444  0  0 100  0  0 2024-05-16 19:40:05
 0  0      0 14610516  68632 945148    0    0     0     0   62  437  0  0 99  0  0 2024-05-16 19:40:06
 0  0      0 14610516  68632 945152    0    0     0     0   59  442  0  0 100  0  0 2024-05-16 19:40:07
 0  0      0 14610516  68632 945156    0    0     0     0   58  441  0  0 100  0  0 2024-05-16 19:40:08
 0  0      0 14610516  68640 945160    0    0     0    32   67  487  0  0 100  0  0 2024-05-16 19:40:09
 0  0      0 14610516  68640 945164    0    0     0   164   63  440  0  0 100  0  0 2024-05-16 19:40:10
 0  0      0 14610264  68640 945168    0    0     0     0   56  448  0  0 100  0  0 2024-05-16 19:40:11
 0  0      0 14610264  68640 945172    0    0     0     0   61  468  0  0 100  0  0 2024-05-16 19:40:12
 1  0      0 14610264  68640 945176    0    0     0     0   50  444  0  0 100  0  0 2024-05-16 19:40:13
 0  0      0 14610264  68648 945180    0    0     0    44   67  450  0  0 100  0  0 2024-05-16 19:40:14
 0  0      0 14610264  68648 945184    0    0     0     0   59  456  0  0 100  0  0 2024-05-16 19:40:15
 0  0      0 14610264  68648 945188    0    0     0     0   60  454  0  0 100  0  0 2024-05-16 19:40:16
 0  0      0 14610264  68648 945192    0    0     0     0   58  446  0  0 100  0  0 2024-05-16 19:40:17
 0  0      0 14610264  68648 945196    0    0     0     0   59  452  0  0 100  0  0 2024-05-16 19:40:18
 0  0      0 14610264  68656 945192    0    0     0    20   67  452  0  0 100  0  0 2024-05-16 19:40:19
 0  0      0 14610264  68656 945204    0    0     0    80   68  477  0  0 100  0  0 2024-05-16 19:40:20
 0  0      0 14610264  68656 945208    0    0     0     0   62  454  0  0 100  0  0 2024-05-16 19:40:21
 0  0      0 14610012  68656 945212    0    0     0     0   68  451  0  0 100  0  0 2024-05-16 19:40:22
 0  0      0 14610012  68656 945216    0    0     0     0   62  467  0  0 100  0  0 2024-05-16 19:40:23
 0  0      0 14609936  68656 945220    0    0     0     0   74  528  0  0 100  0  0 2024-05-16 19:40:24
 0  0      0 14609936  68664 945216    0    0     0    28   95  517  0  0 100  0  0 2024-05-16 19:40:25
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 14609936  68664 945232    0    0     0     0   62  452  0  0 99  0  0 2024-05-16 19:40:26
 0  0      0 14609936  68664 945236    0    0     0     0   61  429  0  0 100  0  0 2024-05-16 19:40:27
 0  0      0 14609936  68664 945240    0    0     0     0   57  442  0  0 100  0  0 2024-05-16 19:40:28
 0  0      0 14609936  68664 945240    0    0     0     0   58  435  0  0 100  0  0 2024-05-16 19:40:29
 0  0      0 14609936  68672 945248    0    0     0    20   65  457  0  0 100  0  0 2024-05-16 19:40:30
 0  0      0 14609936  68672 945252    0    0     0     0   59  443  0  0 100  0  0 2024-05-16 19:40:31
 0  0      0 14609684  68672 945256    0    0     0     0   52  446  0  0 100  0  0 2024-05-16 19:40:32
 0  0      0 14609684  68672 945260    0    0     0     0   58  437  0  0 100  0  0 2024-05-16 19:40:33
 0  0      0 14609432  68684 945256    0    0     0     0  127  596  0  0 100  0  0 2024-05-16 19:40:34
 0  0      0 14609432  68692 945264    0    0     0    72   66  467  0  0 100  0  0 2024-05-16 19:40:35
 0  0      0 14609432  68692 945276    0    0     0     0   66  460  0  0 100  0  0 2024-05-16 19:40:36
 0  0      0 14609684  68692 945280    0    0     0     0   61  450  0  0 100  0  0 2024-05-16 19:40:37
 0  0      0 14609684  68692 945284    0    0     0     0   59  442  0  0 100  0  0 2024-05-16 19:40:38
 0  0      0 14609432  68692 945288    0    0     0     0   63  463  0  0 100  0  0 2024-05-16 19:40:39
 0  0      0 14609432  68700 945296    0    0     0    20   68  473  0  0 100  0  0 2024-05-16 19:40:40
 0  0      0 14609684  68700 945300    0    0     0     0   59  441  0  0 100  0  0 2024-05-16 19:40:41
 0  0      0 14609684  68700 945300    0    0     0     0   57  440  0  0 100  0  0 2024-05-16 19:40:42
 0  0      0 14609688  68700 945308    0    0     0     0   64  477  0  0 100  0  0 2024-05-16 19:40:43
 0  0      0 14609436  68700 945312    0    0     0     0   62  442  0  0 100  0  0 2024-05-16 19:40:44
 0  0      0 14609436  68708 945304    0    0     0    20   65  464  0  0 100  0  0 2024-05-16 19:40:45
 0  0      0 14609436  68708 945304    0    0     0     0   60  440  0  0 100  0  0 2024-05-16 19:40:46
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 14609436  68708 945324    0    0     0     0   56  466  0  0 100  0  0 2024-05-16 19:40:47
 0  0      0 14609436  68708 945328    0    0     0     0   57  434  0  0 100  0  0 2024-05-16 19:40:48
 0  0      0 14609184  68708 945328    0    0     0     0   57  441  0  0 100  0  0 2024-05-16 19:40:49
 1  0      0 14609436  68716 945320    0    0     0    20   56  436  0  0 100  0  0 2024-05-16 19:40:50
 0  0      0 14609440  68716 945340    0    0     0    16   61  453  0  0 100  0  0 2024-05-16 19:40:51
 0  0      0 14609440  68716 945340    0    0     0     0   61  431  0  0 100  0  0 2024-05-16 19:40:52
 0  0      0 14609472  68716 945348    0    0     0     0   66  472  0  0 100  0  0 2024-05-16 19:40:53
 0  0      0 14609340  68716 945348    0    0     0     0   62  468  0  0 100  0  0 2024-05-16 19:40:54
 0  0      0 14609092  68724 945356    0    0     0    32   68  475  0  0 100  0  0 2024-05-16 19:40:55
 0  0      0 14609344  68724 945360    0    0     0   216   59  453  0  0 100  0  0 2024-05-16 19:40:56
 0  0      0 14609600  68724 945360    0    0     0     0   64  446  0  0 99  0  0 2024-05-16 19:40:57
 0  0      0 14609600  68724 945360    0    0     0     0   54  474  0  0 100  0  0 2024-05-16 19:40:58
 0  0      0 14609600  68724 945372    0    0     0     0   60  468  0  0 100  0  0 2024-05-16 19:40:59
 0  0      0 14609348  68724 945380    0    0     0     0   63  499  0  0 100  0  0 2024-05-16 19:41:00
 0  0      0 14609348  68732 945384    0    0     0    32   61  464  0  0 100  0  0 2024-05-16 19:41:01
 0  0      0 14609348  68732 945384    0    0     0     0   62  466  0  0 100  0  0 2024-05-16 19:41:02
 0  0      0 14607316  68732 945384    0    0     0     0   66  469  0  0 100  0  0 2024-05-16 19:41:03
 0  0      0 14607316  68732 945384    0    0     0     0   59  434  0  0 100  0  0 2024-05-16 19:41:04
 0  0      0 14609380  68732 945400    0    0     0     0   58  424  0  0 100  0  0 2024-05-16 19:41:05
 0  0      0 14609380  68740 945404    0    0     0    32   65  463  0  0 100  0  0 2024-05-16 19:41:06
 0  0      0 14609128  68740 945404    0    0     0     0   60  456  0  0 100  0  0 2024-05-16 19:41:07
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 14609128  68740 945404    0    0     0     0   61  429  0  0 100  0  0 2024-05-16 19:41:08
 0  0      0 14609128  68740 945416    0    0     0     0   52  435  0  0 100  0  0 2024-05-16 19:41:09
 0  0      0 14609128  68740 945420    0    0     0     0  169  692  0  0 100  0  0 2024-05-16 19:41:10
 0  0      0 14609136  68748 945412    0    0     0    36   83  503  0  0 99  0  0 2024-05-16 19:41:11
 0  0      0 14609380  68748 945428    0    0     0     0   58  454  0  0 100  0  0 2024-05-16 19:41:12
 0  0      0 14607348  68748 945428    0    0     0     0   61  453  0  0 100  0  0 2024-05-16 19:41:13
 0  0      0 14609412  68748 945436    0    0     0     0   61  454  0  0 100  0  0 2024-05-16 19:41:14
 0  0      0 14609412  68748 945444    0    0     0     0   64  449  0  0 100  0  0 2024-05-16 19:41:15
 0  0      0 14609412  68756 945436    0    0     0    20   67  465  0  0 100  0  0 2024-05-16 19:41:16
 0  0      0 14609160  68756 945456    0    0     0     0   63  452  0  0 100  0  0 2024-05-16 19:41:17
 0  0      0 14609160  68756 945460    0    0     0     0   61  434  0  0 100  0  0 2024-05-16 19:41:18
 0  0      0 14609160  68756 945468    0    0     0     0   73  512  0  0 100  0  0 2024-05-16 19:41:19
 0  0      0 14609160  68756 945472    0    0     0     0   58  453  0  0 100  0  0 2024-05-16 19:41:20
 0  0      0 14608908  68764 945472    0    0     0    60   75  509  0  0 100  0  0 2024-05-16 19:41:21
 0  0      0 14608908  68764 945472    0    0     0     0   59  433  0  0 100  0  0 2024-05-16 19:41:22
 0  0      0 14608912  68764 945480    0    0     0     0   64  464  0  0 100  0  0 2024-05-16 19:41:23
 0  0      0 14609444  68764 945480    0    0     0     0   85  582  0  0 100  0  0 2024-05-16 19:41:24
 0  0      0 14609444  68764 945488    0    0     0     0   61  444  0  0 100  0  0 2024-05-16 19:41:25
 0  0      0 14609444  68772 945480    0    0     0    20   64  455  0  0 100  0  0 2024-05-16 19:41:26
 0  0      0 14609192  68772 945496    0    0     0     0   60  430  0  0 100  0  0 2024-05-16 19:41:27
 0  0      0 14609192  68772 945496    0    0     0     0   53  422  0  0 100  0  0 2024-05-16 19:41:28
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 14609192  68772 945496    0    0     0     0   56  439  0  0 100  0  0 2024-05-16 19:41:29
 0  0      0 14609444  68772 945508    0    0     0     0   62  450  0  0 100  0  0 2024-05-16 19:41:30
 0  0      0 14609444  68772 945508    0    0     0   192   63  470  0  0 99  0  0 2024-05-16 19:41:31
 0  0      0 14609196  68780 945516    0    0     0    28   72  479  0  0 100  0  0 2024-05-16 19:41:32
 0  0      0 14609196  68780 945520    0    0     0     0   56  440  0  0 100  0  0 2024-05-16 19:41:33
 0  0      0 14609196  68780 945520    0    0     0     0   71  476  0  0 100  0  0 2024-05-16 19:41:34
 0  0      0 14609196  68780 945520    0    0     0     0   54  453  0  0 100  0  0 2024-05-16 19:41:35
 0  0      0 14609196  68780 945532    0    0     0     0   65  456  0  0 100  0  0 2024-05-16 19:41:36
 0  0      0 14608944  68788 945536    0    0     0    20   61  478  0  0 100  0  0 2024-05-16 19:41:37
 0  0      0 14609200  68788 945540    0    0     0     0   63  461  0  0 99  0  0 2024-05-16 19:41:38
 0  0      0 14609200  68788 945540    0    0     0     0   57  460  0  0 100  0  0 2024-05-16 19:41:39
 0  0      0 14609200  68788 945548    0    0     0     0   62  436  0  0 100  0  0 2024-05-16 19:41:40
 0  0      0 14609200  68788 945552    0    0     0     0   59  429  0  0 100  0  0 2024-05-16 19:41:41
 0  0      0 14608948  68796 945544    0    0     0    20   65  466  0  0 100  0  0 2024-05-16 19:41:42
 0  0      0 14608948  68796 945544    0    0     0     0   57  420  0  0 100  0  0 2024-05-16 19:41:43
 0  0      0 14608948  68796 945564    0    0     0     0   69  462  0  0 100  0  0 2024-05-16 19:41:44
 0  0      0 14608948  68796 945568    0    0     0     0   58  437  0  0 100  0  0 2024-05-16 19:41:45
 0  0      0 14609704  68796 945572    0    0     0     0   60  442  0  0 100  0  0 2024-05-16 19:41:46
 0  0      0 14609704  68804 945564    0    0     0    20   50  429  0  0 100  0  0 2024-05-16 19:41:47
 0  0      0 14609704  68804 945580    0    0     0     0   60  449  0  0 100  0  0 2024-05-16 19:41:48
 0  0      0 14609704  68804 945580    0    0     0     0   53  444  0  0 100  0  0 2024-05-16 19:41:49
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 14609704  68804 945588    0    0     0     0   58  430  0  0 100  0  0 2024-05-16 19:41:50
 0  0      0 14609704  68804 945592    0    0     0     0   54  442  0  0 100  0  0 2024-05-16 19:41:51
 0  0      0 14609704  68812 945588    0    0     0    20   65  458  0  0 100  0  0 2024-05-16 19:41:52
 0  0      0 14609452  68812 945588    0    0     0     0   59  457  0  0 100  0  0 2024-05-16 19:41:53
 0  0      0 14607292  68812 945608    0    0     0     0   71  496  0  0 100  0  0 2024-05-16 19:41:54
 0  0      0 14609356  68812 945612    0    0     0     0   62  441  0  0 100  0  0 2024-05-16 19:41:55
 0  0      0 14609356  68812 945620    0    0     0    16   57  463  0  0 100  0  0 2024-05-16 19:41:56
 0  0      0 14609356  68820 945624    0    0     0    32   69  476  0  0 100  0  0 2024-05-16 19:41:57
 0  0      0 14609104  68820 945628    0    0     0     0   57  443  0  0 100  0  0 2024-05-16 19:41:58
 0  0      0 14609356  68820 945632    0    0     0     0   58  441  0  0 99  0  0 2024-05-16 19:41:59
 0  0      0 14609356  68820 945636    0    0     0     0   59  451  0  0 100  0  0 2024-05-16 19:42:00
 0  0      0 14609356  68820 945640    0    0     0    12   56  457  0  0 100  0  0 2024-05-16 19:42:01
 0  0      0 14609356  68820 945644    0    0     0     0   62  444  0  0 100  0  0 2024-05-16 19:42:02
 0  0      0 14609104  68828 945648    0    0     0    20   62  442  0  0 100  0  0 2024-05-16 19:42:03
 0  0      0 14609104  68828 945648    0    0     0     0   59  442  0  0 100  0  0 2024-05-16 19:42:04
 0  0      0 14609136  68828 945648    0    0     0     0   65  445  0  0 100  0  0 2024-05-16 19:42:05
 0  0      0 14609136  68828 945660    0    0     0   168   49  428  0  0 100  0  0 2024-05-16 19:42:06
 0  0      0 14609136  68828 945660    0    0     0     0   59  433  0  0 100  0  0 2024-05-16 19:42:07
 0  0      0 14609136  68836 945668    0    0     0    28   72  461  0  0 100  0  0 2024-05-16 19:42:08
 0  0      0 14608884  68836 945672    0    0     0     0   58  470  0  0 100  0  0 2024-05-16 19:42:09
 0  0      0 14608884  68836 945672    0    0     0     0   64  450  0  0 100  0  0 2024-05-16 19:42:10
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 14609136  68836 945680    0    0     0     0   61  440  0  0 100  0  0 2024-05-16 19:42:11
 0  0      0 14609136  68836 945684    0    0     0     0   57  452  0  0 100  0  0 2024-05-16 19:42:12
 0  0      0 14609136  68844 945692    0    0     0    20   71  476  0  0 100  0  0 2024-05-16 19:42:13
 0  0      0 14608884  68844 945696    0    0     0     0   60  443  0  0 100  0  0 2024-05-16 19:42:14
 0  0      0 14608916  68844 945704    0    0     0     0   61  469  0  0 100  0  0 2024-05-16 19:42:15
 0  0      0 14608916  68844 945708    0    0     0     0   60  438  0  0 100  0  0 2024-05-16 19:42:16
 0  0      0 14608916  68844 945712    0    0     0    80   61  470  0  0 100  0  0 2024-05-16 19:42:17
 0  0      0 14608916  68852 945716    0    0     0    40   66  447  0  0 100  0  0 2024-05-16 19:42:18
 1  0      0 14608664  68852 945716    0    0     0     0   64  431  0  0 100  0  0 2024-05-16 19:42:19
 0  0      0 14608664  68852 945728    0    0     0     0   55  440  0  0 100  0  0 2024-05-16 19:42:20
