procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 30978264  64428 988412    0    0     0     0   75  491  0  0 100  0  0 2024-05-16 19:35:23
 0  0      0 30978264  64436 988412    0    0     0    60   83  485  0  0 100  0  0 2024-05-16 19:35:24
 0  0      0 30978264  64436 988412    0    0     0     0   72  446  0  0 100  0  0 2024-05-16 19:35:25
 0  0      0 30978264  64436 988412    0    0     0     0   73  451  0  0 100  0  0 2024-05-16 19:35:26
 0  0      0 30978264  64436 988412    0    0     0     0   74  456  0  0 100  0  0 2024-05-16 19:35:27
 0  0      0 30978012  64436 988412    0    0     0     0   74  468  0  0 100  0  0 2024-05-16 19:35:28
 0  0      0 30978012  64436 988412    0    0     0     0   70  444  0  0 100  0  0 2024-05-16 19:35:29
 0  0      0 30978012  64444 988412    0    0     0    44   79  505  0  0 100  0  0 2024-05-16 19:35:30
 0  0      0 30978012  64444 988412    0    0     0     0   67  442  0  0 100  0  0 2024-05-16 19:35:31
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 30978012  64444 988412    0    0     0     0   66  410  0  0 100  0  0 2024-05-16 19:35:32
 0  0      0 30977792  64444 988416    0    0     0     0   68  425  0  0 100  0  0 2024-05-16 19:35:33
 0  0      0 30977792  64444 988416    0    0     0     0   66  408  0  0 100  0  0 2024-05-16 19:35:34
 1  0      0 30977792  64452 988416    0    0     0    44   67  426  0  0 100  0  0 2024-05-16 19:35:35
 0  0      0 30977792  64452 988416    0    0     0     0   66  402  0  0 100  0  0 2024-05-16 19:35:36
 0  0      0 30977792  64452 988416    0    0     0     0   67  428  0  0 100  0  0 2024-05-16 19:35:37
 0  0      0 30977792  64452 988416    0    0     0     0   75  479  0  0 100  0  0 2024-05-16 19:35:38
 0  0      0 30977540  64452 988416    0    0     0     0   70  458  0  0 100  0  0 2024-05-16 19:35:39
 0  0      0 30977540  64460 988416    0    0     0    68   83  477  0  0 100  0  0 2024-05-16 19:35:40
 0  0      0 30977540  64460 988416    0    0     0     0   73  449  0  0 100  0  0 2024-05-16 19:35:41
 0  0      0 30977540  64460 988416    0    0     0     0   71  436  0  0 100  0  0 2024-05-16 19:35:42
 0  0      0 30975508  64460 988420    0    0     0     0   81  480  0  0 100  0  0 2024-05-16 19:35:43
 0  0      0 30975764  64460 988420    0    0     0     0   69  493  0  0 100  0  0 2024-05-16 19:35:44
 0  0      0 30975764  64468 988420    0    0     0    28   76  516  0  0 100  0  0 2024-05-16 19:35:45
 0  0      0 30975764  64468 988420    0    0     0    28   74  449  0  0 100  0  0 2024-05-16 19:35:46
 0  0      0 30975764  64468 988420    0    0     0     0   67  452  0  0 100  0  0 2024-05-16 19:35:47
 0  0      0 30975764  64468 988420    0    0     0     0   81  474  0  0 100  0  0 2024-05-16 19:35:48
 1  0      0 30975764  64468 988420    0    0     0     0   68  445  0  0 100  0  0 2024-05-16 19:35:49
 0  0      0 30975764  64468 988420    0    0     0     0   68  451  0  0 100  0  0 2024-05-16 19:35:50
 0  0      0 30978612  64476 988412    0    0     0    40   81  523  0  0 100  0  0 2024-05-16 19:35:51
 0  0      0 30978612  64476 988412    0    0     0     0   73  470  0  0 100  0  0 2024-05-16 19:35:52
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 30980852  64476 988420    0    0     0     0   83  496  0  0 100  0  0 2024-05-16 19:35:53
 0  0      0 30980852  64476 988420    0    0     0     0   74  496  0  0 100  0  0 2024-05-16 19:35:54
 0  0      0 30980852  64476 988420    0    0     0     0   74  497  0  0 100  0  0 2024-05-16 19:35:55
 0  0      0 30980852  64484 988412    0    0     0    40   80  489  0  0 100  0  0 2024-05-16 19:35:56
 0  0      0 30980600  64484 988420    0    0     0     0   79  479  0  0 100  0  0 2024-05-16 19:35:57
 0  0      0 30980600  64492 988420    0    0     0    32   91  507  0  0 100  0  0 2024-05-16 19:35:58
 0  0      0 30980600  64492 988420    0    0     0     0  103  504  0  0 100  0  0 2024-05-16 19:35:59
 0  0      0 30980600  64492 988420    0    0     0     0   68  493  0  0 100  0  0 2024-05-16 19:36:00
 0  0      0 30980600  64492 988420    0    0     0     0   66  464  0  0 100  0  0 2024-05-16 19:36:01
 0  0      0 30980600  64492 988420    0    0     0    16   58  416  0  0 100  0  0 2024-05-16 19:36:02
 0  0      0 30980856  64492 988420    0    0     0     0   73  470  0  0 100  0  0 2024-05-16 19:36:03
 0  0      0 30978040  64500 988412    0    0     0    20  104  498  0  0 100  0  0 2024-05-16 19:36:04
 0  0      0 30978040  64500 988412    0    0     0     0   71  452  0  0 100  0  0 2024-05-16 19:36:05
 0  0      0 30978040  64500 988420    0    0     0     0   74  472  0  0 100  0  0 2024-05-16 19:36:06
 0  0      0 30978040  64500 988420    0    0     0    12   77  477  0  0 100  0  0 2024-05-16 19:36:07
 0  0      0 30978040  64500 988424    0    0     0     0   75  486  0  0 100  0  0 2024-05-16 19:36:08
 0  0      0 30977788  64508 988424    0    0     0    20   80  483  0  0 100  0  0 2024-05-16 19:36:09
 0  0      0 30978040  64508 988424    0    0     0     0   74  458  0  0 100  0  0 2024-05-16 19:36:10
 0  0      0 30978040  64508 988424    0    0     0     0   71  476  0  0 100  0  0 2024-05-16 19:36:11
 0  0      0 30978040  64508 988428    0    0     0    16   75  454  0  0 100  0  0 2024-05-16 19:36:12
 0  0      0 30978040  64508 988428    0    0     0     0   70  494  0  0 100  0  0 2024-05-16 19:36:13
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 30979840  64516 988420    0    0     0    32   80  519  0  0 100  0  0 2024-05-16 19:36:14
 0  0      0 30979840  64516 988420    0    0     0     0   60  421  0  0 100  0  0 2024-05-16 19:36:15
 0  0      0 30980092  64516 988428    0    0     0     0   73  446  0  0 100  0  0 2024-05-16 19:36:16
 0  0      0 30980092  64516 988428    0    0     0     0   71  459  0  0 100  0  0 2024-05-16 19:36:17
 0  0      0 30980092  64516 988428    0    0     0    24   73  512  0  0 100  0  0 2024-05-16 19:36:18
 0  0      0 30979840  64516 988428    0    0     0     0   66  448  0  0 100  0  0 2024-05-16 19:36:19
 1  0      0 30979840  64524 988428    0    0     0    20   83  494  0  0 100  0  0 2024-05-16 19:36:20
 0  0      0 30977268  64524 988428    0    0     0     0   68  467  0  0 100  0  0 2024-05-16 19:36:21
 0  0      0 30977268  64524 988428    0    0     0     0   69  514  0  0 100  0  0 2024-05-16 19:36:22
 0  0      0 30977520  64524 988428    0    0     0    12   76  510  0  0 100  0  0 2024-05-16 19:36:23
 0  0      0 30975476  64524 988428    0    0     0     0   83  504  0  0 100  0  0 2024-05-16 19:36:24
 0  0      0 30975224  64532 988420    0    0     0    20   76  507  0  0 100  0  0 2024-05-16 19:36:25
 1  0      0 30975224  64532 988428    0    0     0     0   69  460  0  0 100  0  0 2024-05-16 19:36:26
 0  0      0 30975476  64532 988428    0    0     0     0   69  443  0  0 100  0  0 2024-05-16 19:36:27
 0  0      0 30975476  64532 988428    0    0     0    12   59  442  0  0 100  0  0 2024-05-16 19:36:28
 0  0      0 30975476  64532 988428    0    0     0     0   70  484  0  0 100  0  0 2024-05-16 19:36:29
 0  0      0 30975224  64540 988420    0    0     0    20   73  500  0  0 100  0  0 2024-05-16 19:36:30
 0  0      0 30975224  64540 988420    0    0     0     0   75  444  0  0 100  0  0 2024-05-16 19:36:31
 0  0      0 30975476  64540 988420    0    0     0     0   71  448  0  0 100  0  0 2024-05-16 19:36:32
 0  0      0 30975476  64540 988428    0    0     0     0   71  458  0  0 100  0  0 2024-05-16 19:36:33
 0  0      0 30977528  64540 988428    0    0     0    12   74  457  0  0 100  0  0 2024-05-16 19:36:34
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 1  0      0 30977528  64540 988428    0    0     0    16   71  458  0  0 100  0  0 2024-05-16 19:36:35
 0  0      0 30977024  64548 988432    0    0     0     4   80  477  0  0 100  0  0 2024-05-16 19:36:36
 0  0      0 30977024  64548 988432    0    0     0     0   71  482  0  0 100  0  0 2024-05-16 19:36:37
 0  0      0 30977276  64548 988432    0    0     0     0   68  452  0  0 100  0  0 2024-05-16 19:36:38
 0  0      0 30977276  64548 988432    0    0     0    12   72  508  0  0 100  0  0 2024-05-16 19:36:39
 0  0      0 30977276  64548 988432    0    0     0     0   69  458  0  0 100  0  0 2024-05-16 19:36:40
 0  0      0 30977276  64556 988424    0    0     0    20   62  445  0  0 100  0  0 2024-05-16 19:36:41
 0  0      0 30977276  64556 988424    0    0     0     0   73  448  0  0 100  0  0 2024-05-16 19:36:42
 0  0      0 30977276  64556 988432    0    0     0     0   73  472  0  0 100  0  0 2024-05-16 19:36:43
 0  0      0 30975236  64556 988436    0    0     0    16   79  502  0  0 100  0  0 2024-05-16 19:36:44
 0  0      0 30975236  64556 988436    0    0     0     0   67  490  0  0 100  0  0 2024-05-16 19:36:45
 0  0      0 30974984  64564 988436    0    0     0    32   78  461  0  0 100  0  0 2024-05-16 19:36:46
 0  0      0 30974984  64564 988436    0    0     0     0   73  508  0  0 100  0  0 2024-05-16 19:36:47
 0  0      0 30975236  64564 988436    0    0     0     0   72  451  0  0 100  0  0 2024-05-16 19:36:48
 0  0      0 30975236  64564 988436    0    0     0     0   72  464  0  0 100  0  0 2024-05-16 19:36:49
 0  0      0 30977884  64564 988436    0    0     0    24   82  476  0  0 100  0  0 2024-05-16 19:36:50
 0  0      0 30977884  64572 988428    0    0     0    20   74  487  0  0 100  0  0 2024-05-16 19:36:51
 0  0      0 30977712  64572 988436    0    0     0     0   74  509  0  0 100  0  0 2024-05-16 19:36:52
 0  0      0 30977712  64572 988436    0    0     0     0   71  482  0  0 100  0  0 2024-05-16 19:36:53
 2  0      0 30977712  64572 988436    0    0     0     0   63  475  0  0 100  0  0 2024-05-16 19:36:54
 0  0      0 30979768  64572 988436    0    0     0    12   65  447  0  0 100  0  0 2024-05-16 19:36:55
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  1      0 30979768  64576 988432    0    0     0    16   68  488  0  0 100  0  0 2024-05-16 19:36:56
 0  0      0 30979768  64580 988440    0    0     0     4   78  479  0  0 100  0  0 2024-05-16 19:36:57
 0  0      0 30979768  64580 988440    0    0     0     0   71  428  0  0 100  0  0 2024-05-16 19:36:58
 0  0      0 30979768  64580 988440    0    0     0     0   68  424  0  0 100  0  0 2024-05-16 19:36:59
 0  0      0 30979768  64580 988440    0    0     0    16   69  422  0  0 100  0  0 2024-05-16 19:37:00
 0  0      0 30979768  64580 988440    0    0     0     0   66  424  0  0 100  0  0 2024-05-16 19:37:01
 0  0      0 30980020  64588 988432    0    0     0    32   75  439  0  0 100  0  0 2024-05-16 19:37:02
 0  0      0 30979768  64588 988440    0    0     0     0   72  428  0  0 100  0  0 2024-05-16 19:37:03
 0  0      0 30979768  64588 988440    0    0     0     0   73  448  0  0 100  0  0 2024-05-16 19:37:04
 0  0      0 30977732  64588 988440    0    0     0     0   75  500  0  0 100  0  0 2024-05-16 19:37:05
 0  0      0 30977732  64588 988440    0    0     0    24   76  456  0  0 100  0  0 2024-05-16 19:37:06
 0  0      0 30977732  64596 988432    0    0     0    20   75  471  0  0 100  0  0 2024-05-16 19:37:07
 0  0      0 30977732  64596 988440    0    0     0     0   59  455  0  0 100  0  0 2024-05-16 19:37:08
 0  0      0 30977732  64596 988440    0    0     0     0   72  457  0  0 100  0  0 2024-05-16 19:37:09
 0  0      0 30977732  64596 988440    0    0     0     0   70  480  0  0 100  0  0 2024-05-16 19:37:10
 0  0      0 30977732  64596 988440    0    0     0    12   72  447  0  0 100  0  0 2024-05-16 19:37:11
 0  0      0 30977732  64604 988440    0    0     0    20   78  479  0  0 100  0  0 2024-05-16 19:37:12
 0  0      0 30977732  64604 988440    0    0     0     0   68  512  0  0 100  0  0 2024-05-16 19:37:13
 0  0      0 30977732  64604 988440    0    0     0     0   69  476  0  0 100  0  0 2024-05-16 19:37:14
 0  0      0 30979784  64604 988440    0    0     0     0   75  464  0  0 100  0  0 2024-05-16 19:37:15
 0  0      0 30979784  64604 988440    0    0     0    12   76  460  0  0 100  0  0 2024-05-16 19:37:16
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  1      0 30979784  64604 988440    0    0     0    16   73  492  0  0 100  0  0 2024-05-16 19:37:17
 0  0      0 30979532  64612 988440    0    0     0     4   78  501  0  0 100  0  0 2024-05-16 19:37:18
 0  0      0 30979784  64612 988448    0    0     0     0   68  450  0  0 100  0  0 2024-05-16 19:37:19
 0  0      0 30978228  64612 988448    0    0     0     0   78  480  0  0 100  0  0 2024-05-16 19:37:20
 0  0      0 30978228  64612 988448    0    0     0     0   48  444  0  0 100  0  0 2024-05-16 19:37:21
 0  0      0 30977180  64612 988448    0    0     0    16   96  556  0  0 100  0  0 2024-05-16 19:37:22
 0  0      0 30976928  64620 988448    0    0     0    32   75  503  0  0 100  0  0 2024-05-16 19:37:23
 0  0      0 30977180  64620 988448    0    0     0     0   74  464  0  0 100  0  0 2024-05-16 19:37:24
 0  0      0 30975136  64620 988448    0    0     0     0   80  478  0  0 100  0  0 2024-05-16 19:37:25
 0  0      0 30975136  64620 988448    0    0     0     0   72  453  0  0 100  0  0 2024-05-16 19:37:26
 0  0      0 30975136  64620 988448    0    0     0    24   73  462  0  0 100  0  0 2024-05-16 19:37:27
 0  0      0 30974884  64628 988448    0    0     0    20   85  479  0  0 100  0  0 2024-05-16 19:37:28
 0  0      0 30974884  64628 988448    0    0     0     0   67  498  0  0 100  0  0 2024-05-16 19:37:29
 0  0      0 30974884  64628 988448    0    0     0     0   68  486  0  0 100  0  0 2024-05-16 19:37:30
 0  0      0 30975140  64628 988448    0    0     0     0   73  442  0  0 100  0  0 2024-05-16 19:37:31
 0  0      0 30975140  64628 988448    0    0     0    12   67  483  0  0 100  0  0 2024-05-16 19:37:32
 0  0      0 30974888  64636 988448    0    0     0    20   81  481  0  0 100  0  0 2024-05-16 19:37:33
 0  0      0 30974888  64636 988448    0    0     0     0   55  410  0  0 100  0  0 2024-05-16 19:37:34
 0  0      0 30974888  64636 988448    0    0     0     0   75  487  0  0 100  0  0 2024-05-16 19:37:35
 0  0      0 30977192  64636 988448    0    0     0     0   77  486  0  0 100  0  0 2024-05-16 19:37:36
 0  0      0 30977192  64636 988448    0    0     0     0   73  465  0  0 100  0  0 2024-05-16 19:37:37
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 30977192  64636 988448    0    0     0    28   74  472  0  0 100  0  0 2024-05-16 19:37:38
 0  0      0 30976940  64644 988448    0    0     0     4   73  452  0  0 100  0  0 2024-05-16 19:37:39
 0  0      0 30976948  64644 988448    0    0     0     0   69  496  0  0 100  0  0 2024-05-16 19:37:40
 0  0      0 30976948  64644 988448    0    0     0     0   64  412  0  0 100  0  0 2024-05-16 19:37:41
 0  0      0 30976948  64644 988448    0    0     0     0   67  416  0  0 100  0  0 2024-05-16 19:37:42
 0  0      0 30976948  64644 988448    0    0     0    12   68  423  0  0 100  0  0 2024-05-16 19:37:43
 0  0      0 30976696  64652 988448    0    0     0    20   73  439  0  0 100  0  0 2024-05-16 19:37:44
 0  0      0 30976696  64652 988448    0    0     0     0   67  416  0  0 100  0  0 2024-05-16 19:37:45
 0  0      0 30976988  64652 988448    0    0     0     0   80  456  0  0 100  0  0 2024-05-16 19:37:46
 0  0      0 30976988  64652 988448    0    0     0     0   68  440  0  0 100  0  0 2024-05-16 19:37:47
 0  0      0 30976988  64652 988448    0    0     0    12   53  405  0  0 100  0  0 2024-05-16 19:37:48
 0  0      0 30976736  64660 988452    0    0     0    20   84  509  0  0 100  0  0 2024-05-16 19:37:49
 0  0      0 30976736  64660 988452    0    0     0     0   75  499  0  0 100  0  0 2024-05-16 19:37:50
 0  0      0 30976560  64660 988452    0    0     0     0   70  442  0  0 100  0  0 2024-05-16 19:37:51
 0  0      0 30976560  64660 988452    0    0     0     0   74  472  0  0 100  0  0 2024-05-16 19:37:52
 1  0      0 30976560  64660 988452    0    0     0    12   70  449  0  0 100  0  0 2024-05-16 19:37:53
 0  0      0 30976812  64668 988452    0    0     0    32   83  487  0  0 100  0  0 2024-05-16 19:37:54
 0  0      0 30976560  64668 988452    0    0     0     0   66  482  0  0 100  0  0 2024-05-16 19:37:55
 0  0      0 30974532  64668 988452    0    0     0     0   82  508  0  0 100  0  0 2024-05-16 19:37:56
 0  0      0 30976600  64668 988456    0    0     0     0   71  456  0  0 100  0  0 2024-05-16 19:37:57
 0  0      0 30976600  64668 988456    0    0     0     0   72  446  0  0 100  0  0 2024-05-16 19:37:58
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 1  0      0 30976600  64672 988452    0    0     0    52   69  479  0  0 100  0  0 2024-05-16 19:37:59
 0  0      0 30976348  64676 988456    0    0     0     4   78  462  0  0 100  0  0 2024-05-16 19:38:00
 0  0      0 30976600  64676 988456    0    0     0     0   56  416  0  0 100  0  0 2024-05-16 19:38:01
 0  0      0 30976600  64676 988456    0    0     0     0   72  443  0  0 100  0  0 2024-05-16 19:38:02
 0  0      0 30976600  64676 988456    0    0     0     0   68  456  0  0 100  0  0 2024-05-16 19:38:03
 0  0      0 30976600  64676 988456    0    0     0    24   76  455  0  0 100  0  0 2024-05-16 19:38:04
 0  0      0 30976348  64684 988456    0    0     0    20   76  477  0  0 100  0  0 2024-05-16 19:38:05
 0  0      0 30974320  64684 988456    0    0     0     0   74  474  0  0 100  0  0 2024-05-16 19:38:06
 0  0      0 30974320  64684 988456    0    0     0     0   66  512  0  0 100  0  0 2024-05-16 19:38:07
 0  0      0 30974824  64684 988456    0    0     0     0   75  484  0  0 100  0  0 2024-05-16 19:38:08
 0  0      0 30974824  64684 988456    0    0     0    12   68  459  0  0 100  0  0 2024-05-16 19:38:09
 0  0      0 30974824  64692 988456    0    0     0    20   78  459  0  0 100  0  0 2024-05-16 19:38:10
 0  0      0 30974572  64692 988456    0    0     0     0   70  484  0  0 100  0  0 2024-05-16 19:38:11
 0  0      0 30974572  64692 988456    0    0     0     0   69  472  0  0 100  0  0 2024-05-16 19:38:12
 0  0      0 30974572  64692 988456    0    0     0     0   63  474  0  0 100  0  0 2024-05-16 19:38:13
 1  0      0 30974572  64692 988456    0    0     0     0   58  409  0  0 100  0  0 2024-05-16 19:38:14
 0  0      0 30974824  64700 988460    0    0     0    32   80  469  0  0 100  0  0 2024-05-16 19:38:15
 0  0      0 30974572  64700 988460    0    0     0     0   71  500  0  0 100  0  0 2024-05-16 19:38:16
 0  0      0 30976640  64700 988460    0    0     0     0   72  470  0  0 100  0  0 2024-05-16 19:38:17
 0  0      0 30976640  64700 988460    0    0     0     0   72  440  0  0 100  0  0 2024-05-16 19:38:18
 0  0      0 30976640  64700 988460    0    0     0     0   73  462  0  0 100  0  0 2024-05-16 19:38:19
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  1      0 30976264  64700 988460    0    0     0    28   75  466  0  0 100  0  0 2024-05-16 19:38:20
 0  0      0 30975920  64708 988460    0    0     0     4   79  461  0  0 100  0  0 2024-05-16 19:38:21
 0  0      0 30975920  64708 988460    0    0     0     0   69  528  0  0 100  0  0 2024-05-16 19:38:22
 0  0      0 30975920  64708 988460    0    0     0     0   71  474  0  0 100  0  0 2024-05-16 19:38:23
 0  0      0 30976172  64708 988460    0    0     0     0   90  504  0  0 100  0  0 2024-05-16 19:38:24
 0  0      0 30976172  64708 988460    0    0     0    12   67  429  0  0 100  0  0 2024-05-16 19:38:25
 0  0      0 30975920  64716 988460    0    0     0    20   79  492  0  0 100  0  0 2024-05-16 19:38:26
 0  0      0 30975960  64716 988460    0    0     0     0   79  502  0  0 100  0  0 2024-05-16 19:38:27
 0  0      0 30975960  64716 988460    0    0     0     0   56  408  0  0 100  0  0 2024-05-16 19:38:28
 0  0      0 30975960  64716 988460    0    0     0     0   68  454  0  0 100  0  0 2024-05-16 19:38:29
 0  0      0 30975960  64716 988460    0    0     0     0   73  442  0  0 100  0  0 2024-05-16 19:38:30
 0  0      0 30976212  64724 988460    0    0     0    32   80  487  0  0 100  0  0 2024-05-16 19:38:31
 0  0      0 30975960  64724 988464    0    0     0     0   72  450  0  0 100  0  0 2024-05-16 19:38:32
 0  0      0 30975960  64724 988464    0    0     0     0   69  476  0  0 100  0  0 2024-05-16 19:38:33
 0  0      0 30975960  64724 988464    0    0     0     0   72  456  0  0 100  0  0 2024-05-16 19:38:34
 0  0      0 30975960  64724 988464    0    0     0     0   69  455  0  0 100  0  0 2024-05-16 19:38:35
 0  0      0 30975960  64732 988464    0    0     0    48   80  460  0  0 100  0  0 2024-05-16 19:38:36
 0  0      0 30973680  64732 988464    0    0     0     0   79  519  0  0 100  0  0 2024-05-16 19:38:37
 0  0      0 30973680  64732 988464    0    0     0     0   70  484  0  0 100  0  0 2024-05-16 19:38:38
 1  0      0 30973936  64732 988464    0    0     0     0   67  497  0  0 100  0  0 2024-05-16 19:38:39
 1  0      0 30974188  64732 988464    0    0     0     0   73  486  0  0 100  0  0 2024-05-16 19:38:40
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 2  0      0 30974188  64736 988460    0    0     0    44   59  435  0  0 100  0  0 2024-05-16 19:38:41
 2  0      0 30973936  64740 988464    0    0     0     0   75  493  0  0 100  0  0 2024-05-16 19:38:42
 1  0      0 30973936  64740 988464    0    0     0     0   72  499  0  0 100  0  0 2024-05-16 19:38:43
 1  0      0 30973936  64740 988464    0    0     0     0   73  482  0  0 100  0  0 2024-05-16 19:38:44
 1  0      0 30974188  64740 988464    0    0     0     0   70  474  0  0 100  0  0 2024-05-16 19:38:45
 1  0      0 30974188  64740 988464    0    0     0     0   69  472  0  0 100  0  0 2024-05-16 19:38:46
 1  0      0 30976256  64748 988464    0    0     0    44   84  526  0  0 100  0  0 2024-05-16 19:38:47
 0  0      0 30976004  64748 988464    0    0     0     0   72  472  0  0 100  0  0 2024-05-16 19:38:48
 0  0      0 30976004  64748 988464    0    0     0     0   70  438  0  0 100  0  0 2024-05-16 19:38:49
 0  0      0 30975484  64748 988464    0    0     0     0   75  464  0  0 100  0  0 2024-05-16 19:38:50
 0  0      0 30975484  64748 988464    0    0     0     0   71  451  0  0 100  0  0 2024-05-16 19:38:51
 0  0      0 30975736  64756 988464    0    0     0    32   79  487  0  0 100  0  0 2024-05-16 19:38:52
 0  0      0 30975484  64756 988464    0    0     0     0   73  456  0  0 100  0  0 2024-05-16 19:38:53
 0  0      0 30975484  64756 988464    0    0     0     0   61  442  0  0 100  0  0 2024-05-16 19:38:54
 0  0      0 30975484  64756 988464    0    0     0     0   69  498  0  0 100  0  0 2024-05-16 19:38:55
 0  0      0 30975484  64756 988464    0    0     0     0   67  444  0  0 100  0  0 2024-05-16 19:38:56
 0  0      0 30975484  64764 988464    0    0     0    32   78  447  0  0 100  0  0 2024-05-16 19:38:57
 0  0      0 30975264  64764 988464    0    0     0     0   71  430  0  0 100  0  0 2024-05-16 19:38:58
 0  0      0 30975268  64764 988464    0    0     0     0   67  420  0  0 100  0  0 2024-05-16 19:38:59
 0  0      0 30975520  64764 988464    0    0     0     0   67  420  0  0 100  0  0 2024-05-16 19:39:00
 0  0      0 30975520  64764 988464    0    0     0     0   64  412  0  0 100  0  0 2024-05-16 19:39:01
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  1      0 30975520  64764 988464    0    0     0    28   69  428  0  0 100  0  0 2024-05-16 19:39:02
 0  0      0 30975268  64772 988464    0    0     0     4   77  435  0  0 100  0  0 2024-05-16 19:39:03
 0  0      0 30975268  64772 988464    0    0     0     0   66  408  0  0 100  0  0 2024-05-16 19:39:04
 0  0      0 30975268  64772 988464    0    0     0     0   65  418  0  0 100  0  0 2024-05-16 19:39:05
 0  0      0 30975268  64772 988464    0    0     0     0   65  410  0  0 100  0  0 2024-05-16 19:39:06
 0  0      0 30975268  64772 988464    0    0     0    12   73  488  0  0 100  0  0 2024-05-16 19:39:07
 0  0      0 30973236  64780 988468    0    0     0    20   68  472  0  0 100  0  0 2024-05-16 19:39:08
 0  0      0 30973236  64780 988468    0    0     0     0   72  450  0  0 100  0  0 2024-05-16 19:39:09
 0  0      0 30973236  64780 988468    0    0     0     0   70  480  0  0 100  0  0 2024-05-16 19:39:10
 0  0      0 30973236  64780 988468    0    0     0     0   71  444  0  0 100  0  0 2024-05-16 19:39:11
 0  0      0 30973236  64780 988468    0    0     0     0   71  468  0  0 100  0  0 2024-05-16 19:39:12
 0  0      0 30973236  64788 988468    0    0     0    48   79  468  0  0 100  0  0 2024-05-16 19:39:13
 0  0      0 30972984  64788 988468    0    0     0     0   69  490  0  0 100  0  0 2024-05-16 19:39:14
 0  0      0 30972984  64788 988468    0    0     0     0   71  498  0  0 100  0  0 2024-05-16 19:39:15
 0  0      0 30973488  64788 988468    0    0     0     0   66  467  0  0 100  0  0 2024-05-16 19:39:16
 0  0      0 30973492  64788 988468    0    0     0     0   65  418  0  0 100  0  0 2024-05-16 19:39:17
 0  0      0 30975548  64796 988468    0    0     0    44   86  498  0  0 100  0  0 2024-05-16 19:39:18
 0  0      0 30975296  64796 988468    0    0     0     0   67  505  0  0 100  0  0 2024-05-16 19:39:19
 0  0      0 30975296  64796 988468    0    0     0     0   73  466  0  0 100  0  0 2024-05-16 19:39:20
 0  0      0 30975168  64796 988468    0    0     0     0   64  436  0  0 100  0  0 2024-05-16 19:39:21
 0  0      0 30975420  64796 988468    0    0     0     0   88  582  0  0 100  0  0 2024-05-16 19:39:22
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  1      0 30975420  64796 988468    0    0     0    28   73  444  0  0 100  0  0 2024-05-16 19:39:23
 0  0      0 30975420  64804 988468    0    0     0     4   81  485  0  0 100  0  0 2024-05-16 19:39:24
 0  0      0 30975168  64804 988468    0    0     0     0   69  445  0  0 100  0  0 2024-05-16 19:39:25
 0  0      0 30975168  64804 988468    0    0     0     0   70  500  0  0 100  0  0 2024-05-16 19:39:26
 0  0      0 30975168  64804 988468    0    0     0     0   69  444  0  0 100  0  0 2024-05-16 19:39:27
 0  0      0 30973380  64804 988468    0    0     0     0   77  468  0  0 100  0  0 2024-05-16 19:39:28
 0  0      0 30973380  64812 988460    0    0     0    44   72  503  0  0 100  0  0 2024-05-16 19:39:29
