"Name","State","Notes","User","Tags","Created","Runtime","Sweep","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","activation_function","actual_hidden_layers","apply_penalty","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","hidden_dim3","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_scale_factor_fixed","hidden_dim_strategy","hidden_layers","hidden_layers_max","hidden_layers_min","huber_delta","learning_rate","loss_function","method","model_type","momentum","nesterov","normalization","normalization_method","optimizer","output_activation_function","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.activation_functions","parameters.apply_penaltys","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.batch_sizes","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.dropouts","parameters.epochs","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.hidden_dim3s","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.hidden_layerss","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.learning_rates","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","parameters.normalization_methods","parameters.optimizers","parameters.output_activation_functions","parameters.penalty_factor_max","parameters.penalty_factor_min","parameters.randomize_hidden_dim_strategys","parameters.randomize_row_deletions","parameters.randomize_time_shifts","parameters.row_deletion_range_max","parameters.row_deletion_range_min","parameters.scaled_layerss","parameters.time_shift_range_max","parameters.time_shift_range_min","penalty_factor_max","penalty_factor_min","randomize_hidden_dim_strategy","randomize_row_deletion","randomize_time_shift","row_deletion_range_max","row_deletion_range_min","scaled_layers","time_shift_range_max","time_shift_range_min","combined_metric","combined_metric_accuracy","combined_metric_loss","epoch","hidden_dim_scale_factor","hidden_layer_11_weight_init","hidden_layer_13_weight_init","hidden_layer_1_neurons","hidden_layer_1_weight_init","hidden_layer_2_neurons","hidden_layer_2_weight_init","hidden_layer_3_neurons","hidden_layer_3_weight_init","hidden_layer_4_neurons","hidden_layer_4_weight_init","hidden_layer_5_neurons","hidden_layer_5_weight_init","hidden_layer_6_neurons","hidden_layer_6_weight_init","hidden_layer_7_neurons","hidden_layer_7_weight_init","hidden_layer_9_weight_init","model_architecture","output_layer_weight_init","penalty_factor","test_accuracy","test_loss","train_accuracy","train_loss","val_accuracy","val_loss"
"bumbling-sweep-406","finished","-","","","2024-08-21T06:42:28.000Z","11","ist7tium","","1024","4","relu","3","true","73","0.39819511523683393","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","1.9008177496487595","0.030679992051803207","huber","","","0.09199584397427152","true","","std","sgd","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.3744114339684086","","","369","Default (PyTorch)","507","Default (PyTorch)","379","Default (PyTorch)","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 369 neurons
Hidden Layer 2: 507 neurons
Hidden Layer 3: 379 neurons
Output Layer: 1 neuron","Random","82.18734787514676","NaN","NaN","NaN","NaN","NaN","NaN"
"warm-sweep-66","finished","-","","","2024-08-21T13:36:57.000Z","8","cx89v8ve","","1024","4","gcu","3","false","21","0.7058481177949276","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","0.7456852556322264","0.03191702711983694","huber","","","0.3269418494700458","false","","none","asgd","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.9462445346031148","","","496","Default (PyTorch)","254","Random","130","Random","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 496 neurons
Hidden Layer 2: 254 neurons
Hidden Layer 3: 130 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","NaN","NaN","NaN","NaN","NaN","NaN"
"silvery-sweep-224","finished","-","","","2024-08-21T14:26:50.000Z","12","cx89v8ve","","1024","4","ncu","5","true","23","0.35173673213127016","10000","","","","","512","8","","2","1.01","","","","false","maintain","","7","2","","0.0711971561191187","mae","","","0.18080670078339875","true","","std","adamax","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.5354647798322063","","","92","Default (PyTorch)","92","Random","92","Default (PyTorch)","92","Random","92","Default (PyTorch)","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 92 neurons
Hidden Layer 2: 92 neurons
Hidden Layer 3: 92 neurons
Hidden Layer 4: 92 neurons
Hidden Layer 5: 92 neurons
Output Layer: 1 neuron","Default (PyTorch)","34.07620804811525","NaN","NaN","NaN","NaN","NaN","NaN"
"dandy-sweep-431","finished","-","","","2024-08-21T15:46:05.000Z","8","cx89v8ve","","1024","4","ncu","5","false","22","0.5420255655909495","10000","","","","","512","8","","2","1.01","","","","false","maintain","","7","2","","0.05197876423786645","mae","","","0.5813120742545258","false","","min-max","adadelta","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.8409603257737208","","","289","Random","289","Random","289","Random","205","Random","205","Random","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 289 neurons
Hidden Layer 2: 289 neurons
Hidden Layer 3: 289 neurons
Hidden Layer 4: 205 neurons
Hidden Layer 5: 205 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","NaN","NaN","NaN","NaN","NaN","NaN"
"charmed-sweep-496","finished","-","","","2024-08-21T07:11:18.000Z","11","ist7tium","","1024","4","elish","6","false","29","0.4021056141846414","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","0.9211771383273542","0.004441374375700861","huber","","","0.2830659402668558","true","","min-max","adamax","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.2532937337093342","","","340","Default (PyTorch)","340","Random","426","Random","426","Default (PyTorch)","426","Random","339","Random","","","","Input Layer: 10 neurons
Hidden Layer 1: 340 neurons
Hidden Layer 2: 340 neurons
Hidden Layer 3: 426 neurons
Hidden Layer 4: 426 neurons
Hidden Layer 5: 426 neurons
Hidden Layer 6: 339 neurons
Output Layer: 1 neuron","Random","0","NaN","NaN","NaN","NaN","NaN","NaN"
"charmed-sweep-266","finished","-","","","2024-08-21T14:40:44.000Z","7","cx89v8ve","","1024","4","squ","7","false","65","0.49715060055329374","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","","0.01963967726690896","mae","","","0.3666043029274035","false","","min-max","nadam","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.2881959596874517","","","361","Default (PyTorch)","465","Default (PyTorch)","781","Default (PyTorch)","988","Random","1024","Default (PyTorch)","1024","Random","1024","Default (PyTorch)","","Input Layer: 10 neurons
Hidden Layer 1: 361 neurons
Hidden Layer 2: 465 neurons
Hidden Layer 3: 781 neurons
Hidden Layer 4: 988 neurons
Hidden Layer 5: 1024 neurons
Hidden Layer 6: 1024 neurons
Hidden Layer 7: 1024 neurons
Output Layer: 1 neuron","Random","0","NaN","NaN","NaN","NaN","NaN","NaN"
"usual-sweep-72","finished","-","","","2024-08-21T04:42:18.000Z","11","ist7tium","","1024","4","squ","2","false","97","0.5107051222167367","10000","","","","","512","8","","2","1.01","","","","false","maintain","","7","2","","0.07738872195520023","mae","","","0.6211714143391377","true","","std","asgd","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.3294493056319916","","","287","Default (PyTorch)","287","Default (PyTorch)","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 287 neurons
Hidden Layer 2: 287 neurons
Output Layer: 1 neuron","Random","0","NaN","NaN","NaN","NaN","NaN","NaN"
"neat-sweep-152","finished","-","","","2024-08-21T05:05:57.000Z","10","ist7tium","","1024","4","swish","3","false","69","0.5165467777681978","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","","0.06717198767597675","mse","","","0.8526201173362512","false","","std","sgd","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.3539671253403038","","","202","Random","149","Default (PyTorch)","201","Random","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 202 neurons
Hidden Layer 2: 149 neurons
Hidden Layer 3: 201 neurons
Output Layer: 1 neuron","Random","0","NaN","NaN","NaN","NaN","NaN","NaN"
"volcanic-sweep-309","finished","-","","","2024-08-21T06:00:00.000Z","18","ist7tium","","1024","4","elish","3","false","11","0.24268657296527624","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","","0.05949893213568198","mse","","","0.7869544725677585","true","","std","rmsprop","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.096325279624136","","","493","Default (PyTorch)","449","Default (PyTorch)","409","Default (PyTorch)","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 493 neurons
Hidden Layer 2: 449 neurons
Hidden Layer 3: 409 neurons
Output Layer: 1 neuron","Random","0","NaN","NaN","NaN","NaN","NaN","NaN"
"bumbling-sweep-199","finished","-","","","2024-08-21T05:21:44.000Z","10","ist7tium","","1024","4","elish","2","false","32","0.754218790208057","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","","0.04451385211807261","mae","","","0.6748566960850187","false","","min-max","adamw","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.418440859005865","","","354","Default (PyTorch)","354","Default (PyTorch)","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 354 neurons
Hidden Layer 2: 354 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","NaN","NaN","NaN","NaN","NaN","NaN"
"snowy-sweep-455","finished","-","","","2024-08-21T15:53:37.000Z","6","cx89v8ve","","1024","4","ncu","6","true","3","0.6001463211802842","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","","0.03478069661460301","mse","","","0.8635531150759527","false","","none","adamw","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.1860994568577534","","","161","Default (PyTorch)","190","Default (PyTorch)","190","Random","190","Random","160","Default (PyTorch)","189","Random","","","","Input Layer: 10 neurons
Hidden Layer 1: 161 neurons
Hidden Layer 2: 190 neurons
Hidden Layer 3: 190 neurons
Hidden Layer 4: 190 neurons
Hidden Layer 5: 160 neurons
Hidden Layer 6: 189 neurons
Output Layer: 1 neuron","Default (PyTorch)","91.94456894024503","NaN","NaN","NaN","NaN","NaN","NaN"
"light-sweep-62","finished","-","","","2024-08-21T13:35:55.000Z","9","cx89v8ve","","1024","4","ncu","5","false","4","0.799363587161785","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","1.7720837498569355","0.09016542341296892","huber","","","0.14410736858270498","false","","min-max","adam","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.4654779182485127","","","225","Default (PyTorch)","329","Default (PyTorch)","482","Default (PyTorch)","706","Default (PyTorch)","1024","Default (PyTorch)","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 225 neurons
Hidden Layer 2: 329 neurons
Hidden Layer 3: 482 neurons
Hidden Layer 4: 706 neurons
Hidden Layer 5: 1024 neurons
Output Layer: 1 neuron","Xavier","0","NaN","NaN","NaN","NaN","NaN","NaN"
"devout-sweep-378","finished","-","","","2024-08-21T06:29:03.000Z","6","ist7tium","","1024","4","relu","3","true","2","0.3430145498446413","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","","0.06652440361451918","mse","","","0.49199234787421126","true","","none","asgd","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.1661661109124446","","","174","Default (PyTorch)","174","Default (PyTorch)","149","Default (PyTorch)","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 174 neurons
Hidden Layer 2: 174 neurons
Hidden Layer 3: 149 neurons
Output Layer: 1 neuron","Default (PyTorch)","51.90983209303617","NaN","NaN","NaN","NaN","NaN","NaN"
"vivid-sweep-419","finished","-","","","2024-08-21T15:42:15.000Z","9","cx89v8ve","","1024","4","softplus","4","false","47","0.34099694563055816","10000","","","","","512","8","","2","1.01","","","","false","maintain","","7","2","","0.03752787086382958","mae","","","0.45511157299374955","true","","min-max","sgd","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.1362622200965262","","","273","Default (PyTorch)","273","Default (PyTorch)","273","Default (PyTorch)","273","Default (PyTorch)","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 273 neurons
Hidden Layer 2: 273 neurons
Hidden Layer 3: 273 neurons
Hidden Layer 4: 273 neurons
Output Layer: 1 neuron","Random","0","NaN","NaN","NaN","NaN","NaN","NaN"
"youthful-sweep-417","finished","-","","","2024-08-21T06:46:32.000Z","14","ist7tium","","1024","4","squ","6","false","56","0.3935882840488877","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","","0.09281000793489916","mse","","","0.6766146962410121","false","","std","asgd","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.4109269623058878","","","312","Random","221","Random","156","Random","110","Random","77","Random","54","Random","","","","Input Layer: 10 neurons
Hidden Layer 1: 312 neurons
Hidden Layer 2: 221 neurons
Hidden Layer 3: 156 neurons
Hidden Layer 4: 110 neurons
Hidden Layer 5: 77 neurons
Hidden Layer 6: 54 neurons
Output Layer: 1 neuron","Xavier","0","NaN","NaN","NaN","NaN","NaN","NaN"
"flowing-sweep-356","finished","-","","","2024-08-21T15:14:19.000Z","8","cx89v8ve","","1024","4","ncu","2","true","83","0.6979609247863763","10000","","","","","512","8","","2","1.01","","","","false","compress","","7","2","1.2142987598840471","0.04299449471004106","huber","","","0.17156501001217925","true","","min-max","asgd","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.8387921258703976","","","450","Default (PyTorch)","244","Default (PyTorch)","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 450 neurons
Hidden Layer 2: 244 neurons
Output Layer: 1 neuron","LeCun","16.19723411536031","NaN","NaN","NaN","NaN","NaN","NaN"
"expert-sweep-328","finished","-","","","2024-08-21T06:05:23.000Z","5","ist7tium","","1024","4","hardelish","5","false","28","0.4104711437732653","10000","","","","","512","8","","2","1.01","","","","false","compress","","7","2","0.27403216816880416","0.035335774612996855","huber","","","0.4692008503932917","true","","none","sgd","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.412921576789908","","","204","Random","144","Random","92","Random","68","Random","54","Random","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 204 neurons
Hidden Layer 2: 144 neurons
Hidden Layer 3: 92 neurons
Hidden Layer 4: 68 neurons
Hidden Layer 5: 54 neurons
Output Layer: 1 neuron","Random","0","NaN","NaN","NaN","NaN","NaN","NaN"
"tough-sweep-369","finished","-","","","2024-08-21T06:24:18.000Z","8","ist7tium","","1024","4","gcu","7","false","76","0.7692413418520567","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","","0.058653730518441895","mse","","","0.3188652509666376","false","","min-max","asgd","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.382588684294633","","","111","Default (PyTorch)","153","Default (PyTorch)","189","Random","354","Random","354","Default (PyTorch)","354","Default (PyTorch)","179","Default (PyTorch)","","Input Layer: 10 neurons
Hidden Layer 1: 111 neurons
Hidden Layer 2: 153 neurons
Hidden Layer 3: 189 neurons
Hidden Layer 4: 354 neurons
Hidden Layer 5: 354 neurons
Hidden Layer 6: 354 neurons
Hidden Layer 7: 179 neurons
Output Layer: 1 neuron","LeCun","0","NaN","NaN","NaN","NaN","NaN","NaN"
"distinctive-sweep-210","finished","-","","","2024-08-21T05:25:09.000Z","6","ist7tium","","1024","4","squ","5","true","6","0.7896522800870156","10000","","","","","512","8","","2","1.01","","","","false","maintain","","7","2","","0.02387675945419414","mse","","","0.3597233449103389","false","","none","adamw","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.4699170842961369","","","481","Random","481","Random","481","Random","481","Random","481","Random","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 481 neurons
Hidden Layer 2: 481 neurons
Hidden Layer 3: 481 neurons
Hidden Layer 4: 481 neurons
Hidden Layer 5: 481 neurons
Output Layer: 1 neuron","LeCun","24.38184646855199","NaN","NaN","NaN","NaN","NaN","NaN"
"polar-sweep-386","finished","-","","","2024-08-21T15:30:54.000Z","5","cx89v8ve","","1024","4","ncu","3","false","34","0.2189657774112563","10000","","","","","512","8","","2","1.01","","","","false","compress","","7","2","1.5040530998577868","0.07295541566210949","huber","","","0.2638482476638944","false","","none","adadelta","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.1621248392492138","","","220","Default (PyTorch)","189","Default (PyTorch)","189","Default (PyTorch)","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 220 neurons
Hidden Layer 2: 189 neurons
Hidden Layer 3: 189 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","NaN","NaN","NaN","NaN","NaN","NaN"
"lyric-sweep-255","finished","-","","","2024-08-21T14:37:49.000Z","13","cx89v8ve","","1024","4","gcu","7","true","22","0.6511644280227555","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","","0.05076276936093986","mae","","","0.5660196932696577","true","","std","adamw","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.9182021869028507","","","482","Random","924","Random","1024","Random","1024","Random","1024","Random","1024","Random","1024","Random","","Input Layer: 10 neurons
Hidden Layer 1: 482 neurons
Hidden Layer 2: 924 neurons
Hidden Layer 3: 1024 neurons
Hidden Layer 4: 1024 neurons
Hidden Layer 5: 1024 neurons
Hidden Layer 6: 1024 neurons
Hidden Layer 7: 1024 neurons
Output Layer: 1 neuron","Default (PyTorch)","61.51543538649016","NaN","NaN","NaN","NaN","NaN","NaN"
"jolly-sweep-93","finished","-","","","2024-08-21T04:48:09.000Z","11","ist7tium","","1024","4","ncu","5","true","44","0.6753411248131345","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","1.9997658495344737","0.020902467554634645","huber","","","0.5026431190003194","false","","std","adamax","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.7116735273255363","","","34","Default (PyTorch)","58","Default (PyTorch)","33","Random","19","Random","32","Random","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 34 neurons
Hidden Layer 2: 58 neurons
Hidden Layer 3: 33 neurons
Hidden Layer 4: 19 neurons
Hidden Layer 5: 32 neurons
Output Layer: 1 neuron","Random","88.97905804317757","NaN","NaN","NaN","NaN","NaN","NaN"
"hearty-sweep-159","finished","-","","","2024-08-21T05:08:04.000Z","11","ist7tium","","1024","4","squ","7","true","30","0.6976402328981628","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","0.5291740833951842","0.06435619540282253","huber","","","0.4928552027189922","false","","std","nadam","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.9771953178628296","","","316","Default (PyTorch)","624","Random","1024","Default (PyTorch)","517","Random","517","Default (PyTorch)","1022","Default (PyTorch)","1022","Default (PyTorch)","","Input Layer: 10 neurons
Hidden Layer 1: 316 neurons
Hidden Layer 2: 624 neurons
Hidden Layer 3: 1024 neurons
Hidden Layer 4: 517 neurons
Hidden Layer 5: 517 neurons
Hidden Layer 6: 1022 neurons
Hidden Layer 7: 1022 neurons
Output Layer: 1 neuron","Default (PyTorch)","99.57384635509092","NaN","NaN","NaN","NaN","NaN","NaN"
"fanciful-sweep-312","finished","-","","","2024-08-21T06:00:53.000Z","6","ist7tium","","1024","4","leaky_relu","5","true","55","0.7948672654163051","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","","0.08865028197333039","mae","","","0.5123638806751422","true","","none","asgd","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.7717253914960558","","","99","Default (PyTorch)","55","Random","31","Default (PyTorch)","17","Random","9","Default (PyTorch)","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 99 neurons
Hidden Layer 2: 55 neurons
Hidden Layer 3: 31 neurons
Hidden Layer 4: 17 neurons
Hidden Layer 5: 9 neurons
Output Layer: 1 neuron","Default (PyTorch)","49.65110046725226","NaN","NaN","NaN","NaN","NaN","NaN"
"feasible-sweep-236","finished","-","","","2024-08-21T05:34:27.000Z","11","ist7tium","","1024","4","squ","5","true","81","0.5937204519791942","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","","0.08314710844379168","mse","","","0.5864348321948955","false","","std","adadelta","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.3697979722078817","","","487","Default (PyTorch)","355","Default (PyTorch)","259","Default (PyTorch)","189","Random","258","Default (PyTorch)","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 487 neurons
Hidden Layer 2: 355 neurons
Hidden Layer 3: 259 neurons
Hidden Layer 4: 189 neurons
Hidden Layer 5: 258 neurons
Output Layer: 1 neuron","Random","12.052652393410566","NaN","NaN","NaN","NaN","NaN","NaN"
"desert-sweep-252","finished","-","","","2024-08-21T05:39:14.000Z","9","ist7tium","","1024","4","elish","3","true","52","0.7819139277454101","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","","0.001275973170902728","mae","","","0.044813236501444746","true","","min-max","adam","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.898539438364221","","","13","Random","13","Default (PyTorch)","13","Default (PyTorch)","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 13 neurons
Hidden Layer 2: 13 neurons
Hidden Layer 3: 13 neurons
Output Layer: 1 neuron","Default (PyTorch)","7.310405007850957","NaN","NaN","NaN","NaN","NaN","NaN"
"jumping-sweep-30","finished","-","","","2024-08-21T04:27:20.000Z","11","ist7tium","","1024","4","elish","2","false","56","0.5538582616459369","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","0.4943889115856449","0.03628479220201565","huber","","","0.7052563499109622","false","","min-max","asgd","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","NaN","NaN","12","1.6442276377221143","","","61","Random","100","Random","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 61 neurons
Hidden Layer 2: 100 neurons
Output Layer: 1 neuron","Random","0","NaN","NaN","NaN","NaN","NaN","NaN"
"bright-sweep-1","crashed","-","","","2024-08-20T13:38:46.000Z","24294","lc166ha1","","1024","4","ncu","3","false","60","0.7096234638867724","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","","0.01685519682126454","mse","","","0.2475675449997438","true","","min-max","adamw","none","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","NaN","NaN","12","1.1483317406036764","","","468","Default (PyTorch)","468","Default (PyTorch)","468","Default (PyTorch)","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 468 neurons
Hidden Layer 2: 468 neurons
Hidden Layer 3: 468 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","NaN","NaN","NaN","NaN","NaN","NaN"
