"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation_function","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","learning_rate","method","model_type","normalization","normalization_method","parameters.activation_functions","parameters.batch_sizes","parameters.dropouts","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.learning_rates","parameters.normalization_methods","hidden_dim3","hidden_layers","optimizer","output_activation_function","parameters.hidden_dim3s","parameters.hidden_layerss","parameters.optimizers","parameters.output_activation_functions","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_strategy","momentum","nesterov","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.epochs","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","actual_hidden_layers","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_scale_factor_fixed","hidden_layers_max","hidden_layers_min","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.randomize_hidden_dim_strategys","parameters.scaled_layerss","randomize_hidden_dim_strategy","scaled_layers","apply_penalty","huber_delta","loss_function","parameters.apply_penaltys","parameters.penalty_factor_max","parameters.penalty_factor_min","parameters.randomize_row_deletions","parameters.randomize_time_shifts","parameters.row_deletion_range_max","parameters.row_deletion_range_min","parameters.time_shift_range_max","parameters.time_shift_range_min","penalty_factor_max","penalty_factor_min","randomize_row_deletion","randomize_time_shift","row_deletion_range_max","row_deletion_range_min","time_shift_range_max","time_shift_range_min","epoch","test_accuracy","test_loss","train_accuracy","train_loss","val_accuracy","val_loss","model_architecture","hidden_layer_1_neurons","hidden_layer_2_neurons","hidden_layer_3_neurons","hidden_layer_4_neurons","hidden_layer_5_neurons","hidden_layer_6_neurons","hidden_layer_7_neurons","combined_metric","combined_metric_accuracy","combined_metric_loss","hidden_dim_scale_factor","penalty_factor"
"comic-sweep-3","finished","-","","","2024-08-18T00:58:09.000Z","8","1auxin0k","ncu","9","0.7188770267589635","10000","","","0.08235569690305115","","","","none","","","","","","","","","","","asgd","sigmoid","","","","","","","","expand","0.5217978875141028","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","false","0.6750768652084485","huber","","","","","","","","","","100","1","","","","","","","12","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 266 neurons
Hidden Layer 2: 530 neurons
Hidden Layer 3: 1024 neurons
Hidden Layer 4: 1024 neurons
Hidden Layer 5: 1024 neurons
Output Layer: 1 neuron","266","530","1024","1024","1024","","","","NaN","NaN","1.99386784968175","0"
"dulcet-sweep-2","finished","-","","","2024-08-18T00:56:42.000Z","85","1auxin0k","elu","86","0.2760806029971613","10000","","","0.073391478583648","","","","min-max","","","","","","","","","","","adam","none","","","","","","","","maintain","0.8924745804265689","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","true","1.674290212444518","huber","","","","","","","","","","100","1","","","","","","","862","0.6673289684750509","0.11067001521587372","-253.57711564965928","64809.5078125","0.6673289684750509","0.11067001521587372","Input Layer: 10 neurons
Hidden Layer 1: 299 neurons
Hidden Layer 2: 299 neurons
Hidden Layer 3: 299 neurons
Output Layer: 1 neuron","299","299","299","","","","","","-84.08081923756971","21603.243050843477","1.40239472622837","74.17686591087971"
"proud-sweep-1","finished","-","","","2024-08-18T00:55:31.000Z","69","1auxin0k","hardelish","65","0.5025703801510901","10000","","","0.04668272069167054","","","","min-max","","","","","","","","","","","nadam","sigmoid","","","","","","","","compress","0.495252182505866","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","false","","mse","","","","","","","","","","100","1","","","","","","","200","0.774999966555174","0.050625015050172806","0.774999966555174","0.050625015050172806","0.774999966555174","0.050625015050172806","Input Layer: 10 neurons
Hidden Layer 1: 171 neurons
Hidden Layer 2: 100 neurons
Hidden Layer 3: 85 neurons
Hidden Layer 4: 69 neurons
Hidden Layer 5: 53 neurons
Hidden Layer 6: 39 neurons
Output Layer: 1 neuron","171","100","85","69","53","39","","","0.774999966555174","0.050625015050172806","1.7028441771965743","0"
"worthy-sweep-3","finished","-","","","2024-08-18T00:37:50.000Z","61","pl6z2sy6","squ","99","0.5205894329474754","10000","","","0.09225161041511082","","","","min-max","","","","","","","","","","","asgd","none","","","","","","","","compress","0.10370577531798136","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","false","1.4263980016872897","huber","","","","","","","","","","100","1","","","","","","","12","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 304 neurons
Hidden Layer 2: 218 neurons
Hidden Layer 3: 171 neurons
Hidden Layer 4: 171 neurons
Output Layer: 1 neuron","304","218","171","171","","","","","NaN","NaN","1.3931032421437983","0"
"dry-sweep-2","finished","-","","","2024-08-18T00:35:53.000Z","113","pl6z2sy6","dsu","69","0.5950346468060789","10000","","","0.06244294180029663","","","","std","","","","","","","","","","","adamw","none","","","","","","","","maintain","0.012143568583940143","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","false","","mae","","","","","","","","","","100","1","","","","","","","298","0.7472480013593389","0.06388357281684875","0.7157423382007642","0.08080241829156876","0.7452164474192711","0.06491465866565704","Input Layer: 10 neurons
Hidden Layer 1: 407 neurons
Hidden Layer 2: 407 neurons
Hidden Layer 3: 407 neurons
Output Layer: 1 neuron","407","407","407","","","","","","0.7360689289931247","0.06986688325802486","1.6682406897441733","0"
"earnest-sweep-1","finished","-","","","2024-08-18T00:35:28.000Z","20","pl6z2sy6","gelu","93","0.468598303181591","10000","","","0.09440777886133518","","","","none","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.10287752228313894","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","false","","mae","","","","","","","","","","100","1","","","","","","","513","0.7521344870426911","0.06143731251358986","-2.5789240981753845","12.808697700500488","0.7521344870426911","0.06143731251358986","Input Layer: 10 neurons
Hidden Layer 1: 504 neurons
Hidden Layer 2: 504 neurons
Hidden Layer 3: 504 neurons
Output Layer: 1 neuron","504","504","504","","","","","","-0.3582183746966674","4.310524108509223","1.3889075485330822","0"
"dazzling-sweep-3","finished","-","","","2024-08-17T23:15:01.000Z","72","yg4dp9zu","relu","72","0.28794252065961334","10000","","","0.04154955979724569","","","","min-max","","","","","","","","","","","adamax","none","","","","","","","","expand","0.7581268866576207","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","true","0.6560868740524378","huber","","","","","","","","","","100","1","","","","","","","233","0.7379582249225185","0.06866589188575745","0.7282648901355715","0.07383996993303299","0.7379582249225185","0.06866589188575745","Input Layer: 10 neurons
Hidden Layer 1: 499 neurons
Hidden Layer 2: 664 neurons
Hidden Layer 3: 884 neurons
Hidden Layer 4: 1024 neurons
Hidden Layer 5: 1024 neurons
Hidden Layer 6: 1024 neurons
Hidden Layer 7: 1024 neurons
Output Layer: 1 neuron","499","664","884","1024","1024","1024","1024","","0.7347271133268695","0.07039058456818263","1.331803238543298","83.16394747707244"
"glorious-sweep-2","finished","-","","","2024-08-17T23:13:40.000Z","76","yg4dp9zu","dsu","84","0.7490798788917967","10000","","","0.049261529415122345","","","","min-max","","","","","","","","","","","nadam","none","","","","","","","","expand","0.4971145031241117","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","true","","mae","","","","","","","","","","100","1","","","","","","","304","0.5824749172915424","0.17432719469070437","0.5703268920534366","0.1846189796924591","0.5819449112839488","0.1747700572013855","Input Layer: 10 neurons
Hidden Layer 1: 66 neurons
Hidden Layer 2: 71 neurons
Hidden Layer 3: 118 neurons
Hidden Layer 4: 181 neurons
Output Layer: 1 neuron","66","71","118","181","","","","","0.5782489068763093","0.17790541052818298","1.079658349414592","79.71070609263079"
"jolly-sweep-1","finished","-","","","2024-08-17T23:08:30.000Z","304","yg4dp9zu","swish","23","0.4524518654255394","10000","","","0.011955153417317071","","","","min-max","","","","","","","","","","","asgd","sigmoid","","","","","","","","compress","0.5640856935780905","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","true","","mse","","","","","","","","","","100","1","","","","","","","10000","0.998380637351592","0.000002622335387059138","0.977635972324901","0.0005001497338525951","0.9983463580223222","0.000002734531790338224","Input Layer: 10 neurons
Hidden Layer 1: 74 neurons
Hidden Layer 2: 51 neurons
Hidden Layer 3: 30 neurons
Output Layer: 1 neuron","74","51","30","","","","","","0.9914543225662716","0.00016850220034333083","1.437446505062466","20.75328244267988"
"clean-sweep-3","finished","-","","","2024-08-17T23:00:45.000Z","106","kz7666xs","leaky_relu","79","0.22788619995927373","10000","","","0.0634717895535463","","","","std","","","","","","","","","","","rmsprop","sigmoid","","","","","","","","maintain","0.2016837257010491","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","true","","mae","","","","","","","","","","100","1","","","","","","","200","0.5256583258432188","0.2250000238418579","0.5256583101360169","0.2250000387430191","0.5256583258432188","0.2250000238418579","Input Layer: 10 neurons
Hidden Layer 1: 53 neurons
Hidden Layer 2: 53 neurons
Hidden Layer 3: 53 neurons
Hidden Layer 4: 53 neurons
Output Layer: 1 neuron","53","53","53","53","","","","","0.5256583206074849","0.22500002880891165","1.114221382048098","73.29949901123074"
"fancy-sweep-2","finished","-","","","2024-08-17T22:58:59.000Z","105","kz7666xs","leaky_relu","61","0.34164491371415195","10000","","","0.010228417936678051","","","","std","","","","","","","","","","","sgd","none","","","","","","","","expand","0.02018469007724908","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","true","1.1527065526826927","huber","","","","","","","","","","100","1","","","","","","","12","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 109 neurons
Hidden Layer 2: 175 neurons
Hidden Layer 3: 281 neurons
Hidden Layer 4: 451 neurons
Hidden Layer 5: 724 neurons
Hidden Layer 6: 1024 neurons
Hidden Layer 7: 1024 neurons
Output Layer: 1 neuron","109","175","281","451","724","1024","1024","","NaN","NaN","1.6070117203257617","42.4215254959871"
"cosmic-sweep-1","finished","-","","","2024-08-17T22:57:06.000Z","111","kz7666xs","swish","1","0.49163625309196934","10000","","","0.015990298565420967","","","","std","","","","","","","","","","","sgd","none","","","","","","","","maintain","0.5097397415742844","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","false","","mae","","","","","","","","","","100","1","","","","","","","331","0.88278081050824","0.013740338385105131","0.8864385108504621","0.012896211817860603","0.8827696719547183","0.013742949813604357","Input Layer: 10 neurons
Hidden Layer 1: 269 neurons
Hidden Layer 2: 269 neurons
Hidden Layer 3: 269 neurons
Hidden Layer 4: 269 neurons
Hidden Layer 5: 269 neurons
Output Layer: 1 neuron","269","269","269","269","269","","","","0.8839963311044734","0.013459833338856695","1.7310333212062887","0"
"elated-sweep-3","finished","-","","","2024-08-16T22:53:38.000Z","68","kg3360tz","swish","56","0.5724328994108472","10000","","","0.03473591059561157","","","","min-max","","","","","","","","","","","adamax","sigmoid","","","","","","","","maintain","0.5070105789911723","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","true","","mae","","","","","","","","","","100","1","","","","","","","200","0.5256583258432188","0.2250000238418579","0.5256583101360169","0.2250000387430191","0.5256583258432188","0.2250000238418579","Input Layer: 10 neurons
Hidden Layer 1: 205 neurons
Hidden Layer 2: 205 neurons
Hidden Layer 3: 274 neurons
Hidden Layer 4: 274 neurons
Output Layer: 1 neuron","205","205","274","274","","","","","0.5256583206074849","0.22500002880891165","1.4831080572170403","39.559291320734594"
"major-sweep-2","finished","-","","","2024-08-16T22:53:23.000Z","11","kg3360tz","mish","38","0.5966003245814446","10000","","","0.014172539037593756","","","","none","","","","","","","","","","","nadam","sigmoid","","","","","","","","maintain","0.43944601683357715","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","false","","mse","","","","","","","","","","100","1","","","","","","","202","0.774999966555174","0.050625015050172806","0.774999966555174","0.050625015050172806","0.774999966555174","0.050625015050172806","Input Layer: 10 neurons
Hidden Layer 1: 388 neurons
Hidden Layer 2: 388 neurons
Hidden Layer 3: 388 neurons
Hidden Layer 4: 388 neurons
Hidden Layer 5: 388 neurons
Hidden Layer 6: 388 neurons
Output Layer: 1 neuron","388","388","388","388","388","388","","","0.774999966555174","0.050625015050172806","1.8032451207801428","0"
"devout-sweep-1","finished","-","","","2024-08-16T22:51:31.000Z","106","kg3360tz","elu","51","0.41358487515201264","10000","","","0.06764988854391818","","","","std","","","","","","","","","","","adadelta","sigmoid","","","","","","","","expand","0.8760264745396809","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","true","0.6648422549987675","huber","","","","","","","","","","100","1","","","","","","","215","0.977435482996824","0.0005091574275866151","0.9689245610473696","0.0009656829060986638","0.9775491923908914","0.0005040387623012066","Input Layer: 10 neurons
Hidden Layer 1: 368 neurons
Hidden Layer 2: 444 neurons
Hidden Layer 3: 519 neurons
Hidden Layer 4: 701 neurons
Output Layer: 1 neuron","368","444","519","701","","","","","0.9746364121450284","0.0006596263653288285","1.2073014031002351","56.971506370446406"
"sunny-sweep-3","finished","-","","","2024-08-16T03:09:49.000Z","276","ep7a83nk","selu","7","0.5975154696519953","10000","","","0.02589833921523484","","","","std","","","","","","","","","","","adamw","none","","","","","","","","expand","0.5198798449929392","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","false","","mse","","","","","","","","","","100","1","","","","","","","7775","0.9999859570904284","1.9720330923789217e-10","0.9998974042553084","1.0525886828816056e-8","0.9999859780295852","1.9661565431317027e-10","Input Layer: 10 neurons
Hidden Layer 1: 32 neurons
Hidden Layer 2: 54 neurons
Output Layer: 1 neuron","32","54","","","","","","","0.9999564464584406","3.639901930789039e-9","1.6999824702305282","0"
"sleek-sweep-2","finished","-","","","2024-08-16T03:09:33.000Z","13","ep7a83nk","gcu","92","0.644991672629438","10000","","","0.0851767381947914","","","","none","","","","","","","","","","","adamw","sigmoid","","","","","","","","compress","0.3634070918576566","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","true","","mse","","","","","","","","","","100","1","","","","","","","200","0.42707414923428666","0.32824403047561646","0.4319037295934123","0.3227333724498749","0.4157575074148926","0.3413392901420593","Input Layer: 10 neurons
Hidden Layer 1: 35 neurons
Hidden Layer 2: 18 neurons
Hidden Layer 3: 18 neurons
Hidden Layer 4: 18 neurons
Hidden Layer 5: 9 neurons
Output Layer: 1 neuron","35","18","18","18","9","","","","0.4249117954141971","0.3307722310225169","1.8856886847696923","71.12373234773142"
"clear-sweep-1","finished","-","","","2024-08-16T03:06:01.000Z","211","ep7a83nk","mish","72","0.32198307289214484","10000","","","0.08149591480527427","","","","std","","","","","","","","","","","asgd","none","","","","","","","","maintain","0.4566448144942391","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","false","0.8223320274718353","huber","","","","","","","","","","100","1","","","","","","","4705","0.9989590548180692","0.0000010835668717845692","0.992638035523275","0.00005419852095656097","0.9989582809351448","0.0000010851786100829486","Input Layer: 10 neurons
Hidden Layer 1: 203 neurons
Hidden Layer 2: 203 neurons
Hidden Layer 3: 203 neurons
Hidden Layer 4: 203 neurons
Output Layer: 1 neuron","203","203","203","203","","","","","0.9968517904254964","0.000018789088812809496","1.368028357108487","0"
"elated-sweep-3","finished","-","","","2024-08-16T02:54:41.000Z","69","31uangqv","elu","32","0.7409871376501103","10000","","","0.052740512577150275","","","","min-max","","","","","","","","","","","rmsprop","none","","","","","","","","expand","0.6910508414407444","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","true","0.6966030872125006","huber","","","","","","","","","","100","1","","","","","","","310","0.7399429865679911","0.06762965023517609","-3090.461304949489","9557133","0.7399429865679911","0.06762965023517609","Input Layer: 10 neurons
Hidden Layer 1: 332 neurons
Hidden Layer 2: 361 neurons
Hidden Layer 3: 201 neurons
Hidden Layer 4: 186 neurons
Output Layer: 1 neuron","332","361","201","186","","","","","-1029.6604729921175","3185711.0450864336","1.0873541977216292","12.533758748692218"
"lively-sweep-2","finished","-","","","2024-08-16T02:52:44.000Z","113","31uangqv","hardelish","34","0.26926557438352294","10000","","","0.08313817828485534","","","","std","","","","","","","","","","","nadam","sigmoid","","","","","","","","maintain","0.07994825773484544","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","false","","mse","","","","","","","","","","100","1","","","","","","","200","0.774999966555174","0.050625015050172806","0.774999966555174","0.050625015050172806","0.774999966555174","0.050625015050172806","Input Layer: 10 neurons
Hidden Layer 1: 120 neurons
Hidden Layer 2: 120 neurons
Hidden Layer 3: 120 neurons
Hidden Layer 4: 120 neurons
Hidden Layer 5: 120 neurons
Output Layer: 1 neuron","120","120","120","120","120","","","","0.774999966555174","0.050625015050172806","1.0328140735172444","0"
"different-sweep-1","finished","-","","","2024-08-16T02:52:23.000Z","15","31uangqv","swish","82","0.4275775207348508","10000","","","0.02878371377466353","","","","none","","","","","","","","","","","adam","sigmoid","","","","","","","","expand","0.776266663910089","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","false","","mae","","","","","","","","","","100","1","","","","","","","202","0.5256583258432188","0.2250000238418579","0.5256583101360169","0.2250000387430191","0.5256583258432188","0.2250000238418579","Input Layer: 10 neurons
Hidden Layer 1: 164 neurons
Hidden Layer 2: 169 neurons
Hidden Layer 3: 325 neurons
Output Layer: 1 neuron","164","169","325","","","","","","0.5256583206074849","0.22500002880891165","1.032281499184491","0"
"warm-sweep-3","finished","-","","","2024-08-15T23:18:31.000Z","265","au9j9u5q","mish","1","0.6761762448319925","10000","","","0.0021737796100304166","","","","none","","","","","","","","","","","adadelta","sigmoid","","","","","","","","expand","0.2283072802665775","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","true","","","","","","","","","","","","100","1","","","","","","","10000","0.906396647748458","0.008761587552726269","0.937976588578115","0.0038469035644084215","0.9065588983620706","0.008731239475309849","Input Layer: 10 neurons
Hidden Layer 1: 328 neurons
Hidden Layer 2: 520 neurons
Hidden Layer 3: 903 neurons
Hidden Layer 4: 1024 neurons
Output Layer: 1 neuron","328","520","903","1024","","","","","0.9169773782295478","0.007113243530814846","1.587976437523516","87.43275552722666"
"upbeat-sweep-2","finished","-","","","2024-08-15T23:16:29.000Z","117","au9j9u5q","selu","13","0.3255601665081784","10000","","","0.015155736819446647","","","","std","","","","","","","","","","","adamax","none","","","","","","","","compress","0.3515640080242299","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","false","","","","","","","","","","","","100","1","","","","","","","500","0.9900803845737006","0.00009839877020567656","0.6142974101242802","0.14876648783683777","0.9899004418417148","0.00010200107499258591","Input Layer: 10 neurons
Hidden Layer 1: 487 neurons
Hidden Layer 2: 352 neurons
Output Layer: 1 neuron","487","352","","","","","","","0.8647594121798985","0.049655629227345344","1.3816918912452856","0"
"worthy-sweep-1","finished","-","","","2024-08-15T23:15:23.000Z","65","au9j9u5q","gcu","21","0.42875764412381384","10000","","","0.002725793705290433","","","","min-max","","","","","","","","","","","sgd","none","","","","","","","","maintain","0.082898347990051","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","false","","","","","","","","","","","","100","1","","","","","","","226","0.7862977005966905","0.04566867277026177","0.7869270388098873","0.04540008679032326","0.7880348144177444","0.04492923989892006","Input Layer: 10 neurons
Hidden Layer 1: 67 neurons
Hidden Layer 2: 67 neurons
Hidden Layer 3: 67 neurons
Output Layer: 1 neuron","67","67","67","","","","","","0.7870865179414407","0.045332666486501694","1.2350276739937125","0"
"misunderstood-sweep-3","finished","-","","","2024-08-15T23:10:37.000Z","68","z7m208f3","selu","5","0.7344953829159027","10000","","","0.07703687321306665","","","","min-max","","","","","","","","","","","sgd","sigmoid","","","","","","","","maintain","0.8106913645672383","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","false","","","","","","","","","","","","100","1","","","","","","","200","0.774999966555174","0.050625015050172806","0.7750027150079501","0.05062377825379371","0.774999966555174","0.050625015050172806","Input Layer: 10 neurons
Hidden Layer 1: 480 neurons
Hidden Layer 2: 480 neurons
Output Layer: 1 neuron","480","480","","","","","","","0.7750008827060993","0.05062460278471311","1.4652923394191977","0"
"breezy-sweep-2","finished","-","","","2024-08-15T23:08:36.000Z","116","z7m208f3","softplus","22","0.37552345582630714","10000","","","0.03125713059813671","","","","std","","","","","","","","","","","asgd","sigmoid","","","","","","","","maintain","0.3619314760001062","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","false","","","","","","","","","","","","100","1","","","","","","","269","0.9951556361660316","0.000023467860955861397","0.933582815201052","0.004411242436617613","0.9951556521242008","0.000023467706341762096","Input Layer: 10 neurons
Hidden Layer 1: 16 neurons
Hidden Layer 2: 16 neurons
Hidden Layer 3: 16 neurons
Hidden Layer 4: 16 neurons
Hidden Layer 5: 16 neurons
Hidden Layer 6: 16 neurons
Hidden Layer 7: 16 neurons
Output Layer: 1 neuron","16","16","16","16","16","16","16","","0.974631367830428","0.001486059334638412","1.4015768062139953","0"
"absurd-sweep-1","finished","-","","","2024-08-15T23:08:15.000Z","15","z7m208f3","squ","85","0.4821358701081671","10000","","","0.029921611778903515","","","","none","","","","","","","","","","","nadam","none","","","","","","","","expand","0.33439606300677893","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","true","","","","","","","","","","","","100","1","","","","","","","200","-1430294060157419.5","2.045741098521599e+30","-2898285955419868","8.400061479384062e+30","-1403773562869631","1.970580215811701e+30","Input Layer: 10 neurons
Hidden Layer 1: 354 neurons
Hidden Layer 2: 489 neurons
Hidden Layer 3: 933 neurons
Hidden Layer 4: 1024 neurons
Output Layer: 1 neuron","354","489","933","1024","","","","","-1910784526148972.8","4.138794264572454e+30","1.38369851072219","40.233472983879345"
"rich-sweep-3","finished","-","","","2024-08-15T22:38:17.000Z","68","yh6a2tbv","gelu","100","0.3451667389381887","10000","","","0.024411412464374973","","","","min-max","","","","","","","","","","","nadam","sigmoid","","","","","","","","compress","0.1290993461944958","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","100","1","","","","","","","200","0.774999966555174","0.050625015050172806","0.774999966555174","0.050625015050172806","0.774999966555174","0.050625015050172806","Input Layer: 10 neurons
Hidden Layer 1: 369 neurons
Hidden Layer 2: 279 neurons
Hidden Layer 3: 279 neurons
Hidden Layer 4: 367 neurons
Hidden Layer 5: 483 neurons
Hidden Layer 6: 636 neurons
Output Layer: 1 neuron","369","279","279","367","483","636","","","0.774999966555174","0.050625015050172806","1.318660577102254","89.64962890677272"
"lunar-sweep-2","finished","-","","","2024-08-15T22:36:56.000Z","78","yh6a2tbv","gelu","28","0.5946945947964544","10000","","","0.08579478056976585","","","","none","","","","","","","","","","","asgd","none","","","","","","","","maintain","0.7923135276917685","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","false","","","","","","","","","","","","100","1","","","","","","","2729","0.9993649007876864","4.033510094814119e-7","0.9897143194219388","0.00010579522495390847","0.9993728812478218","3.932779293336353e-7","Input Layer: 10 neurons
Hidden Layer 1: 336 neurons
Hidden Layer 2: 336 neurons
Hidden Layer 3: 240 neurons
Hidden Layer 4: 352 neurons
Hidden Layer 5: 352 neurons
Hidden Layer 6: 534 neurons
Output Layer: 1 neuron","336","336","240","352","352","534","","","0.9961507004858156","0.000035530617964241173","1.3545402220564495","0"
