"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation_function","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","learning_rate","method","model_type","normalization","normalization_method","parameters.activation_functions","parameters.batch_sizes","parameters.dropouts","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.learning_rates","parameters.normalization_methods","hidden_dim3","hidden_layers","optimizer","output_activation_function","parameters.hidden_dim3s","parameters.hidden_layerss","parameters.optimizers","parameters.output_activation_functions","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_strategy","momentum","nesterov","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.epochs","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","actual_hidden_layers","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_scale_factor_fixed","hidden_layers_max","hidden_layers_min","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.randomize_hidden_dim_strategys","parameters.scaled_layerss","randomize_hidden_dim_strategy","scaled_layers","epoch","test_accuracy","test_loss","train_accuracy","train_loss","val_accuracy","val_loss","model_architecture","hidden_layer_1_neurons","hidden_layer_2_neurons","hidden_layer_3_neurons","hidden_layer_4_neurons","hidden_layer_5_neurons","hidden_layer_6_neurons","hidden_layer_7_neurons"
"noble-sweep-1","finished","-","","","2024-07-31T00:11:07.000Z","459","bprx8wpd","mish","93","0.20481830109202015","10000","","","0.02582887365727301","","","","std","","","","","","","","","","","adamax","none","","","","","","","","compress","0.27078564408435424","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","805","0.9333239908512252","0.00444569019600749","0.8920952811251732","0.0116434283554554","0.9335044801709128","0.004421654157340527","Input Layer: 10 neurons
Hidden Layer 1: 200 neurons
Hidden Layer 2: 189 neurons
Output Layer: 1 neuron","200","189","","","","",""
"ruby-sweep-1","finished","-","","","2024-07-31T02:23:30.000Z","700","hflbsxpa","dsu","2","0.4084716990242666","10000","","","0.09917771948008886","","","","std","","","","","","","","","","","sgd","none","","","","","","","","maintain","0.7030268012879426","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","2780","0.9291006084380226","0.005026723723858595","0.9668367955427783","0.0010997981298714876","0.9290044471047708","0.005040368530899286","Input Layer: 10 neurons
Hidden Layer 1: 164 neurons
Hidden Layer 2: 164 neurons
Hidden Layer 3: 164 neurons
Hidden Layer 4: 164 neurons
Hidden Layer 5: 164 neurons
Hidden Layer 6: 130 neurons
Output Layer: 1 neuron","164","164","164","164","164","130",""
"rural-sweep-18","finished","-","","","2024-07-29T09:11:39.000Z","610","45hzg2jd","dsu","24","0.39690492451364145","5000","","","0.09512139399188312","","","","std","","","","","","","","","","","adamax","none","","","","","","","","compress","0.6241103541602012","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","2248","0.9224863578080738","0.006008364725857973","0.9702879511147442","0.0008828058489598334","0.921067179418184","0.006230390165001154","Input Layer: 10 neurons
Hidden Layer 1: 185 neurons
Hidden Layer 2: 104 neurons
Output Layer: 1 neuron","185","104","","","","",""
"solar-sweep-16","finished","-","","","2024-07-29T19:08:09.000Z","1287","zy9d9bjc","gelu","13","0.41252415942198095","10000","","","0.007306835298695429","","","","std","","","","","","","","","","","sgd","none","","","","","","","","expand","0.29745449814367547","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","10000","0.9170226573768856","0.006885239388793707","0.9054287384314024","0.008943723514676094","0.9166304197140906","0.006950486917048693","Input Layer: 10 neurons
Hidden Layer 1: 283 neurons
Hidden Layer 2: 315 neurons
Hidden Layer 3: 351 neurons
Output Layer: 1 neuron","283","315","351","","","",""
"eternal-sweep-16","finished","-","","","2024-07-29T12:54:45.000Z","546","cxuwpl54","relu","14","0.6907182066771034","5000","","","0.014765158763679356","","","","std","","","","","","","","","","","adam","none","","","","","","","","expand","0.558105480556474","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","1441","0.913059918944144","0.007558577693998814","0.8453396659680404","0.02391981892287731","0.9132851247106611","0.00751946959644556","Input Layer: 10 neurons
Hidden Layer 1: 389 neurons
Hidden Layer 2: 669 neurons
Output Layer: 1 neuron","389","669","","","","",""
"youthful-sweep-11","finished","-","","","2024-07-31T03:28:16.000Z","446","hflbsxpa","elu","85","0.36131709355588304","10000","","","0.08088372912600306","","","","std","","","","","","","","","","","sgd","none","","","","","","","","maintain","0.7013136552302406","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","289","0.9082505622632184","0.008417959325015545","0.920010834189804","0.006398266647011042","0.9090965610399808","0.00826343521475792","Input Layer: 10 neurons
Hidden Layer 1: 384 neurons
Hidden Layer 2: 384 neurons
Hidden Layer 3: 384 neurons
Hidden Layer 4: 384 neurons
Hidden Layer 5: 384 neurons
Hidden Layer 6: 384 neurons
Output Layer: 1 neuron","384","384","384","384","384","384",""
"atomic-sweep-9","finished","-","","","2024-07-29T05:55:49.000Z","490","28r9axv2","softplus","6","0.23591260418355897","5000","","","0.034554413141102566","","","","std","","","","","","","","","","","adadelta","none","","","","","","","","maintain","0.09155005705076666","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","879","0.8992140314556207","0.0101578114554286","0.8712451190739444","0.016577819362282753","0.8998102425745098","0.010037987492978573","Input Layer: 10 neurons
Hidden Layer 1: 512 neurons
Hidden Layer 2: 512 neurons
Output Layer: 1 neuron","512","512","","","","",""
"effortless-sweep-7","finished","-","","","2024-07-30T03:28:03.000Z","476","xxeoz0mu","dsu","90","0.5430257542295591","10000","","","0.09472348752190168","","","","min-max","","","","","","","","","","","adamax","none","","","","","","","","expand","0.5408648002098105","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","2126","0.8944547762671713","0.011139794252812862","0.9616649640003512","0.0014695749850943685","0.8944861455512598","0.01113317348062992","Input Layer: 10 neurons
Hidden Layer 1: 190 neurons
Hidden Layer 2: 375 neurons
Output Layer: 1 neuron","190","375","","","","",""
"comic-sweep-23","finished","-","","","2024-07-29T09:38:38.000Z","1051","45hzg2jd","dsu","26","0.5484619814262517","5000","","","0.03728069131162666","","","","std","","","","","","","","","","","adadelta","none","","","","","","","","maintain","0.7663893190036272","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","5000","0.887197267864083","0.012724456377327442","0.9436713788005446","0.0031729135662317276","0.8882868714846573","0.01247982308268547","Input Layer: 10 neurons
Hidden Layer 1: 355 neurons
Hidden Layer 2: 355 neurons
Hidden Layer 3: 183 neurons
Hidden Layer 4: 183 neurons
Output Layer: 1 neuron","355","355","183","183","","",""
"skilled-sweep-8","finished","-","","","2024-07-31T00:52:08.000Z","465","bprx8wpd","relu","91","0.5988972554201895","10000","","","0.012119142697089372","","","","std","","","","","","","","","","","adamw","none","","","","","","","","compress","0.7762262439140767","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","439","0.8836906713385623","0.013527859933674335","0.8457467647892536","0.02379406057298183","0.8830231374101024","0.01368358638137579","Input Layer: 10 neurons
Hidden Layer 1: 96 neurons
Hidden Layer 2: 51 neurons
Hidden Layer 3: 34 neurons
Hidden Layer 4: 19 neurons
Hidden Layer 5: 11 neurons
Output Layer: 1 neuron","96","51","34","19","11","",""
"stilted-sweep-3","finished","-","","","2024-07-29T17:59:57.000Z","518","zy9d9bjc","elu","99","0.33616851246051876","10000","","","0.01612000157921843","","","","min-max","","","","","","","","","","","adamax","none","","","","","","","","compress","0.4505412039815445","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","3406","0.8744220905289193","0.01576981134712696","0.9318303697996304","0.004647098481655121","0.8741930913736885","0.015827378258109093","Input Layer: 10 neurons
Hidden Layer 1: 213 neurons
Hidden Layer 2: 156 neurons
Output Layer: 1 neuron","213","156","","","","",""
"sweet-sweep-19","finished","-","","","2024-07-29T09:21:52.000Z","444","45hzg2jd","dsu","48","0.4995765636307568","5000","","","0.0769511942684007","","","","std","","","","","","","","","","","nadam","none","","","","","","","","compress","0.2549615000342769","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","311","0.8695833235858478","0.01700850948691368","0.8275039794938617","0.0297548770904541","0.8712629648597592","0.0165732242166996","Input Layer: 10 neurons
Hidden Layer 1: 141 neurons
Hidden Layer 2: 122 neurons
Hidden Layer 3: 70 neurons
Hidden Layer 4: 45 neurons
Output Layer: 1 neuron","141","122","70","45","","",""
"decent-sweep-10","finished","-","","","2024-07-29T08:27:02.000Z","666","45hzg2jd","leaky_relu","67","0.46007724149674895","5000","","","0.07823917408988139","","","","min-max","","","","","","","","","","","nadam","none","","","","","","","","expand","0.41395971172082746","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","5000","0.8608292700785822","0.0193684920668602","0.8355582737285914","0.027041081339120865","0.8613739290799056","0.01921718753874302","Input Layer: 10 neurons
Hidden Layer 1: 423 neurons
Hidden Layer 2: 577 neurons
Output Layer: 1 neuron","423","577","","","","",""
"bumbling-sweep-15","finished","-","","","2024-07-31T03:48:17.000Z","480","hflbsxpa","mish","52","0.3146718517373833","10000","","","0.00582415063129703","","","","std","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.4867651560347993","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","842","0.8442445594833123","0.02425975725054741","0.7791902327141123","0.048756953328847885","0.8443905908377982","0.024214288219809532","Input Layer: 10 neurons
Hidden Layer 1: 362 neurons
Hidden Layer 2: 362 neurons
Output Layer: 1 neuron","362","362","","","","",""
"kind-sweep-40","finished","-","","","2024-07-29T15:18:00.000Z","34","cxuwpl54","swish","23","0.34513128936787607","5000","","","0.023168016895562055","","","","none","","","","","","","","","","","nadam","none","","","","","","","","compress","0.1674298304671337","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","217","0.8432243962026248","0.02457858994603157","0.7329542067343611","0.07131345570087433","0.8438236946803057","0.024391038343310356","Input Layer: 10 neurons
Hidden Layer 1: 354 neurons
Hidden Layer 2: 267 neurons
Output Layer: 1 neuron","354","267","","","","",""
"frosty-sweep-1","finished","-","","","2024-07-29T22:36:32.000Z","256","3wj0g9tl","gelu","64","0.2657535434815345","10000","","","0.05902414923047802","","","","min-max","","","","","","","","","","","nadam","none","","","","","","","","compress","0.48162292814193863","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","208","0.8159388445237827","0.03387850895524025","0.7731862721149236","0.05144446715712547","0.8152047473394561","0.03414928540587425","Input Layer: 10 neurons
Hidden Layer 1: 138 neurons
Hidden Layer 2: 103 neurons
Hidden Layer 3: 137 neurons
Output Layer: 1 neuron","138","103","137","","","",""
"misty-sweep-2","finished","-","","","2024-07-29T22:40:51.000Z","55","3wj0g9tl","swish","44","0.7682254133367512","10000","","","0.003998063429148218","","","","none","","","","","","","","","","","adam","none","","","","","","","","maintain","0.5579241245103689","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","322","0.8051005439425573","0.037985797971487045","0.9243084542545026","0.00572921009734273","0.8042202054661617","0.038329727947711945","Input Layer: 10 neurons
Hidden Layer 1: 487 neurons
Hidden Layer 2: 487 neurons
Hidden Layer 3: 487 neurons
Hidden Layer 4: 487 neurons
Hidden Layer 5: 487 neurons
Hidden Layer 6: 487 neurons
Hidden Layer 7: 487 neurons
Output Layer: 1 neuron","487","487","487","487","487","487","487"
"sparkling-sweep-12","finished","-","","","2024-07-29T06:19:42.000Z","27","28r9axv2","elish","72","0.5060983344245827","5000","","","0.04129043362863282","","","","none","","","","","","","","","","","nadam","none","","","","","","","","compress","0.4501942175330067","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","139","0.8031686426276571","0.038742583245038986","0.8884048860935588","0.012453469447791576","0.8034531971205057","0.0386306457221508","Input Layer: 10 neurons
Hidden Layer 1: 49 neurons
Hidden Layer 2: 25 neurons
Hidden Layer 3: 17 neurons
Output Layer: 1 neuron","49","25","17","","","",""
"glowing-sweep-18","finished","-","","","2024-07-29T04:16:19.000Z","425","dxmnzeyx","dsu","56","0.6717789922138961","500","","","0.08097610145651155","","","","std","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.2148272247264112","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","2","","256","8","","2","1.01","false","5","2","","","","","","","","","","","","","","","","","","","","","true","","65","0.8013544850017749","0.039460040628910065","0.802859903371805","0.038864217698574066","0.8016695491548776","0.039334967732429504","Input Layer: 10 neurons
Hidden Layer 1: 85 neurons
Hidden Layer 2: 85 neurons
Output Layer: 1 neuron","85","85","","","","",""
"unique-sweep-37","finished","-","","","2024-07-29T15:01:50.000Z","468","cxuwpl54","gelu","93","0.5450175157083716","5000","","","0.045737264260800846","","","","std","","","","","","","","","","","nadam","none","","","","","","","","maintain","0.7967324676896568","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","409","0.7958779140004133","0.04166582599282265","0.7880667681948041","0.04491569474339485","0.7942915747833122","0.04231595620512962","Input Layer: 10 neurons
Hidden Layer 1: 217 neurons
Hidden Layer 2: 217 neurons
Hidden Layer 3: 217 neurons
Hidden Layer 4: 217 neurons
Hidden Layer 5: 217 neurons
Hidden Layer 6: 217 neurons
Output Layer: 1 neuron","217","217","217","217","217","217",""
"glamorous-sweep-20","finished","-","","","2024-07-29T09:29:21.000Z","470","45hzg2jd","mish","60","0.472732615263215","5000","","","0.005090708957200259","","","","std","","","","","","","","","","","rmsprop","none","","","","","","","","expand","0.7836089299318478","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","589","0.7924541355460066","0.043075285851955414","0.6233328090273307","0.1418781727552414","0.7925411986409093","0.04303915426135063","Input Layer: 10 neurons
Hidden Layer 1: 224 neurons
Hidden Layer 2: 317 neurons
Hidden Layer 3: 223 neurons
Hidden Layer 4: 316 neurons
Hidden Layer 5: 222 neurons
Output Layer: 1 neuron","224","317","223","316","222","",""
"spring-sweep-2","finished","-","","","2024-07-29T02:59:39.000Z","22","dxmnzeyx","mish","5","0.32605700747375765","500","","","0.022824071208261784","","","","none","","","","","","","","","","","asgd","none","","","","","","","","compress","0.20981920334356627","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","4","","256","8","","2","1.01","false","5","2","","","","","","","","","","","","","","","","","","","","","false","","103","0.7910612637450574","0.0436553955078125","0.7878977472928518","0.04498736560344696","0.7898987285389216","0.04414254426956177","Input Layer: 10 neurons
Hidden Layer 1: 120 neurons
Hidden Layer 2: 79 neurons
Hidden Layer 3: 61 neurons
Hidden Layer 4: 55 neurons
Output Layer: 1 neuron","120","79","61","55","","",""
"good-sweep-12","finished","-","","","2024-07-31T03:35:43.000Z","283","hflbsxpa","dsu","59","0.437651028989009","10000","","","0.007975156580394617","","","","min-max","","","","","","","","","","","sgd","none","","","","","","","","maintain","0.2211992083446751","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","188","0.7901293571701803","0.04404568672180176","0.7868452747859777","0.04543493688106537","0.788889443779233","0.04456766694784165","Input Layer: 10 neurons
Hidden Layer 1: 37 neurons
Hidden Layer 2: 37 neurons
Hidden Layer 3: 73 neurons
Output Layer: 1 neuron","37","37","73","","","",""
"upbeat-sweep-4","finished","-","","","2024-07-31T00:28:15.000Z","465","bprx8wpd","dsu","18","0.7943097693984635","10000","","","0.07462281224761386","","","","std","","","","","","","","","","","sgd","none","","","","","","","","expand","0.6514100098033205","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","319","0.787644297141127","0.045094944536685944","0.7834782498924548","0.04688166826963425","0.7851581573570995","0.04615701735019684","Input Layer: 10 neurons
Hidden Layer 1: 204 neurons
Hidden Layer 2: 227 neurons
Hidden Layer 3: 227 neurons
Hidden Layer 4: 203 neurons
Hidden Layer 5: 181 neurons
Hidden Layer 6: 181 neurons
Output Layer: 1 neuron","204","227","227","203","181","181",""
"clean-sweep-6","finished","-","","","2024-07-29T22:59:14.000Z","41","3wj0g9tl","dsu","55","0.40922964302204345","10000","","","0.005150114165293125","","","","none","","","","","","","","","","","adamax","none","","","","","","","","compress","0.02431531091919551","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","247","0.7871880282886133","0.04528893530368805","0.9039426420861456","0.009227016009390354","0.7872917974365342","0.04524477943778038","Input Layer: 10 neurons
Hidden Layer 1: 192 neurons
Hidden Layer 2: 146 neurons
Hidden Layer 3: 111 neurons
Hidden Layer 4: 84 neurons
Hidden Layer 5: 64 neurons
Hidden Layer 6: 48 neurons
Hidden Layer 7: 36 neurons
Output Layer: 1 neuron","192","146","111","84","64","48","36"
"rosy-sweep-1","finished","-","","","2024-07-29T07:46:48.000Z","416","45hzg2jd","mish","87","0.7356030665045428","5000","","","0.029616151995563455","","","","std","","","","","","","","","","","nadam","none","","","","","","","","maintain","0.22456989979016956","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","277","0.7865687768331557","0.04555288702249527","0.7920677429736374","0.04323582351207733","0.7883486816415318","0.044796280562877655","Input Layer: 10 neurons
Hidden Layer 1: 139 neurons
Hidden Layer 2: 139 neurons
Output Layer: 1 neuron","139","139","","","","",""
"dazzling-sweep-34","finished","-","","","2024-07-29T14:40:12.000Z","150","cxuwpl54","gelu","82","0.7872083390249425","5000","","","0.06275519214939382","","","","none","","","","","","","","","","","nadam","none","","","","","","","","maintain","0.040463882631270966","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","1381","0.7862533839532672","0.04568761587142944","0.7841778405730275","0.04657920449972153","0.7842385816882655","0.04655298963189125","Input Layer: 10 neurons
Hidden Layer 1: 412 neurons
Hidden Layer 2: 412 neurons
Output Layer: 1 neuron","412","412","","","","",""
"sunny-sweep-14","finished","-","","","2024-07-31T01:24:54.000Z","60","bprx8wpd","relu","95","0.5131915618049436","10000","","","0.08600433038913398","","","","none","","","","","","","","","","","asgd","none","","","","","","","","maintain","0.17289836244795156","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","291","0.7861611807490089","0.045727040618658066","0.7837664818429603","0.04675693437457085","0.7857923039478778","0.045884937047958374","Input Layer: 10 neurons
Hidden Layer 1: 498 neurons
Hidden Layer 2: 498 neurons
Hidden Layer 3: 329 neurons
Hidden Layer 4: 572 neurons
Hidden Layer 5: 953 neurons
Hidden Layer 6: 1024 neurons
Output Layer: 1 neuron","498","498","329","572","953","1024",""
"cerulean-sweep-11","finished","-","","","2024-07-29T23:20:21.000Z","29","3wj0g9tl","softplus","8","0.2402702398931757","10000","","","0.04248966827515361","","","","none","","","","","","","","","","","adam","none","","","","","","","","compress","0.5158070125065217","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","174","0.7859890606597923","0.04580068215727806","0.7849786712031379","0.04623417183756828","0.7836891759983107","0.04679037258028984","Input Layer: 10 neurons
Hidden Layer 1: 152 neurons
Hidden Layer 2: 77 neurons
Hidden Layer 3: 39 neurons
Hidden Layer 4: 19 neurons
Hidden Layer 5: 9 neurons
Output Layer: 1 neuron","152","77","39","19","9","",""
"pious-sweep-7","finished","-","","","2024-07-29T12:07:40.000Z","280","cxuwpl54","dsu","2","0.5597132391652921","5000","","","0.06316445443138705","","","","min-max","","","","","","","","","","","rmsprop","none","","","","","","","","compress","0.8424068041471617","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","115","0.7856127473590279","0.045961894094944","0.7848758706388077","0.046278391033411026","0.7858033040503873","0.04588022455573082","Input Layer: 10 neurons
Hidden Layer 1: 323 neurons
Hidden Layer 2: 162 neurons
Hidden Layer 3: 81 neurons
Hidden Layer 4: 40 neurons
Output Layer: 1 neuron","323","162","81","40","","",""
"dark-sweep-11","finished","-","","","2024-07-29T12:32:24.000Z","122","cxuwpl54","swish","49","0.7686721389993294","5000","","","0.05557820201129238","","","","none","","","","","","","","","","","adadelta","none","","","","","","","","maintain","0.5628551920781172","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","1292","0.7852866221564065","0.04610183462500572","0.7749802399411242","0.05063389241695404","0.7835930214904487","0.04683198034763336","Input Layer: 10 neurons
Hidden Layer 1: 79 neurons
Hidden Layer 2: 79 neurons
Hidden Layer 3: 79 neurons
Hidden Layer 4: 79 neurons
Hidden Layer 5: 79 neurons
Hidden Layer 6: 79 neurons
Hidden Layer 7: 79 neurons
Output Layer: 1 neuron","79","79","79","79","79","79","79"
"smart-sweep-20","finished","-","","","2024-07-29T19:46:48.000Z","444","zy9d9bjc","swish","33","0.7239020666298774","10000","","","0.062216154521705966","","","","std","","","","","","","","","","","adam","none","","","","","","","","compress","0.10212441285814494","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","272","0.7851597872938572","0.04615631699562073","-58.8765025418204","3585.195556640625","0.784944629854446","0.04624881222844124","Input Layer: 10 neurons
Hidden Layer 1: 391 neurons
Hidden Layer 2: 302 neurons
Hidden Layer 3: 233 neurons
Hidden Layer 4: 180 neurons
Hidden Layer 5: 139 neurons
Hidden Layer 6: 107 neurons
Output Layer: 1 neuron","391","302","233","180","139","107",""
"lucky-sweep-24","finished","-","","","2024-07-29T13:38:06.000Z","467","cxuwpl54","dsu","20","0.4996755523190117","5000","","","0.028570470263482382","","","","std","","","","","","","","","","","adam","none","","","","","","","","expand","0.6054553136981398","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","170","0.7850762689518759","0.04619221016764641","0.7849886074423126","0.04622989892959595","0.7845575092623713","0.04641546681523323","Input Layer: 10 neurons
Hidden Layer 1: 404 neurons
Hidden Layer 2: 457 neurons
Hidden Layer 3: 457 neurons
Hidden Layer 4: 403 neurons
Hidden Layer 5: 456 neurons
Hidden Layer 6: 456 neurons
Hidden Layer 7: 516 neurons
Output Layer: 1 neuron","404","457","457","403","456","456","516"
"hopeful-sweep-2","finished","-","","","2024-07-29T07:53:47.000Z","25","45hzg2jd","swish","24","0.3930373606375548","5000","","","0.09213190993740812","","","","none","","","","","","","","","","","adam","none","","","","","","","","compress","0.28895532787748357","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","127","0.7850651760667238","0.04619697853922844","0.7599717691256532","0.0576135516166687","0.7851072280631564","0.0461789034307003","Input Layer: 10 neurons
Hidden Layer 1: 87 neurons
Hidden Layer 2: 47 neurons
Hidden Layer 3: 24 neurons
Output Layer: 1 neuron","87","47","24","","","",""
"iconic-sweep-21","finished","-","","","2024-07-30T00:10:39.000Z","427","3wj0g9tl","softplus","83","0.6496125969890012","10000","","","0.005975965090904452","","","","std","","","","","","","","","","","adam","none","","","","","","","","maintain","0.8871143289598035","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","160","0.7850366231871999","0.04620925337076187","0.7860972116219607","0.04575440287590027","0.7848364782211701","0.04629534110426903","Input Layer: 10 neurons
Hidden Layer 1: 327 neurons
Hidden Layer 2: 327 neurons
Hidden Layer 3: 327 neurons
Output Layer: 1 neuron","327","327","327","","","",""
