"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation_function","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","learning_rate","method","model_type","normalization","normalization_method","parameters.activation_functions","parameters.batch_sizes","parameters.dropouts","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.learning_rates","parameters.normalization_methods","hidden_dim3","hidden_layers","optimizer","output_activation_function","parameters.hidden_dim3s","parameters.hidden_layerss","parameters.optimizers","parameters.output_activation_functions","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_strategy","momentum","nesterov","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.epochs","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","actual_hidden_layers","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_scale_factor_fixed","hidden_layers_max","hidden_layers_min","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.randomize_hidden_dim_strategys","parameters.scaled_layerss","randomize_hidden_dim_strategy","scaled_layers","epoch","test_accuracy","test_loss","train_accuracy","train_loss","val_accuracy","val_loss","model_architecture","hidden_layer_1_neurons","hidden_layer_2_neurons","hidden_layer_3_neurons","hidden_layer_4_neurons","hidden_layer_5_neurons","hidden_layer_6_neurons","hidden_layer_7_neurons"
"worthy-sweep-7","finished","-","","","2024-07-29T22:59:56.000Z","47","3wj0g9tl","softplus","6","0.3280734537667739","10000","","","0.07005323133426768","","","","none","","","","","","","","","","","adadelta","none","","","","","","","","maintain","0.4399974968488728","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","338","0.7651406286489733","0.05515892431139946","0.766249232293436","0.05463942140340805","0.7651416675985918","0.05515843629837036","Input Layer: 10 neurons
Hidden Layer 1: 140 neurons
Hidden Layer 2: 140 neurons
Hidden Layer 3: 251 neurons
Hidden Layer 4: 464 neurons
Hidden Layer 5: 481 neurons
Output Layer: 1 neuron","140","140","251","464","481","",""
"lilac-sweep-5","finished","-","","","2024-07-31T00:36:06.000Z","452","bprx8wpd","mish","66","0.4984735388453518","10000","","","0.05599392974015064","","","","std","","","","","","","","","","","adamw","none","","","","","","","","compress","0.8329918034161933","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","218","0.7627427026792625","0.05629102513194084","0.7561826481093018","0.059446901082992554","0.7592529711574911","0.05795913189649582","Input Layer: 10 neurons
Hidden Layer 1: 112 neurons
Hidden Layer 2: 99 neurons
Hidden Layer 3: 87 neurons
Hidden Layer 4: 77 neurons
Hidden Layer 5: 68 neurons
Hidden Layer 6: 60 neurons
Hidden Layer 7: 53 neurons
Output Layer: 1 neuron","112","99","87","77","68","60","53"
"leafy-sweep-11","finished","-","","","2024-07-31T01:11:36.000Z","453","bprx8wpd","softplus","90","0.4551374836583205","10000","","","0.07767082631759833","","","","std","","","","","","","","","","","adadelta","none","","","","","","","","maintain","0.6147881023608149","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","341","0.7592946459196466","0.0579390674829483","0.777188112880378","0.049645137041807175","0.7586016205647883","0.05827317759394646","Input Layer: 10 neurons
Hidden Layer 1: 325 neurons
Hidden Layer 2: 325 neurons
Hidden Layer 3: 325 neurons
Hidden Layer 4: 325 neurons
Output Layer: 1 neuron","325","325","325","325","","",""
"vocal-sweep-16","finished","-","","","2024-07-29T23:44:07.000Z","434","3wj0g9tl","leaky_relu","62","0.6103101999993791","10000","","","0.04747470550636208","","","","std","","","","","","","","","","","sgd","none","","","","","","","","expand","0.7154217175628818","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","167","0.7568683262836329","0.05911301076412201","0.8032223533462319","0.038721442222595215","0.7566442364368244","0.0592220276594162","Input Layer: 10 neurons
Hidden Layer 1: 423 neurons
Hidden Layer 2: 472 neurons
Hidden Layer 3: 411 neurons
Hidden Layer 4: 411 neurons
Hidden Layer 5: 411 neurons
Hidden Layer 6: 254 neurons
Output Layer: 1 neuron","423","472","411","411","411","254",""
"revived-sweep-25","finished","-","","","2024-07-29T13:45:56.000Z","144","cxuwpl54","relu","23","0.3127594144808817","5000","","","0.03929603244034763","","","","none","","","","","","","","","","","adamax","none","","","","","","","","compress","0.35732061804373905","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","1196","0.7562653063420314","0.05940660089254379","0.6489319888094707","0.12324874848127364","0.7561130162773065","0.05948086082935333","Input Layer: 10 neurons
Hidden Layer 1: 259 neurons
Hidden Layer 2: 182 neurons
Hidden Layer 3: 182 neurons
Hidden Layer 4: 258 neurons
Hidden Layer 5: 258 neurons
Hidden Layer 6: 366 neurons
Hidden Layer 7: 366 neurons
Output Layer: 1 neuron","259","182","182","258","258","366","366"
"true-sweep-3","finished","-","","","2024-07-29T05:37:47.000Z","30","28r9axv2","swish","99","0.6293747253027935","5000","","","0.04046662679215738","","","","none","","","","","","","","","","","adam","none","","","","","","","","maintain","0.6969764549291465","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","156","0.7561998605333662","0.05943850800395012","0.6874239179720397","0.09770380705595016","0.7552210264926633","0.059916745871305466","Input Layer: 10 neurons
Hidden Layer 1: 420 neurons
Hidden Layer 2: 420 neurons
Hidden Layer 3: 311 neurons
Hidden Layer 4: 230 neurons
Hidden Layer 5: 170 neurons
Output Layer: 1 neuron","420","420","311","230","170","",""
"ethereal-sweep-20","finished","-","","","2024-07-29T13:30:39.000Z","42","cxuwpl54","leaky_relu","27","0.6622089931417607","5000","","","0.004459079697585993","","","","none","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.1852580954865604","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","270","0.7559158237866236","0.05957708507776261","0.7552508042702335","0.059902168810367584","0.7559037897455938","0.05958295986056328","Input Layer: 10 neurons
Hidden Layer 1: 283 neurons
Hidden Layer 2: 283 neurons
Hidden Layer 3: 283 neurons
Hidden Layer 4: 283 neurons
Hidden Layer 5: 283 neurons
Output Layer: 1 neuron","283","283","283","283","283","",""
"astral-sweep-9","finished","-","","","2024-07-29T08:19:37.000Z","443","45hzg2jd","swish","99","0.2522206625030108","5000","","","0.03677367040598156","","","","std","","","","","","","","","","","adamax","none","","","","","","","","expand","0.7196531369312603","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","301","0.7514236873985555","0.06179018318653107","0.21022564356131768","0.6237435340881348","0.7514081918347504","0.061797887086868286","Input Layer: 10 neurons
Hidden Layer 1: 231 neurons
Hidden Layer 2: 378 neurons
Hidden Layer 3: 415 neurons
Hidden Layer 4: 665 neurons
Output Layer: 1 neuron","231","378","415","665","","",""
"exalted-sweep-3","finished","-","","","2024-07-29T07:54:14.000Z","440","45hzg2jd","selu","28","0.2527081413112062","5000","","","0.0024367554363201424","","","","std","","","","","","","","","","","sgd","none","","","","","","","","expand","0.6536042182709673","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","385","0.7487955793758319","0.06310366094112396","0.8536565441213562","0.02141640707850456","0.748462635608913","0.06327104568481445","Input Layer: 10 neurons
Hidden Layer 1: 237 neurons
Hidden Layer 2: 364 neurons
Hidden Layer 3: 264 neurons
Output Layer: 1 neuron","237","364","264","","","",""
"sandy-sweep-1","finished","-","","","2024-07-29T02:55:33.000Z","243","dxmnzeyx","leaky_relu","41","0.35134294940171146","500","","","0.001690264641740126","","","","min-max","","","","","","","","","","","asgd","none","","","","","","","","compress","0.4544379388623074","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","2","","256","8","","2","1.01","false","5","2","","","","","","","","","","","","","","","","","","","","","false","","38","0.7225202302961011","0.07699502259492874","0.5115574912281062","0.23857608437538147","0.7256582090580502","0.07526341825723648","Input Layer: 10 neurons
Hidden Layer 1: 227 neurons
Hidden Layer 2: 129 neurons
Output Layer: 1 neuron","227","129","","","","",""
"rose-sweep-13","finished","-","","","2024-07-29T08:47:42.000Z","132","45hzg2jd","mish","6","0.7810053070322598","5000","","","0.07634689906102755","","","","none","","","","","","","","","","","adamax","none","","","","","","","","compress","0.6572903865848929","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","1437","0.6807877199639123","0.10189647972583772","0.6079290829258688","0.15371960401535034","0.6832159437710469","0.10035213828086852","Input Layer: 10 neurons
Hidden Layer 1: 363 neurons
Hidden Layer 2: 335 neurons
Output Layer: 1 neuron","363","335","","","","",""
"crisp-sweep-8","finished","-","","","2024-07-29T08:19:05.000Z","30","45hzg2jd","gelu","71","0.42950146003964734","5000","","","0.06165157823131481","","","","none","","","","","","","","","","","adadelta","none","","","","","","","","compress","0.5638984802125899","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","211","0.6781906468013148","0.10356125980615616","0.7822458164532664","0.04741688445210457","0.678066366869496","0.10364126414060593","Input Layer: 10 neurons
Hidden Layer 1: 305 neurons
Hidden Layer 2: 296 neurons
Output Layer: 1 neuron","305","296","","","","",""
"pleasant-sweep-14","finished","-","","","2024-07-31T03:40:49.000Z","443","hflbsxpa","selu","83","0.6148139226010998","10000","","","0.08239337224845102","","","","std","","","","","","","","","","","adadelta","none","","","","","","","","maintain","0.3146154234395204","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","333","0.6778458990541907","0.1037832647562027","0.6878397284841362","0.09744403511285782","0.6734898431190466","0.10660888254642488","Input Layer: 10 neurons
Hidden Layer 1: 25 neurons
Hidden Layer 2: 25 neurons
Hidden Layer 3: 25 neurons
Hidden Layer 4: 25 neurons
Output Layer: 1 neuron","25","25","25","25","","",""
"laced-sweep-38","finished","-","","","2024-07-29T15:09:41.000Z","54","cxuwpl54","dsu","9","0.20504730665899443","5000","","","0.0945926394860584","","","","none","","","","","","","","","","","rmsprop","none","","","","","","","","compress","0.19838786832085645","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","240","0.668655432398739","0.10978922247886658","0.6402865842250852","0.12939374148845673","0.6675107860522023","0.11054907739162444","Input Layer: 10 neurons
Hidden Layer 1: 480 neurons
Hidden Layer 2: 422 neurons
Hidden Layer 3: 249 neurons
Hidden Layer 4: 127 neurons
Output Layer: 1 neuron","480","422","249","127","","",""
"graceful-sweep-15","finished","-","","","2024-07-29T03:57:54.000Z","261","dxmnzeyx","leaky_relu","57","0.6668413582667341","500","","","0.06023597373376919","","","","min-max","","","","","","","","","","","adadelta","none","","","","","","","","maintain","0.7955646762229657","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","2","","256","8","","2","1.01","true","5","2","","","","","","","","","","","","","","","","","","","","","false","","66","0.6530564036622328","0.12036985903978348","-0.1288038161112559","1.274198055267334","0.6522361407570103","0.120939701795578","Input Layer: 10 neurons
Hidden Layer 1: 146 neurons
Hidden Layer 2: 146 neurons
Output Layer: 1 neuron","146","146","","","","",""
"sweepy-sweep-7","finished","-","","","2024-07-29T18:17:10.000Z","432","zy9d9bjc","elu","40","0.5990200390514203","10000","","","0.011274609295583892","","","","std","","","","","","","","","","","adamax","none","","","","","","","","maintain","0.03900269154693423","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","214","0.6272302028814172","0.13895732164382937","0.8219909903403536","0.03168720752000809","0.6260146715739339","0.13986502587795258","Input Layer: 10 neurons
Hidden Layer 1: 146 neurons
Hidden Layer 2: 146 neurons
Hidden Layer 3: 146 neurons
Hidden Layer 4: 146 neurons
Output Layer: 1 neuron","146","146","146","146","","",""
"vague-sweep-10","finished","-","","","2024-07-29T06:04:02.000Z","446","28r9axv2","relu","15","0.7535155608952462","5000","","","0.012706382034698475","","","","std","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.5574711181628037","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","201","0.6142921945949757","0.1487705111503601","0.303956298401028","0.4844768345355987","0.6110068647333328","0.15131565928459167","Input Layer: 10 neurons
Hidden Layer 1: 465 neurons
Hidden Layer 2: 465 neurons
Hidden Layer 3: 465 neurons
Output Layer: 1 neuron","465","465","465","","","",""
"silvery-sweep-13","finished","-","","","2024-07-31T01:20:09.000Z","279","bprx8wpd","softplus","2","0.7488746117070855","10000","","","0.0032725526001146405","","","","min-max","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.7218194436791199","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","5","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","255","0.608209156299587","0.15350006520748138","0.6868612142464319","0.098055899143219","0.608287094610212","0.153439000248909","Input Layer: 10 neurons
Hidden Layer 1: 399 neurons
Hidden Layer 2: 399 neurons
Hidden Layer 3: 497 neurons
Hidden Layer 4: 398 neurons
Hidden Layer 5: 398 neurons
Output Layer: 1 neuron","399","399","497","398","398","",""
"major-sweep-47","finished","-","","","2024-07-29T16:06:38.000Z","461","cxuwpl54","selu","8","0.640044017507903","5000","","","0.002227596784042201","","","","std","","","","","","","","","","","adadelta","none","","","","","","","","expand","0.790166956846866","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","312","0.5416793265068184","0.2100578397512436","-0.6602274082865733","2.756355047225952","0.5408538129623166","0.2108152210712433","Input Layer: 10 neurons
Hidden Layer 1: 403 neurons
Hidden Layer 2: 485 neurons
Output Layer: 1 neuron","403","485","","","","",""
"wandering-sweep-6","finished","-","","","2024-07-31T02:46:28.000Z","424","hflbsxpa","leaky_relu","65","0.4095871973926392","10000","","","0.026943075005217657","","","","std","","","","","","","","","","","adadelta","none","","","","","","","","expand","0.6280404206586788","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","200","0.5222644235122331","0.228231281042099","0.7494754185497634","0.06276256591081619","0.5230850678660476","0.2274478524923325","Input Layer: 10 neurons
Hidden Layer 1: 256 neurons
Hidden Layer 2: 286 neurons
Hidden Layer 3: 485 neurons
Hidden Layer 4: 485 neurons
Output Layer: 1 neuron","256","286","485","485","","",""
"dutiful-sweep-14","finished","-","","","2024-07-29T18:58:57.000Z","514","zy9d9bjc","leaky_relu","5","0.5854312640891364","10000","","","0.08480072266574391","","","","std","","","","","","","","","","","adamw","none","","","","","","","","expand","0.40828628803365574","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","726","0.5067325209472684","0.243312805891037","-1.3482597197489177","5.514323711395264","0.5071104757188531","0.24294008314609528","Input Layer: 10 neurons
Hidden Layer 1: 501 neurons
Hidden Layer 2: 749 neurons
Hidden Layer 3: 1024 neurons
Hidden Layer 4: 1024 neurons
Output Layer: 1 neuron","501","749","1024","1024","","",""
"zesty-sweep-5","finished","-","","","2024-07-29T11:53:06.000Z","434","cxuwpl54","selu","50","0.5876394646261841","5000","","","0.09336198892680322","","","","std","","","","","","","","","","","adam","none","","","","","","","","compress","0.8274234662907243","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","225","0.5050999893887209","0.24492602050304413","-0.5360490760364103","2.3594467639923096","0.5105586443806807","0.239552840590477","Input Layer: 10 neurons
Hidden Layer 1: 86 neurons
Hidden Layer 2: 64 neurons
Hidden Layer 3: 48 neurons
Hidden Layer 4: 45 neurons
Output Layer: 1 neuron","86","64","48","45","","",""
"astral-sweep-19","finished","-","","","2024-07-29T13:23:20.000Z","435","cxuwpl54","mish","87","0.7364913207646968","5000","","","0.030401450175774152","","","","std","","","","","","","","","","","nadam","none","","","","","","","","expand","0.67456322064279","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","205","0.4945936427233557","0.255435585975647","0.17991190755497666","0.6725444793701172","0.4944742485477944","0.25555628538131714","Input Layer: 10 neurons
Hidden Layer 1: 479 neurons
Hidden Layer 2: 911 neurons
Hidden Layer 3: 1024 neurons
Output Layer: 1 neuron","479","911","1024","","","",""
"misunderstood-sweep-12","finished","-","","","2024-07-31T01:19:13.000Z","51","bprx8wpd","selu","70","0.7964520143677347","10000","","","0.08024910854038185","","","","none","","","","","","","","","","","adadelta","none","","","","","","","","compress","0.875170477621955","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","7","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","361","0.4886914506875312","0.26143643260002136","0.5830294505245851","0.1738644391298294","0.4885596530345099","0.2615712285041809","Input Layer: 10 neurons
Hidden Layer 1: 471 neurons
Hidden Layer 2: 282 neurons
Hidden Layer 3: 211 neurons
Hidden Layer 4: 129 neurons
Hidden Layer 5: 70 neurons
Hidden Layer 6: 49 neurons
Hidden Layer 7: 31 neurons
Output Layer: 1 neuron","471","282","211","129","70","49","31"
"swift-sweep-8","finished","-","","","2024-07-29T23:00:47.000Z","290","3wj0g9tl","mish","9","0.515283420201962","10000","","","0.005916492176616132","","","","min-max","","","","","","","","","","","adadelta","none","","","","","","","","compress","0.6092936305616038","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","135","0.4841499241868814","0.26610130071640015","0.19371502382899863","0.6500954627990723","0.4836166929415916","0.2666517198085785","Input Layer: 10 neurons
Hidden Layer 1: 424 neurons
Hidden Layer 2: 403 neurons
Output Layer: 1 neuron","424","403","","","","",""
"curious-sweep-3","finished","-","","","2024-07-29T03:00:06.000Z","448","dxmnzeyx","mish","55","0.5699615202101627","500","","","0.00036242084878984995","","","","std","","","","","","","","","","","adadelta","none","","","","","","","","expand","0.08279761256732172","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","4","","256","8","","2","1.01","true","5","2","","","","","","","","","","","","","","","","","","","","","true","","419","0.4790865419348615","0.27135083079338074","0.3310835127532339","0.447449266910553","0.4815299755179009","0.2688111662864685","Input Layer: 10 neurons
Hidden Layer 1: 254 neurons
Hidden Layer 2: 314 neurons
Hidden Layer 3: 253 neurons
Hidden Layer 4: 204 neurons
Output Layer: 1 neuron","254","314","253","204","","",""
"whole-sweep-5","finished","-","","","2024-07-29T03:15:02.000Z","49","dxmnzeyx","gelu","15","0.46382734908476103","500","","","0.01856707137168481","","","","none","","","","","","","","","","","rmsprop","none","","","","","","","","expand","0.49869776860538095","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","3","","256","8","","2","1.01","false","5","2","","","","","","","","","","","","","","","","","","","","","true","","420","0.4787645970016796","0.2716863453388214","-41.82658014360795","1834.115966796875","0.4836781038281085","0.2665883004665375","Input Layer: 10 neurons
Hidden Layer 1: 252 neurons
Hidden Layer 2: 295 neurons
Hidden Layer 3: 377 neurons
Output Layer: 1 neuron","252","295","377","","","",""
"bumbling-sweep-18","finished","-","","","2024-07-29T23:58:35.000Z","35","3wj0g9tl","gcu","8","0.33166962860129523","10000","","","0.05656960698018395","","","","none","","","","","","","","","","","adamax","none","","","","","","","","maintain","0.3873861550717507","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","242","0.4611757500870667","0.29033157229423523","-0.01579435843808641","1.0318381786346436","0.4630851404245242","0.2882775664329529","Input Layer: 10 neurons
Hidden Layer 1: 107 neurons
Hidden Layer 2: 107 neurons
Hidden Layer 3: 107 neurons
Hidden Layer 4: 107 neurons
Hidden Layer 5: 107 neurons
Hidden Layer 6: 107 neurons
Output Layer: 1 neuron","107","107","107","107","107","107",""
"pious-sweep-26","finished","-","","","2024-07-29T13:48:26.000Z","433","cxuwpl54","selu","61","0.7476634123346204","5000","","","0.0015442632154867378","","","","std","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.29689942768087113","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","284","0.4408802561590187","0.31261488795280457","0.4341808072865947","0.32015135884284973","0.44063053773179395","0.31289419531822205","Input Layer: 10 neurons
Hidden Layer 1: 256 neurons
Hidden Layer 2: 256 neurons
Hidden Layer 3: 256 neurons
Output Layer: 1 neuron","256","256","256","","","",""
"lively-sweep-10","finished","-","","","2024-07-29T18:46:00.000Z","121","zy9d9bjc","hardelish","2","0.37547565502179503","10000","","","0.0730711650568768","","","","none","","","","","","","","","","","adadelta","none","","","","","","","","compress","0.41495267680442055","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","4","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","1021","0.43655699725730335","0.3174680173397064","0.8146038969152404","0.034371715039014816","0.43531318407042097","0.3188712000846863","Input Layer: 10 neurons
Hidden Layer 1: 255 neurons
Hidden Layer 2: 172 neurons
Hidden Layer 3: 116 neurons
Hidden Layer 4: 78 neurons
Output Layer: 1 neuron","255","172","116","78","","",""
"copper-sweep-7","finished","-","","","2024-07-31T00:50:45.000Z","79","bprx8wpd","dsu","79","0.7547431104557467","10000","","","0.012749314934837058","","","","none","","","","","","","","","","","adam","none","","","","","","","","maintain","0.8650470837506621","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","true","","267","0.42466530278563863","0.33101001381874084","0.9540290517556252","0.002113328082486987","0.424951594773071","0.3306806683540344","Input Layer: 10 neurons
Hidden Layer 1: 364 neurons
Hidden Layer 2: 364 neurons
Hidden Layer 3: 592 neurons
Hidden Layer 4: 592 neurons
Hidden Layer 5: 592 neurons
Hidden Layer 6: 592 neurons
Output Layer: 1 neuron","364","364","592","592","592","592",""
"neat-sweep-5","finished","-","","","2024-07-29T18:15:50.000Z","53","zy9d9bjc","swish","98","0.6942551632743419","10000","","","0.014872484839650589","","","","none","","","","","","","","","","","adamw","none","","","","","","","","expand","0.533447506815165","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","6","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","false","","221","0.4130584926325664","0.344500333070755","0.3440799634403965","0.4302310943603515","0.4098361549128885","0.34829336404800415","Input Layer: 10 neurons
Hidden Layer 1: 208 neurons
Hidden Layer 2: 382 neurons
Hidden Layer 3: 702 neurons
Hidden Layer 4: 1024 neurons
Hidden Layer 5: 1024 neurons
Hidden Layer 6: 1024 neurons
Output Layer: 1 neuron","208","382","702","1024","1024","1024",""
"woven-sweep-4","finished","-","","","2024-07-29T08:01:38.000Z","693","45hzg2jd","hardelish","50","0.5448028679691734","5000","","","0.06882892658121942","","","","min-max","","","","","","","","","","","adamax","none","","","","","","","","expand","0.61012929530637","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","2","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","5000","0.412185547145942","0.3455258309841156","0.6579453159969437","0.11700140684843063","0.4145522065931654","0.34274911880493164","Input Layer: 10 neurons
Hidden Layer 1: 238 neurons
Hidden Layer 2: 298 neurons
Output Layer: 1 neuron","238","298","","","","",""
"laced-sweep-22","finished","-","","","2024-07-29T09:37:51.000Z","45","45hzg2jd","hardelish","64","0.33647037124190904","5000","","","0.06661362155348169","","","","none","","","","","","","","","","","adadelta","none","","","","","","","","maintain","0.7288970510083653","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","true","7","2","","","","","","","","","","","","","","","","","","","","","true","","282","0.3722368048759963","0.394086629152298","0.8032698770770045","0.038702741265296936","0.3756858535728737","0.38976815342903137","Input Layer: 10 neurons
Hidden Layer 1: 284 neurons
Hidden Layer 2: 284 neurons
Hidden Layer 3: 204 neurons
Output Layer: 1 neuron","284","284","204","","","",""
"valiant-sweep-4","finished","-","","","2024-07-29T22:46:28.000Z","341","3wj0g9tl","elu","54","0.45473932641461456","10000","","","0.07338925472609859","","","","min-max","","","","","","","","","","","nadam","none","","","","","","","","compress","0.5555042128219372","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","4","3","","512","8","","2","1.01","false","7","2","","","","","","","","","","","","","","","","","","","","","false","","1062","0.3695541650712877","0.3974619507789612","0.6843813113097654","0.0996151566505432","0.37284193684882194","0.3933272361755371","Input Layer: 10 neurons
Hidden Layer 1: 205 neurons
Hidden Layer 2: 108 neurons
Hidden Layer 3: 59 neurons
Output Layer: 1 neuron","205","108","59","","","",""
