"Name","State","Notes","User","Tags","Created","Runtime","Sweep","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","activation_function","actual_hidden_layers","apply_penalty","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","hidden_dim3","hidden_dim_initial","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_scale_factor","hidden_dim_scale_factor_fixed","hidden_dim_strategy","hidden_layer_1_weight_init","hidden_layer_2_neurons","hidden_layer_2_scale_factor","hidden_layer_2_strategy","hidden_layer_2_weight_init","hidden_layer_3_neurons","hidden_layer_3_scale_factor","hidden_layer_3_strategy","hidden_layer_3_weight_init","hidden_layer_4_neurons","hidden_layer_4_scale_factor","hidden_layer_4_strategy","hidden_layer_4_weight_init","hidden_layer_5_neurons","hidden_layer_5_scale_factor","hidden_layer_5_strategy","hidden_layer_5_weight_init","hidden_layer_6_neurons","hidden_layer_6_scale_factor","hidden_layer_6_strategy","hidden_layer_6_weight_init","hidden_layer_7_neurons","hidden_layer_7_scale_factor","hidden_layer_7_strategy","hidden_layer_7_weight_init","hidden_layers","hidden_layers_max","hidden_layers_min","huber_delta","learning_rate","loss_function","method","model_type","momentum","nesterov","normalization","normalization_method","optimizer","output_activation_function","output_layer_weight_init","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.activation_functions","parameters.apply_penaltys","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.batch_sizes","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.dropouts","parameters.epochs","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.hidden_dim3s","parameters.hidden_dim_initial.distribution","parameters.hidden_dim_initial.max","parameters.hidden_dim_initial.min","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_scale_factor.distribution","parameters.hidden_dim_scale_factor.max","parameters.hidden_dim_scale_factor.min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.hidden_layerss","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.learning_rates","parameters.loss_functions","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","parameters.normalization_methods","parameters.optimizers","parameters.output_activation_functions","parameters.penalty_factor.distribution","parameters.penalty_factor.max","parameters.penalty_factor.min","parameters.penalty_factor_max","parameters.penalty_factor_min","parameters.randomize_hidden_dim_strategys","parameters.randomize_row_deletions","parameters.randomize_time_shifts","parameters.row_deletion_range_max","parameters.row_deletion_range_min","parameters.scaled_layerss","parameters.time_shift_range_max","parameters.time_shift_range_min","parameters.weight_init_strategys","penalty_factor","penalty_factor_max","penalty_factor_min","randomize_hidden_dim_strategy","randomize_row_deletion","randomize_time_shift","row_deletion_range_max","row_deletion_range_min","scaled_layers","time_shift_range_max","time_shift_range_min","weight_init_strategy","combined_metric","combined_metric_accuracy","combined_metric_loss","epoch","hidden_layer_11_weight_init","hidden_layer_13_weight_init","hidden_layer_1_neurons","hidden_layer_9_weight_init","model_architecture","test_accuracy","test_loss","train_accuracy","train_loss","train_val_accuracy","train_val_loss","val_accuracy","val_loss"
"summer-sweep-33","finished","-","","","2024-08-23T05:17:50.000Z","138","cnobgnyz","","1024","4","ncu","5","true","28","0.2387197338153415","10000","","","","","","512","8","","2","1.01","","","","1.925092725093514","false","expand","Random","877","","","Random","877","","","Random","519","","","Random","1004","","","Random","","","","","","","","","","7","2","0.5253417765839439","0.09575302519760726","huber","","","0.5198368090425699","true","","min-max","sgd","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.20477327897292","100","1","true","","","","","","","","","","NaN","NaN","12","","","456","","Input Layer: 10 neurons
Hidden Layer 1: 456 neurons
Hidden Layer 2: 877 neurons
Hidden Layer 3: 877 neurons
Hidden Layer 4: 519 neurons
Hidden Layer 5: 1004 neurons
Output Layer: 1 neuron","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"revived-sweep-8","finished","-","","","2024-08-24T05:55:49.000Z","131","w9h53t7f","","1024","4","leaky_relu","","true","21","0.2975519657900726","10000","","","","198","","","","","","","","","","1.3856614347017115","true","maintain","Random","198","1.3856614347017115","maintain","Random","198","1.3856614347017115","maintain","Random","274","1.3856614347017115","expand","Random","379","1.3856614347017115","expand","Random","","","","","","","","","5","","","0.2351885897784483","0.07007851651203668","huber","","","0.7313680078475956","false","","none","asgd","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.724428443879994","","","true","","","","","","","","uniform","","NaN","NaN","12","","","","","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"deep-sweep-136","finished","-","","","2024-08-25T00:52:11.000Z","130","gi6zas44","","1024","4","ncu","","true","40","0.5862499424956662","10000","","","","101","","","","","","","","","","1.688320014286528","false","maintain","Default (PyTorch)","101","1.688320014286528","maintain","Default (PyTorch)","83","1.2117945097743574","compress","Default (PyTorch)","","","","","","","","","","","","","","","","","3","","","","0.07964693199882306","mae","","","0.35124671172914806","false","","none","rmsprop","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1140327089159565","","","true","","","","","","","","uniform","","NaN","NaN","12","","","","","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"serene-sweep-47","finished","-","","","2024-08-22T21:47:15.000Z","129","88sdi8nj","","1024","4","squ","2","false","43","0.39301894735366383","10000","","","","","","512","8","","2","1.01","","","","1.3923455483989384","true","expand","Default (PyTorch)","62","","","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","7","2","1.02616590867834","0.05563049773625962","huber","","","0.8497624670680914","true","","std","asgd","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","false","","","","","","","","","","NaN","NaN","12","","","45","","Input Layer: 10 neurons
Hidden Layer 1: 45 neurons
Hidden Layer 2: 62 neurons
Output Layer: 1 neuron","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"wise-sweep-2","finished","-","","","2024-08-23T03:16:52.000Z","134","cnobgnyz","","1024","4","mish","3","true","31","0.28508725687889186","10000","","","","","","512","8","","2","1.01","","","","1.1279873902622013","false","expand","Random","397","","","Random","397","","","Random","","","","","","","","","","","","","","","","","","7","2","","0.06738666640453259","mse","","","0.886053197057128","true","","std","asgd","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5050462173470445","100","1","true","","","","","","","","","","NaN","NaN","12","","","352","","Input Layer: 10 neurons
Hidden Layer 1: 352 neurons
Hidden Layer 2: 397 neurons
Hidden Layer 3: 397 neurons
Output Layer: 1 neuron","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"pleasant-sweep-24","finished","-","","","2024-08-23T20:48:09.000Z","313","b6xzs45u","","1024","4","squ","5","true","47","0.393927407106924","10000","","","","","","512","8","","2","1.01","","","","1.265582130254679","false","compress","Random","141","","","Default (PyTorch)","141","","","Default (PyTorch)","78","","","Default (PyTorch)","108","","","Random","","","","","","","","","","7","2","1.1594089492294266","0.08134219265785092","huber","","","0.4922703528912137","true","","std","asgd","sigmoid","Xavier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.841110253460148","100","1","true","","","","","","","","","","NaN","NaN","35","","","179","","Input Layer: 10 neurons
Hidden Layer 1: 179 neurons
Hidden Layer 2: 141 neurons
Hidden Layer 3: 141 neurons
Hidden Layer 4: 78 neurons
Hidden Layer 5: 108 neurons
Output Layer: 1 neuron","NaN","NaN","0.6019507785375873","0.15844318270683289","0.5737208961270297","0.18251080065965652","0.5454910137164721","0.20657841861248016"
"northern-sweep-5","finished","-","","","2024-08-24T01:55:24.000Z","159","4eanx08t","","1024","4","elish","7","true","35","0.4643890749098019","10000","","","","59","","","","","","","","","","1.9845101409453147","true","compress","Random","29","1.9845101409453147","compress","Random","14","1.9845101409453147","compress","Random","7","1.9845101409453147","compress","Random","4","1.9845101409453147","compress","Random","4","1.9845101409453147","compress","Random","4","1.9845101409453147","compress","Random","7","","","","0.04039328952027137","mse","","","0.5562668190177954","true","","none","adam","sigmoid","Xavier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4953310831246824","","","false","","","","","","","","uniform","","NaN","NaN","15","","","59","","","NaN","NaN","0.7377240859280956","0.06878865510225296","NaN","NaN","NaN","NaN"
"giddy-sweep-13","finished","-","","","2024-08-23T13:48:34.000Z","143","sqmz01i2","","1024","4","squ","6","true","45","0.5824960374353173","10000","","","","","","512","8","","2","1.01","","","","1.7492569524052335","true","maintain","Random","345","","","Random","603","","","Random","1024","","","Default (PyTorch)","1024","","","Random","1024","","","Random","","","","","","7","2","","0.01936798569341616","mae","","","0.09336687012401589","false","","min-max","adam","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.277126609261664","100","1","true","","","","","","","","","","NaN","NaN","12","","","345","","Input Layer: 10 neurons
Hidden Layer 1: 345 neurons
Hidden Layer 2: 345 neurons
Hidden Layer 3: 603 neurons
Hidden Layer 4: 1024 neurons
Hidden Layer 5: 1024 neurons
Hidden Layer 6: 1024 neurons
Output Layer: 1 neuron","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"dandy-sweep-55","finished","-","","","2024-08-23T06:22:36.000Z","131","cnobgnyz","","1024","4","elu","4","true","31","0.2946039009583809","10000","","","","","","512","8","","2","1.01","","","","1.645548908882676","true","maintain","He","17","","","Default (PyTorch)","27","","","He","27","","","Default (PyTorch)","","","","","","","","","","","","","","7","2","","0.04179872478678819","mae","","","0.30350017533070844","false","","std","sgd","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.31842695200857","100","1","true","","","","","","","","","","NaN","NaN","12","","","17","","Input Layer: 10 neurons
Hidden Layer 1: 17 neurons
Hidden Layer 2: 17 neurons
Hidden Layer 3: 27 neurons
Hidden Layer 4: 27 neurons
Output Layer: 1 neuron","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"comic-sweep-81","finished","-","","","2024-08-23T07:44:09.000Z","139","cnobgnyz","","1024","4","squ","6","false","16","0.4549750112075556","10000","","","","","","512","8","","2","1.01","","","","1.837879582784283","true","expand","Random","246","","","Default (PyTorch)","452","","","Default (PyTorch)","830","","","Default (PyTorch)","1024","","","Default (PyTorch)","1024","","","Random","","","","","","7","2","1.947305489309791","0.06592977291733963","huber","","","0.1095772619562876","false","","std","nadam","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","false","","","","","","","","","","NaN","NaN","12","","","134","","Input Layer: 10 neurons
Hidden Layer 1: 134 neurons
Hidden Layer 2: 246 neurons
Hidden Layer 3: 452 neurons
Hidden Layer 4: 830 neurons
Hidden Layer 5: 1024 neurons
Hidden Layer 6: 1024 neurons
Output Layer: 1 neuron","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"twilight-sweep-75","finished","-","","","2024-08-24T21:28:54.000Z","137","gi6zas44","","1024","4","squ","","true","35","0.32780582645187045","10000","","","","151","","","","","","","","","","1.4404419685679823","true","expand","Random","217","1.4404419685679823","expand","Random","312","1.4404419685679823","expand","Random","449","1.4404419685679823","expand","Random","646","1.4404419685679823","expand","Random","930","1.4404419685679823","expand","Random","","","","","6","","","","0.09492647086479652","mse","","","0.20811029947987836","false","","none","rmsprop","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.946424157065082","","","false","","","","","","","","uniform","","NaN","NaN","12","","","","","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"smooth-sweep-21","finished","-","","","2024-08-23T01:04:34.000Z","134","i8k2uob8","","1024","4","selu","2","true","38","0.4074696041583163","10000","","","","","","512","8","","2","1.01","","","","1.3493304077650143","false","maintain","Random","233","","","Random","","","","","","","","","","","","","","","","","","","","","","7","2","","0.026512184291952203","mae","","","0.2114354453600523","true","","none","sgd","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.190480724214336","100","1","false","","","","","","","","","","NaN","NaN","12","","","233","","Input Layer: 10 neurons
Hidden Layer 1: 233 neurons
Hidden Layer 2: 233 neurons
Output Layer: 1 neuron","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"colorful-sweep-51","finished","-","","","2024-08-25T16:34:08.000Z","137","3vqhfez0","","1024","4","mish","","true","42","0.3245616822524179","10000","","","","100","","","","","","","","","","1.1416721272428645","false","compress","Random","87","1.1416721272428645","compress","Random","83","1.0422651405885477","compress","Random","","","","","","","","","","","","","","","","","3","","","","0.07032607836637553","mse","","","0.6137904645713594","true","","std","sgd","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.958646490499449","","","true","","","","","","","","uniform","","NaN","NaN","12","","","","","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"tough-sweep-84","finished","-","","","2024-08-24T21:58:10.000Z","137","gi6zas44","","1024","4","squ","","true","14","0.3756350521310776","10000","","","","432","","","","","","","","","","1.2248067379811334","false","maintain","Default (PyTorch)","432","1.2248067379811334","maintain","Default (PyTorch)","432","1.2248067379811334","maintain","Default (PyTorch)","432","1.2248067379811334","maintain","Default (PyTorch)","432","1.2248067379811334","maintain","Default (PyTorch)","432","1.2248067379811334","maintain","Default (PyTorch)","432","1.2248067379811334","maintain","Default (PyTorch)","7","","","","0.0500392265052959","mse","","","0.1549107124144582","false","","none","nadam","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.267636288750911","","","false","","","","","","","","uniform","","NaN","NaN","12","","","","","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"likely-sweep-37","finished","-","","","2024-08-23T02:08:03.000Z","130","i8k2uob8","","1024","4","gcu","5","true","25","0.595499484206475","10000","","","","","","512","8","","2","1.01","","","","1.188521334081581","true","maintain","Default (PyTorch)","245","","","Default (PyTorch)","245","","","Default (PyTorch)","291","","","Default (PyTorch)","291","","","Default (PyTorch)","","","","","","","","","","7","2","0.6232197597075834","0.032966729989225035","huber","","","0.7766218000011553","false","","none","sgd","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.163554899973995","100","1","true","","","","","","","","","","NaN","NaN","12","","","245","","Input Layer: 10 neurons
Hidden Layer 1: 245 neurons
Hidden Layer 2: 245 neurons
Hidden Layer 3: 245 neurons
Hidden Layer 4: 291 neurons
Hidden Layer 5: 291 neurons
Output Layer: 1 neuron","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"vital-sweep-13","finished","-","","","2024-08-23T20:04:36.000Z","145","b6xzs45u","","1024","4","squ","7","true","19","0.7691295172365158","10000","","","","","","512","8","","2","1.01","","","","1.3048356526974063","false","compress","Random","333","","","Random","448","","","Default (PyTorch)","646","","","Random","765","","","Random","1024","","","Random","1024","","","Random","","7","2","1.235478588980388","0.03332654338012454","huber","","","0.12169098514915332","false","","none","asgd","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.819939230390458","100","1","true","","","","","","","","","","NaN","NaN","12","","","435","","Input Layer: 10 neurons
Hidden Layer 1: 435 neurons
Hidden Layer 2: 333 neurons
Hidden Layer 3: 448 neurons
Hidden Layer 4: 646 neurons
Hidden Layer 5: 765 neurons
Hidden Layer 6: 1024 neurons
Hidden Layer 7: 1024 neurons
Output Layer: 1 neuron","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"toasty-sweep-72","finished","-","","","2024-08-26T01:43:17.000Z","129","02pkstq1","","1024","4","selu","","false","37","0.206514693712478","10000","","","","198","","","","","","","","","","1.5527041517710545","true","maintain","Default (PyTorch)","198","1.5527041517710545","maintain","Default (PyTorch)","198","1.5527041517710545","maintain","Default (PyTorch)","198","1.5527041517710545","maintain","Default (PyTorch)","","","","","","","","","","","","","4","","","1.603301421362612","0.07743278322611993","huber","","","0.11396503309604052","false","","none","asgd","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2092342379062577","","","false","","","","","","","","uniform","","NaN","NaN","12","","","","","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"jolly-sweep-48","finished","-","","","2024-08-23T19:06:16.000Z","130","ey2ul0w6","","1024","4","gcu","3","false","21","0.21656231679937848","10000","","","","","","512","8","","2","1.01","","","","1.368400164190184","false","compress","Random","220","","","Random","251","","","Random","","","","","","","","","","","","","","","","","","7","2","","0.06893613060904129","mse","","","0.1312654398661831","false","","min-max","asgd","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","true","","","","","","","","","","NaN","NaN","12","","","302","","Input Layer: 10 neurons
Hidden Layer 1: 302 neurons
Hidden Layer 2: 220 neurons
Hidden Layer 3: 251 neurons
Output Layer: 1 neuron","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"hearty-sweep-113","finished","-","","","2024-08-25T20:01:08.000Z","149","3vqhfez0","","1024","4","gcu","","true","18","0.3916080008305492","10000","","","","222","","","","","","","","","","1.8293666021665536","false","expand","Default (PyTorch)","406","1.8293666021665536","expand","Random","715","1.761803431635204","expand","Default (PyTorch)","1024","1.7534073487620605","expand","Random","1024","1.271123526435362","expand","Random","1024","1.9199976107973868","expand","Default (PyTorch)","1024","1.4610854055107625","expand","Default (PyTorch)","7","","","0.3662832754168489","0.06867480333167324","huber","","","0.01357640980690882","false","","min-max","rmsprop","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.266367303006565","","","false","","","","","","","","individual","","NaN","NaN","12","","","","","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"good-sweep-2","finished","-","","","2024-08-22T17:39:53.000Z","142","tqd1sonl","","1024","4","ncu","6","false","38","0.44570550529659464","10000","","","","","","512","8","","2","1.01","","","","1.22639389678031","false","expand","Random","316","","","Default (PyTorch)","575","","","Random","765","","","Random","944","","","Random","1024","","","Default (PyTorch)","","","","","","7","2","","0.06792254220248545","mse","","","0.22989640703360545","false","","min-max","asgd","sigmoid","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","false","","","","","","","","","","NaN","NaN","12","","","258","","Input Layer: 10 neurons
Hidden Layer 1: 258 neurons
Hidden Layer 2: 316 neurons
Hidden Layer 3: 575 neurons
Hidden Layer 4: 765 neurons
Hidden Layer 5: 944 neurons
Hidden Layer 6: 1024 neurons
Output Layer: 1 neuron","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"atomic-sweep-112","finished","-","","","2024-08-25T19:58:51.000Z","131","3vqhfez0","","1024","4","squ","","false","44","0.253036003609206","10000","","","","195","","","","","","","","","","1.2444495353904252","true","compress","Default (PyTorch)","156","1.2444495353904252","compress","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","2","","","","0.07574007640659364","mse","","","0.1727627478789189","false","","min-max","asgd","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.348581398371285","","","false","","","","","","","","uniform","","NaN","NaN","12","","","","","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"stilted-sweep-49","finished","-","","","2024-08-23T06:02:44.000Z","132","cnobgnyz","","1024","4","ncu","7","false","41","0.5882703155346238","10000","","","","","","512","8","","2","1.01","","","","1.8042899012917384","false","expand","Random","70","","","Random","76","","","Random","76","","","Random","76","","","Random","52","","","Random","83","","","Random","","7","2","","0.08112208458391043","mse","","","0.31716888217320327","true","","std","nadam","sigmoid","Xavier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","true","","","","","","","","","","NaN","NaN","12","","","39","","Input Layer: 10 neurons
Hidden Layer 1: 39 neurons
Hidden Layer 2: 70 neurons
Hidden Layer 3: 76 neurons
Hidden Layer 4: 76 neurons
Hidden Layer 5: 76 neurons
Hidden Layer 6: 52 neurons
Hidden Layer 7: 83 neurons
Output Layer: 1 neuron","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"woven-sweep-6","finished","-","","","2024-08-24T00:30:11.000Z","136","yr1w0pvc","","1024","4","elish","6","false","34","0.4360550233080721","10000","","","","275","","","","","","","","","","1.5086678195363146","true","maintain","Random","275","1.5086678195363146","maintain","Random","275","1.5086678195363146","maintain","Random","275","1.5086678195363146","maintain","Random","275","1.5086678195363146","maintain","Random","275","1.5086678195363146","maintain","Random","","","","","6","","","","0.05636940807973736","mae","","","0.8243542279186368","true","","none","rmsprop","sigmoid","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3470878110257238","","","false","","","","","","","","","","NaN","NaN","12","","","275","","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"driven-sweep-6","finished","-","","","2024-08-23T23:39:44.000Z","130","qtjyrxun","","1024","4","leaky_relu","4","true","30","0.7120670413377217","10000","","","","80","","","","","2","1.01","","","","1.486966975138199","false","compress","Default (PyTorch)","53","","","Default (PyTorch)","27","","","Default (PyTorch)","18","","","Default (PyTorch)","","","","","","","","","","","","","4","","","","0.005070885926607335","mse","","","0.06573164215735945","true","","min-max","sgd","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.7039098242716","100","1","false","","","","","","","","","","NaN","NaN","12","","","80","","Input Layer: 10 neurons
Hidden Layer 1: 80 neurons
Hidden Layer 2: 53 neurons
Hidden Layer 3: 27 neurons
Hidden Layer 4: 18 neurons
Output Layer: 1 neuron","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"faithful-sweep-56","finished","-","","","2024-08-24T20:28:50.000Z","131","gi6zas44","","1024","4","gelu","","true","22","0.7941688530562692","10000","","","","316","","","","","","","","","","1.6916917002454177","false","compress","Default (PyTorch)","186","1.6916917002454177","compress","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","2","","","0.5040272131754802","0.023537952640110243","huber","","","0.7340340623218792","false","","min-max","sgd","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.906132327156521","","","false","","","","","","","","individual","","NaN","NaN","12","","","","","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"lyric-sweep-40","finished","-","","","2024-08-23T05:38:40.000Z","128","cnobgnyz","","1024","4","elu","7","true","33","0.23072457462751164","10000","","","","","","512","8","","2","1.01","","","","1.6269358963264708","true","compress","Default (PyTorch)","256","","","Default (PyTorch)","157","","","Default (PyTorch)","255","","","Default (PyTorch)","255","","","Default (PyTorch)","156","","","Default (PyTorch)","253","","","Default (PyTorch)","","7","2","","0.03716992109598721","mse","","","0.22441606092625185","false","","none","asgd","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.42090785145771","100","1","true","","","","","","","","","","NaN","NaN","12","","","418","","Input Layer: 10 neurons
Hidden Layer 1: 418 neurons
Hidden Layer 2: 256 neurons
Hidden Layer 3: 157 neurons
Hidden Layer 4: 255 neurons
Hidden Layer 5: 255 neurons
Hidden Layer 6: 156 neurons
Hidden Layer 7: 253 neurons
Output Layer: 1 neuron","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"lyric-sweep-32","finished","-","","","2024-08-24T18:53:21.000Z","133","gi6zas44","","1024","4","elish","","false","22","0.2218860595423842","10000","","","","394","","","","","","","","","","1.4098306393970232","true","compress","Random","279","1.4098306393970232","compress","Random","197","1.4098306393970232","compress","Random","139","1.4098306393970232","compress","Random","98","1.4098306393970232","compress","Random","69","1.4098306393970232","compress","Random","48","1.4098306393970232","compress","Random","7","","","","0.06694467827705002","mse","","","0.8435272013944488","false","","min-max","adamw","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.28342902676716","","","false","","","","","","","","uniform","","NaN","NaN","12","","","","","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
