"Name","State","Notes","User","Tags","Created","Runtime","Sweep","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","activation_function","actual_hidden_layers","apply_penalty","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","hidden_dim3","hidden_dim_initial","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_scale_factor","hidden_dim_scale_factor_fixed","hidden_dim_strategy","hidden_layer_1_weight_init","hidden_layer_2_neurons","hidden_layer_2_scale_factor","hidden_layer_2_strategy","hidden_layer_2_weight_init","hidden_layer_3_neurons","hidden_layer_3_scale_factor","hidden_layer_3_strategy","hidden_layer_3_weight_init","hidden_layer_4_neurons","hidden_layer_4_scale_factor","hidden_layer_4_strategy","hidden_layer_4_weight_init","hidden_layer_5_neurons","hidden_layer_5_scale_factor","hidden_layer_5_strategy","hidden_layer_5_weight_init","hidden_layer_6_neurons","hidden_layer_6_scale_factor","hidden_layer_6_strategy","hidden_layer_6_weight_init","hidden_layer_7_neurons","hidden_layer_7_scale_factor","hidden_layer_7_strategy","hidden_layer_7_weight_init","hidden_layers","hidden_layers_max","hidden_layers_min","huber_delta","learning_rate","loss_function","method","model_type","momentum","nesterov","normalization","normalization_method","optimizer","output_activation_function","output_layer_weight_init","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.activation_functions","parameters.apply_penaltys","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.batch_sizes","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.dropouts","parameters.epochs","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.hidden_dim3s","parameters.hidden_dim_initial.distribution","parameters.hidden_dim_initial.max","parameters.hidden_dim_initial.min","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_scale_factor.distribution","parameters.hidden_dim_scale_factor.max","parameters.hidden_dim_scale_factor.min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.hidden_layerss","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.learning_rates","parameters.loss_functions","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","parameters.normalization_methods","parameters.optimizers","parameters.output_activation_functions","parameters.penalty_factor.distribution","parameters.penalty_factor.max","parameters.penalty_factor.min","parameters.penalty_factor_max","parameters.penalty_factor_min","parameters.randomize_hidden_dim_strategys","parameters.randomize_row_deletions","parameters.randomize_time_shifts","parameters.row_deletion_range_max","parameters.row_deletion_range_min","parameters.scaled_layerss","parameters.time_shift_range_max","parameters.time_shift_range_min","parameters.weight_init_strategys","penalty_factor","penalty_factor_max","penalty_factor_min","randomize_hidden_dim_strategy","randomize_row_deletion","randomize_time_shift","row_deletion_range_max","row_deletion_range_min","scaled_layers","time_shift_range_max","time_shift_range_min","weight_init_strategy","combined_metric","combined_metric_accuracy","combined_metric_loss","epoch","hidden_layer_11_weight_init","hidden_layer_13_weight_init","hidden_layer_1_neurons","hidden_layer_9_weight_init","model_architecture","test_accuracy","test_loss","train_accuracy","train_loss","train_val_accuracy","train_val_loss","val_accuracy","val_loss"
"honest-sweep-109","finished","-","","","2024-08-25T19:49:54.000Z","174","3vqhfez0","","1024","4","squ","","true","16","0.5522949509049079","10000","","","","42","","","","","","","","","","1.7997475811939263","false","compress","Random","23","1.7997475811939263","compress","Random","14","1.603112337460625","compress","Random","","","","","","","","","","","","","","","","","3","","","1.4873993236127228","0.09802495969850324","huber","","","0.758736276420871","true","","min-max","adam","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.769056138866272","","","false","","","","","","","","uniform","","-Infinity","Infinity","17","","","","","","-Infinity","Infinity","-24123644.991927724","581950295943850.6","-12062699.996106232","290975149513693.8","-1755.000284738018","3083537"
"crisp-sweep-5","finished","-","","","2024-08-23T23:02:31.000Z","180","3sxs2te7","","1024","4","gelu","6","false","33","0.6138627527754428","10000","","","","","","512","8","","2","1.01","","","","1.4563942668238536","false","expand","Random","616","","","Random","1019","","","Random","1024","","","Random","1024","","","Random","1024","","","Random","","","","","","7","2","","0.08290828318224917","mse","","","0.4708499134699194","false","","none","rmsprop","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","false","","","","","","","","","","-Infinity","Infinity","17","","","423","","Input Layer: 10 neurons
Hidden Layer 1: 423 neurons
Hidden Layer 2: 616 neurons
Hidden Layer 3: 1019 neurons
Hidden Layer 4: 1024 neurons
Hidden Layer 5: 1024 neurons
Hidden Layer 6: 1024 neurons
Output Layer: 1 neuron","-Infinity","Infinity","-1815867295840431.5","3.2973740361028444e+30","-1763554838558276","3.1128622617892077e+30","-1711242381276120.5","2.928350487475571e+30"
"confused-sweep-52","finished","-","","","2024-08-23T06:11:29.000Z","170","cnobgnyz","","1024","4","squ","2","true","37","0.2131616830255566","10000","","","","","","512","8","","2","1.01","","","","1.68168967962547","true","expand","Default (PyTorch)","341","","","Random","","","","","","","","","","","","","","","","","","","","","","7","2","","0.04428088900053116","mse","","","0.3213656961814481","true","","std","nadam","none","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.89956551594549","100","1","true","","","","","","","","","","-Infinity","Infinity","17","","","203","","Input Layer: 10 neurons
Hidden Layer 1: 203 neurons
Hidden Layer 2: 341 neurons
Output Layer: 1 neuron","-Infinity","Infinity","-559947.40265153","313542213632","-282666.4625459217","156785614128","-5385.522440313416","29014624"
"helpful-sweep-84","finished","-","","","2024-08-26T02:24:14.000Z","172","02pkstq1","","1024","4","squ","","false","11","0.692438881590705","10000","","","","232","","","","","","","","","","1.200080717176562","false","expand","Default (PyTorch)","278","1.200080717176562","expand","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","2","","","","0.05320453594172151","mse","","","0.024840868773573044","true","","std","adadelta","none","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.759623277536061","","","false","","","","","","","","individual","","-Infinity","Infinity","17","","","","","","-Infinity","Infinity","-4053.4709889207497","16438735","-2367.4246144876697","8452187.53125","-681.3782400545903","465640.0625"
"smooth-sweep-24","finished","-","","","2024-08-25T05:01:21.000Z","561","uvrgdrnd","","1024","4","mish","","false","36","0.2303616918372008","10000","","","","51","","","","","","","","","","1.9649207570944425","false","compress","Default (PyTorch)","25","1.9649207570944425","compress","Default (PyTorch)","20","1.2040557444394642","compress","Default (PyTorch)","12","1.5696346505982022","compress","Default (PyTorch)","8","1.472867597730907","compress","Default (PyTorch)","6","1.2616225368181817","compress","Default (PyTorch)","","","","","6","","","0.8793463831969154","0.05397158436028622","huber","","","0.19524183952431756","true","","none","adamax","sigmoid","LeCun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.72809146774789","","","false","","","","","","","","uniform","","0.9701208118311274","0.001279604235757385","68","","","","","","0.9929349370680696","0.00004991511423213524","0.9449335354100852","0.0030323155224323273","0.9587137492126564","0.0018944487965200096","0.9724939630152272","0.000756582070607692"
"graceful-sweep-72","finished","-","","","2024-08-25T08:07:20.000Z","639","uvrgdrnd","","1024","4","elu","","true","41","0.33576540213940614","10000","","","","138","","","","","","","","","","1.2887765547083048","true","maintain","Default (PyTorch)","138","1.2887765547083048","maintain","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","2","","","1.089814244829029","0.02209449368035948","huber","","","0.09078135408825662","true","","std","adamw","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.280698525401185","","","false","","","","","","","","uniform","","0.9712494308245976","0.001001693470243481","77","","","","","","0.989766617311454","0.0001047221212502336","0.9596493173572382","0.0016281775897368789","0.9619908375811697","0.001450179144740105","0.9643323578051012","0.0012721806997433305"
"balmy-sweep-81","finished","-","","","2024-08-26T02:07:30.000Z","638","02pkstq1","","1024","4","gelu","","false","26","0.6488651710441546","10000","","","","110","","","","","","","","","","1.3579256738021768","true","expand","Random","149","1.3579256738021768","expand","Random","202","1.3579256738021768","expand","Random","274","1.3579256738021768","expand","Random","","","","","","","","","","","","","4","","","","0.017714989709592108","mse","","","0.44247037502727427","false","","min-max","adamax","sigmoid","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.047479616913265","","","false","","","","","","","","uniform","","0.953346924709233","0.0026693983096792964","77","","","","","","0.9847413038622004","0.00023282780782570475","0.9380075501544856","0.003843063837848604","0.9376497351327492","0.003887683560606092","0.9372919201110128","0.003932303283363581"
"cool-sweep-107","finished","-","","","2024-08-25T10:10:35.000Z","644","uvrgdrnd","","1024","4","mish","","true","27","0.3940738025988878","10000","","","","142","","","","","","","","","","1.471123347289733","false","maintain","Random","142","1.471123347289733","maintain","Default (PyTorch)","142","1.471123347289733","maintain","Random","142","1.471123347289733","maintain","Default (PyTorch)","142","1.471123347289733","maintain","Default (PyTorch)","142","1.471123347289733","maintain","Default (PyTorch)","142","1.471123347289733","maintain","Random","7","","","","0.0204435821000109","mse","","","0.4561380703094555","false","","std","adamax","sigmoid","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.208453631749713","","","false","","","","","","","","individual","","0.9651228591258932","0.0016665927299375956","77","","","","","","0.9833794690779636","0.0002762420481303707","0.935372022627966","0.004176775459200144","0.955994554149858","0.002361768070841208","0.97661708567175","0.0005467606824822724"
"quiet-sweep-60","finished","-","","","2024-08-25T17:01:47.000Z","525","3vqhfez0","","1024","4","selu","","false","23","0.7764413041092713","10000","","","","44","","","","","","","","","","1.6481093384742065","false","expand","Random","72","1.6481093384742065","expand","Random","","","","","","","","","","","","","","","","","","","","","2","","","0.47599109854903865","0.02672521413242251","huber","","","0.6615135946815203","true","","std","adam","sigmoid","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.240575948188092","","","true","","","","","","","","uniform","","0.9494835195088144","0.00293870339778045","63","","","","","","0.9766585138215812","0.0005448249770173182","0.9410265835227146","0.003477863851003349","0.9358960223524312","0.004135642608162016","0.9307654611821478","0.0047934213653206825"
"astral-sweep-12","finished","-","","","2024-08-23T19:53:42.000Z","648","b6xzs45u","","1024","4","swish","4","false","24","0.20446728960028093","10000","","","","","","512","8","","2","1.01","","","","1.0320446074448455","false","expand","Default (PyTorch)","392","","","Default (PyTorch)","445","","","Default (PyTorch)","863","","","Default (PyTorch)","","","","","","","","","","","","","","7","2","","0.00015831614922734135","mse","","","0.1921456550898276","false","","min-max","adam","sigmoid","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","false","","","","","","","","","","0.9130358990939652","0.008994282766555747","77","","","380","","Input Layer: 10 neurons
Hidden Layer 1: 380 neurons
Hidden Layer 2: 392 neurons
Hidden Layer 3: 445 neurons
Hidden Layer 4: 863 neurons
Output Layer: 1 neuron","0.9634698056794906","0.0013344550970941782","0.8723396796644294","0.016297157388180494","0.8878189458012028","0.01282419660128653","0.9032982119379762","0.009351235814392568"
"magic-sweep-18","finished","-","","","2024-08-25T14:31:49.000Z","638","3vqhfez0","","1024","4","swish","","true","28","0.34644989503858226","10000","","","","14","","","","","","","","","","1.6106593526201187","true","expand","Random","22","1.6106593526201187","expand","Random","13","1.6106593526201187","compress","Random","8","1.6106593526201187","compress","Random","8","1.6106593526201187","maintain","Random","4","1.6106593526201187","compress","Random","","","","","6","","","","0.05383029802325084","mse","","","0.7779273896522604","false","","std","adam","sigmoid","Xavier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.859862522690359","","","true","","","","","","","","individual","","0.9101721599396788","0.009881479908168936","77","","","","","","0.9601373338577416","0.0015890321519691495","0.8560988591031448","0.020707538351416588","0.8851895729806474","0.01402770378626883","0.91428028685815","0.007347869221121073"
"proud-sweep-3","finished","-","","","2024-08-22T17:42:17.000Z","168","tqd1sonl","","1024","4","elish","5","true","12","0.200761929404209","10000","","","","","","512","8","","2","1.01","","","","1.0686190562845164","true","compress","Random","204","","","Default (PyTorch)","217","","","Default (PyTorch)","231","","","Random","231","","","Random","","","","","","","","","","7","2","0.20878407802223317","0.08775018508554507","huber","","","0.36082577474743976","false","","min-max","asgd","sigmoid","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.574569567127124","100","1","true","","","","","","","","","","0.8725622821999895","0.019714955320685273","16","","","218","","Input Layer: 10 neurons
Hidden Layer 1: 218 neurons
Hidden Layer 2: 204 neurons
Hidden Layer 3: 217 neurons
Hidden Layer 4: 231 neurons
Hidden Layer 5: 231 neurons
Output Layer: 1 neuron","0.9540609283436344","0.002110398304648697","0.8166355709641894","0.03362251383562883","0.8318129591281673","0.028517233828703564","0.8469903472921454","0.023411953821778297"
"worldly-sweep-27","finished","-","","","2024-08-24T18:35:32.000Z","162","gi6zas44","","1024","4","mish","","false","24","0.47584509033925176","10000","","","","70","","","","","","","","","","1.2072612469216244","false","expand","Default (PyTorch)","84","1.2072612469216244","expand","Default (PyTorch)","118","1.4139613399539916","expand","Default (PyTorch)","","","","","","","","","","","","","","","","","3","","","1.9612965643857665","0.09416370664897616","huber","","","0.18290823878030185","false","","none","asgd","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.720869306210608","","","false","","","","","","","","uniform","","0.8450138435658987","0.030056495719084825","16","","","","","","0.9523133413078528","0.00227401741722133","0.8118285489399513","0.035408494994044304","0.7913640946949215","0.043947734870016575","0.7708996404498918","0.052486974745988846"
"bright-sweep-80","finished","-","","","2024-08-24T21:43:36.000Z","222","gi6zas44","","1024","4","swish","","true","14","0.2503590923793801","10000","","","","215","","","","","","","","","","1.967494962914836","true","maintain","Random","215","1.967494962914836","maintain","Random","215","1.967494962914836","maintain","Random","","","","","","","","","","","","","","","","","3","","","1.460407331357903","0.07553647206644452","huber","","","0.5086891533479009","false","","std","adadelta","sigmoid","Xavier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6347466554483647","","","false","","","","","","","","uniform","","0.842170106382152","0.032069814148902274","23","","","","","","0.946766931180926","0.0028337596158962697","0.7395334736553388","0.06784281134605408","0.789871693982765","0.04668784141540527","0.8402099143101911","0.02553287148475647"
"fiery-sweep-48","finished","-","","","2024-08-26T00:13:18.000Z","165","02pkstq1","","1024","4","leaky_relu","","false","11","0.686566910230505","10000","","","","183","","","","","","","","","","1.3663715637135505","false","compress","He","133","1.3663715637135505","compress","Default (PyTorch)","76","1.7369582746143206","compress","He","133","1.7520197279832606","expand","He","231","1.7433514966662644","expand","Random","231","1.7433514966662644","maintain","Default (PyTorch)","","","","","6","","","1.818815324966643","0.0937744459973425","huber","","","0.7461023249156172","false","","none","adadelta","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.304485976762779","","","true","","","","","","","","individual","","0.7895008892421478","0.06300536415850123","16","","","","","","0.9456960650100896","0.002948917355388403","0.6126838347211537","0.15001381188631058","0.7114033013581769","0.09303358756005764","0.8101227679951999","0.0360533632338047"
"dulcet-sweep-23","finished","-","","","2024-08-23T04:26:17.000Z","164","cnobgnyz","","1024","4","selu","7","true","44","0.2351947792621234","10000","","","","","","512","8","","2","1.01","","","","1.0993004182523782","true","compress","Default (PyTorch)","206","","","Default (PyTorch)","226","","","Default (PyTorch)","248","","","LeCun","272","","","Default (PyTorch)","272","","","Default (PyTorch)","272","","","Default (PyTorch)","","7","2","0.5678646512118637","0.09088119754105645","huber","","","0.6113086471951853","false","","std","asgd","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.66234420594849","100","1","true","","","","","","","","","","0.8603622434938591","0.022790750730186143","16","","","227","","Input Layer: 10 neurons
Hidden Layer 1: 227 neurons
Hidden Layer 2: 206 neurons
Hidden Layer 3: 226 neurons
Hidden Layer 4: 248 neurons
Hidden Layer 5: 272 neurons
Hidden Layer 6: 272 neurons
Hidden Layer 7: 272 neurons
Output Layer: 1 neuron","0.940436154246912","0.0035478517208976587","0.8089587519382305","0.036496758460998535","0.8203252881173326","0.03241220023483038","0.8316918242964346","0.028327642008662224"
"swift-sweep-56","finished","-","","","2024-08-26T00:46:45.000Z","645","02pkstq1","","1024","4","elish","","true","16","0.6726726817826754","10000","","","","344","","","","","","","","","","1.0729681881345705","false","compress","Default (PyTorch)","320","1.0729681881345705","compress","Default (PyTorch)","411","1.2848199341195337","expand","Default (PyTorch)","","","","","","","","","","","","","","","","","3","","","1.526733959648245","0.040196158415640115","huber","","","0.027517010556463717","true","","std","asgd","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.033772174109416","","","true","","","","","","","","uniform","","0.8681145439572869","0.02178335300090516","77","","","","","","0.9391862519667856","0.003698311949847266","0.7797016772870559","0.04853135099013647","0.8325786899525374","0.030825873526434105","0.8854557026180188","0.013120396062731745"
"clear-sweep-18","finished","-","","","2024-08-24T18:01:29.000Z","539","gi6zas44","","1024","4","mish","","true","48","0.7808861389609749","10000","","","","478","","","","","","","","","","1.4691506152962794","true","expand","Random","702","1.4691506152962794","expand","Random","","","","","","","","","","","","","","","","","","","","","2","","","1.209955999761792","0.03873477250687592","huber","","","0.2748139087914422","false","","std","adamw","sigmoid","Random","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.892747341039504","","","false","","","","","","","","individual","","0.8301514633578799","0.034291000571101904","63","","","","","","0.9344823737890215","0.004292559344321489","0.7780787653807046","0.04924903437495232","0.7779860081423091","0.04929022118449211","0.7778932509039136","0.049331407994031906"
"likely-sweep-43","finished","-","","","2024-08-23T15:51:07.000Z","344","sqmz01i2","","1024","4","relu","3","true","12","0.653657479774358","10000","","","","","","512","8","","2","1.01","","","","1.4014345209601915","false","expand","Default (PyTorch)","466","","","Default (PyTorch)","514","","","Default (PyTorch)","","","","","","","","","","","","","","","","","","7","2","1.0180942630821994","0.007564164931739575","huber","","","0.8707613214625591","true","","min-max","asgd","sigmoid","LeCun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.954112177813258","100","1","false","","","","","","","","","","0.829980648391324","0.037911769553385155","38","","","333","","Input Layer: 10 neurons
Hidden Layer 1: 333 neurons
Hidden Layer 2: 466 neurons
Hidden Layer 3: 514 neurons
Output Layer: 1 neuron","0.934304333594324","0.004315920584485866","0.7047078560136458","0.08719745030005772","0.777818805789824","0.0547096940378348","0.8509297555660021","0.022221937775611877"
"dauntless-sweep-25","finished","-","","","2024-08-23T01:20:50.000Z","632","i8k2uob8","","1024","4","relu","2","false","29","0.3106781162714357","10000","","","","","","512","8","","2","1.01","","","","1.017356134012974","true","expand","Default (PyTorch)","141","","","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","7","2","0.1657755809907121","0.016488473127568355","huber","","","0.5279308484919342","false","","std","sgd","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","1","true","","","","","","","","","","0.8845885913515613","0.014741235102216402","77","","","139","","Input Layer: 10 neurons
Hidden Layer 1: 139 neurons
Hidden Layer 2: 141 neurons
Output Layer: 1 neuron","0.9320732386157012","0.004614044912159443","0.8398446251730292","0.02564974408596754","0.8608462677194912","0.019804830197244883","0.8818479102659533","0.013959916308522224"
"eternal-sweep-4","finished","-","","","2024-08-24T04:16:34.000Z","231","g2lprfmy","","1024","4","softplus","","true","12","0.3282271747376422","10000","","","","499","","","","","","","","","","1.752823911755328","true","maintain","Default (PyTorch)","499","1.752823911755328","maintain","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","2","","","1.161263514788064","0.06552746833657352","huber","","","0.4019228536383841","false","","std","asgd","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.229908169174305","","","false","","","","","","","","uniform","","0.8408912113949416","0.030649115002921057","21","","","","","","0.9313366477223194","0.004714655946008861","0.752483080497431","0.06126462544004122","0.7956684932312527","0.04361634453137715","0.8388539059650744","0.02596806362271309"
"jumping-sweep-29","finished","-","","","2024-08-23T01:42:53.000Z","172","i8k2uob8","","1024","4","gelu","2","true","21","0.6858602348404013","10000","","","","","","512","8","","2","1.01","","","","1.7798965275629075","false","compress","Default (PyTorch)","188","","","Xavier","","","","","","","","","","","","","","","","","","","","","","7","2","1.462428730567818","0.0870309011776454","huber","","","0.23400926159787724","false","","std","asgd","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.22202758814612","100","1","true","","","","","","","","","","0.7993613488552044","0.04893169795266456","17","","","336","","Input Layer: 10 neurons
Hidden Layer 1: 336 neurons
Hidden Layer 2: 188 neurons
Output Layer: 1 neuron","0.9298834097222674","0.004916336232175429","0.718714020964088","0.07912180200219154","0.7341003184216728","0.07093937881290913","0.7494866158792575","0.06275695562362671"
"dainty-sweep-26","finished","-","","","2024-08-25T15:05:36.000Z","223","3vqhfez0","","1024","4","leaky_relu","","true","21","0.6357189264828129","10000","","","","65","","","","","","","","","","1.440381019828516","true","expand","Random","93","1.440381019828516","expand","He","","","","","","","","","","","","","","","","","","","","","2","","","1.1312656470072184","0.07465714003778096","huber","","","0.8600497344828373","true","","std","sgd","sigmoid","LeCun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.158947000834036","","","false","","","","","","","","individual","","0.867908043204087","0.01940517708296991","24","","","","","","0.9297865816803956","0.004929924112123747","0.8449451707854164","0.02404200006276369","0.8369687739659328","0.026642803568392992","0.8289923771464491","0.029243607074022293"
"kind-sweep-102","finished","-","","","2024-08-24T22:46:21.000Z","318","gi6zas44","","1024","4","selu","","true","30","0.359316262094332","10000","","","","422","","","","","","","","","","1.529036703609635","true","maintain","LeCun","422","1.529036703609635","maintain","LeCun","422","1.529036703609635","maintain","LeCun","422","1.529036703609635","maintain","LeCun","422","1.529036703609635","maintain","LeCun","","","","","","","","","5","","","1.763991670556176","0.013790565370741624","huber","","","0.7078826034895264","true","","min-max","adadelta","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.462154419338253","","","false","","","","","","","","uniform","","0.8020459701107372","0.04801783120880524","35","","","","","","0.9248444736757442","0.005648353137075901","0.6966189369765077","0.0920400694012642","0.7406467183282337","0.06920257024466991","0.7846744996799597","0.04636507108807564"
"dark-sweep-77","finished","-","","","2024-08-24T21:34:30.000Z","172","gi6zas44","","1024","4","gelu","","true","29","0.27269998980246435","10000","","","","58","","","","","","","","","","1.6965661700061243","true","maintain","Xavier","58","1.6965661700061243","maintain","Xavier","58","1.6965661700061243","maintain","Xavier","98","1.6965661700061243","expand","Xavier","98","1.6965661700061243","maintain","Xavier","98","1.6965661700061243","maintain","Xavier","57","1.6965661700061243","compress","Xavier","7","","","0.9783775002234122","0.0013115893231178523","huber","","","0.014116138011479496","false","","min-max","adamw","sigmoid","Xavier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.185066541947862","","","true","","","","","","","","uniform","","0.8361161778457538","0.031229478617509205","17","","","","","","0.9226174887576856","0.005988053046166897","0.8236144994187056","0.031111844815313816","0.7928655223897879","0.04385019140318036","0.7621165453608703","0.056588537991046906"
"zany-sweep-53","finished","-","","","2024-08-25T07:00:50.000Z","164","uvrgdrnd","","1024","4","softplus","","false","46","0.5583537134920162","10000","","","","68","","","","","","","","","","1.3277431669107993","true","compress","Default (PyTorch)","51","1.3277431669107993","compress","Default (PyTorch)","38","1.3277431669107993","compress","Default (PyTorch)","28","1.3277431669107993","compress","Default (PyTorch)","","","","","","","","","","","","","4","","","0.776170292410899","0.07117534617738754","huber","","","0.28349446810141804","false","","std","adadelta","sigmoid","Default (PyTorch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1537767364950584","","","false","","","","","","","","uniform","","0.8276039002468133","0.03418240412914505","16","","","","","","0.9219354930774222","0.006094067241065204","0.7848137551066461","0.04630511999130249","0.7804381038315087","0.04822657257318497","0.7760624525563713","0.05014802515506744"
