procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 1  0      0 30984188  91560 958148    0    0     0     0   49  386  0  0 100  0  0 2024-05-16 19:35:13
 0  0      0 30984188  91560 958148    0    0     0     0   57  434  0  0 100  0  0 2024-05-16 19:35:14
 0  0      0 30984188  91560 958148    0    0     0     0   62  413  0  0 100  0  0 2024-05-16 19:35:15
 0  0      0 30984440  91560 958148    0    0     0     0   61  423  0  0 100  0  0 2024-05-16 19:35:16
 0  0      0 30984480  91568 958140    0    0     0    40   77  442  0  0 100  0  0 2024-05-16 19:35:17
 0  0      0 30984228  91568 958148    0    0     0     0   67  420  0  0 100  0  0 2024-05-16 19:35:18
 0  0      0 30984228  91568 958148    0    0     0     0   62  415  0  0 100  0  0 2024-05-16 19:35:19
 0  0      0 30984228  91568 958148    0    0     0     0   62  412  0  0 100  0  0 2024-05-16 19:35:20
 0  0      0 30984228  91568 958148    0    0     0     0   59  407  0  0 100  0  0 2024-05-16 19:35:21
 0  0      0 30984228  91576 958148    0    0     0    44   68  460  0  0 100  0  0 2024-05-16 19:35:22
 0  0      0 30984484  91576 958148    0    0     0     0  102  522  0  0 100  0  0 2024-05-16 19:35:23
 0  0      0 30984484  91576 958148    0    0     0     0   71  423  0  0 100  0  0 2024-05-16 19:35:24
 0  0      0 30984484  91576 958148    0    0     0     0   61  431  0  0 100  0  0 2024-05-16 19:35:25
 0  0      0 30985048  91576 958148    0    0     0     0   77  506  0  0 100  0  0 2024-05-16 19:35:26
 0  0      0 30985080  91576 958148    0    0     0     0   68  444  0  0 100  0  0 2024-05-16 19:35:27
 0  0      0 30984832  91584 958148    0    0     0    52   74  434  0  0 100  0  0 2024-05-16 19:35:28
 0  0      0 30984580  91584 958148    0    0     0     0   63  401  0  0 100  0  0 2024-05-16 19:35:29
 0  0      0 30984832  91584 958148    0    0     0     0   66  441  0  0 100  0  0 2024-05-16 19:35:30
 0  0      0 30984832  91584 958148    0    0     0     0   66  428  0  0 100  0  0 2024-05-16 19:35:31
 0  0      0 30984832  91584 958148    0    0     0     0   61  402  0  0 100  0  0 2024-05-16 19:35:32
 0  0      0 30984832  91592 958148    0    0     0    44   66  415  0  0 100  0  0 2024-05-16 19:35:33
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 30984832  91592 958152    0    0     0     0   66  401  0  0 100  0  0 2024-05-16 19:35:34
 0  0      0 30984832  91592 958152    0    0     0     0   61  394  0  0 100  0  0 2024-05-16 19:35:35
 0  0      0 30984832  91592 958152    0    0     0     0   62  404  0  0 100  0  0 2024-05-16 19:35:36
 0  0      0 30982804  91592 958152    0    0     0     0   53  405  0  0 100  0  0 2024-05-16 19:35:37
 0  0      0 30984872  91600 958152    0    0     0    44   77  452  0  0 100  0  0 2024-05-16 19:35:38
 0  0      0 30984620  91600 958152    0    0     0     0   66  401  0  0 100  0  0 2024-05-16 19:35:39
 0  0      0 30984620  91600 958152    0    0     0     0   65  433  0  0 100  0  0 2024-05-16 19:35:40
 0  0      0 30984620  91600 958152    0    0     0     0   63  448  0  0 100  0  0 2024-05-16 19:35:41
 0  0      0 30984620  91600 958156    0    0     0     0   63  466  0  0 100  0  0 2024-05-16 19:35:42
 0  0      0 30984620  91600 958156    0    0     0     0   61  424  0  0 100  0  0 2024-05-16 19:35:43
 0  0      0 30984872  91608 958156    0    0     0    60   77  448  0  0 100  0  0 2024-05-16 19:35:44
 0  0      0 30984872  91608 958156    0    0     0     0   64  403  0  0 100  0  0 2024-05-16 19:35:45
 0  0      0 30984620  91608 958156    0    0     0     0   66  418  0  0 100  0  0 2024-05-16 19:35:46
 0  0      0 30984620  91608 958156    0    0     0     0   65  410  0  0 100  0  0 2024-05-16 19:35:47
 0  0      0 30984660  91608 958156    0    0     0     0   76  433  0  0 100  0  0 2024-05-16 19:35:48
 0  0      0 30984660  91616 958156    0    0     0    60   69  457  0  0 100  0  0 2024-05-16 19:35:49
 0  0      0 30984408  91616 958156    0    0     0     0   67  434  0  0 100  0  0 2024-05-16 19:35:50
 0  0      0 30984408  91616 958156    0    0     0     0   62  398  0  0 100  0  0 2024-05-16 19:35:51
 0  0      0 30984660  91616 958156    0    0     0     0   73  428  0  0 100  0  0 2024-05-16 19:35:52
 0  0      0 30984660  91616 958156    0    0     0     0   62  421  0  0 100  0  0 2024-05-16 19:35:53
 0  0      0 30984660  91624 958156    0    0     0    44   71  427  0  0 100  0  0 2024-05-16 19:35:54
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 30984408  91624 958156    0    0     0     0   65  414  0  0 100  0  0 2024-05-16 19:35:55
 0  0      0 30984128  91624 958156    0    0     0     0   68  437  0  0 100  0  0 2024-05-16 19:35:56
 0  0      0 30984380  91624 958156    0    0     0     0   59  398  0  0 100  0  0 2024-05-16 19:35:57
 0  0      0 30984420  91624 958156    0    0     0     0   68  416  0  0 100  0  0 2024-05-16 19:35:58
 0  0      0 30984420  91624 958156    0    0     0     0   61  398  0  0 100  0  0 2024-05-16 19:35:59
 0  0      0 30984168  91632 958156    0    0     0    44   70  441  0  0 100  0  0 2024-05-16 19:36:00
 1  0      0 30984168  91632 958156    0    0     0     0   58  399  0  0 100  0  0 2024-05-16 19:36:01
 0  0      0 30984168  91632 958156    0    0     0     0   55  396  0  0 100  0  0 2024-05-16 19:36:02
 0  0      0 30984168  91632 958156    0    0     0     0   60  428  0  0 100  0  0 2024-05-16 19:36:03
 0  0      0 30984168  91632 958156    0    0     0     0   66  418  0  0 100  0  0 2024-05-16 19:36:04
 0  0      0 30984168  91648 958160    0    0     0    68   96  493  0  0 100  0  0 2024-05-16 19:36:05
 0  0      0 30983916  91648 958160    0    0     0     0   66  413  0  0 100  0  0 2024-05-16 19:36:06
 0  0      0 30983916  91648 958160    0    0     0     0   64  420  0  0 100  0  0 2024-05-16 19:36:07
 0  0      0 30983956  91648 958160    0    0     0     0   73  441  0  0 100  0  0 2024-05-16 19:36:08
 0  0      0 30983956  91648 958160    0    0     0     0   63  406  0  0 100  0  0 2024-05-16 19:36:09
 0  0      0 30983956  91656 958164    0    0     0    56   77  439  0  0 100  0  0 2024-05-16 19:36:10
 0  0      0 30983704  91656 958164    0    0     0     0   66  434  0  0 100  0  0 2024-05-16 19:36:11
 0  0      0 30983704  91656 958164    0    0     0     0   63  403  0  0 100  0  0 2024-05-16 19:36:12
 0  0      0 30983704  91656 958164    0    0     0     0   63  404  0  0 100  0  0 2024-05-16 19:36:13
 0  0      0 30983704  91656 958164    0    0     0     0   64  402  0  0 100  0  0 2024-05-16 19:36:14
 0  0      0 30983704  91656 958164    0    0     0    24   64  410  0  0 100  0  0 2024-05-16 19:36:15
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 30983452  91664 958164    0    0     0    20   73  431  0  0 100  0  0 2024-05-16 19:36:16
 0  0      0 30983452  91664 958164    0    0     0     0   62  407  0  0 100  0  0 2024-05-16 19:36:17
 0  0      0 30981424  91664 958164    0    0     0     0   69  426  0  0 100  0  0 2024-05-16 19:36:18
 0  0      0 30983492  91664 958164    0    0     0     0   64  400  0  0 100  0  0 2024-05-16 19:36:19
 0  0      0 30983492  91664 958164    0    0     0     0   61  410  0  0 100  0  0 2024-05-16 19:36:20
 0  0      0 30983492  91672 958164    0    0     0    32   67  428  0  0 100  0  0 2024-05-16 19:36:21
 0  0      0 30983240  91672 958164    0    0     0     0   62  412  0  0 100  0  0 2024-05-16 19:36:22
 0  0      0 30983240  91672 958164    0    0     0     0   59  422  0  0 100  0  0 2024-05-16 19:36:23
 0  0      0 30983240  91672 958164    0    0     0     0   65  417  0  0 100  0  0 2024-05-16 19:36:24
 0  0      0 30983240  91672 958164    0    0     0     0   56  410  0  0 100  0  0 2024-05-16 19:36:25
 0  0      0 30983640  91680 958164    0    0     0    32   83  461  0  0 100  0  0 2024-05-16 19:36:26
 0  0      0 30983640  91680 958164    0    0     0     0   62  405  0  0 100  0  0 2024-05-16 19:36:27
 0  0      0 30983640  91680 958164    0    0     0     0   58  421  0  0 100  0  0 2024-05-16 19:36:28
 0  0      0 30983672  91680 958164    0    0     0     0   77  455  0  0 100  0  0 2024-05-16 19:36:29
 0  0      0 30983672  91680 958164    0    0     0     0   68  420  0  0 100  0  0 2024-05-16 19:36:30
 0  0      0 30983672  91680 958164    0    0     0    12   68  435  0  0 100  0  0 2024-05-16 19:36:31
 0  0      0 30983672  91688 958164    0    0     0    20   72  439  0  0 100  0  0 2024-05-16 19:36:32
 0  0      0 30983672  91688 958164    0    0     0     0   64  402  0  0 100  0  0 2024-05-16 19:36:33
 0  0      0 30983672  91688 958164    0    0     0     0   66  409  0  0 100  0  0 2024-05-16 19:36:34
 0  0      0 30983672  91688 958164    0    0     0     0   69  425  0  0 100  0  0 2024-05-16 19:36:35
 0  0      0 30983672  91688 958164    0    0     0    12   66  404  0  0 100  0  0 2024-05-16 19:36:36
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 30983672  91696 958164    0    0     0    20   73  431  0  0 100  0  0 2024-05-16 19:36:37
 0  0      0 30983672  91696 958164    0    0     0     0   65  410  0  0 100  0  0 2024-05-16 19:36:38
 0  0      0 30983680  91696 958164    0    0     0     0   69  439  0  0 100  0  0 2024-05-16 19:36:39
 0  0      0 30983680  91696 958164    0    0     0     0   65  404  0  0 100  0  0 2024-05-16 19:36:40
 0  0      0 30983680  91696 958164    0    0     0     0   67  444  0  0 100  0  0 2024-05-16 19:36:41
 0  0      0 30983680  91704 958164    0    0     0    32   75  435  0  0 100  0  0 2024-05-16 19:36:42
 0  0      0 30983680  91704 958164    0    0     0     0   65  408  0  0 100  0  0 2024-05-16 19:36:43
 0  0      0 30983428  91704 958164    0    0     0     0   68  432  0  0 100  0  0 2024-05-16 19:36:44
 0  0      0 30983428  91704 958168    0    0     0     0   63  408  0  0 100  0  0 2024-05-16 19:36:45
 0  0      0 30983428  91704 958168    0    0     0     0   64  399  0  0 100  0  0 2024-05-16 19:36:46
 0  0      0 30983428  91704 958168    0    0     0    16   65  410  0  0 100  0  0 2024-05-16 19:36:47
 0  0      0 30983428  91712 958168    0    0     0    32   70  432  0  0 100  0  0 2024-05-16 19:36:48
 0  0      0 30983436  91712 958168    0    0     0     0   60  410  0  0 100  0  0 2024-05-16 19:36:49
 0  0      0 30983436  91712 958168    0    0     0     0   61  400  0  0 100  0  0 2024-05-16 19:36:50
 0  0      0 30983436  91712 958168    0    0     0     0   63  419  0  0 100  0  0 2024-05-16 19:36:51
 0  0      0 30983436  91712 958168    0    0     0    24   64  406  0  0 100  0  0 2024-05-16 19:36:52
 0  0      0 30983436  91720 958168    0    0     0    20   71  427  0  0 100  0  0 2024-05-16 19:36:53
 0  0      0 30983436  91720 958168    0    0     0     0   63  401  0  0 100  0  0 2024-05-16 19:36:54
 0  0      0 30984856  91720 958168    0    0     0     0   69  462  0  0 100  0  0 2024-05-16 19:36:55
 0  0      0 30984580  91720 958168    0    0     0     0   65  440  0  0 100  0  0 2024-05-16 19:36:56
 0  0      0 30984580  91720 958168    0    0     0    12   69  442  0  0 100  0  0 2024-05-16 19:36:57
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 30984832  91728 958168    0    0     0    20   71  427  0  0 100  0  0 2024-05-16 19:36:58
 0  0      0 30984840  91728 958168    0    0     0     0   74  443  0  0 100  0  0 2024-05-16 19:36:59
 0  0      0 30984840  91728 958168    0    0     0     0   67  412  0  0 100  0  0 2024-05-16 19:37:00
 0  0      0 30984588  91728 958168    0    0     0     0   64  415  0  0 100  0  0 2024-05-16 19:37:01
 0  0      0 30984588  91728 958172    0    0     0     0   62  432  0  0 100  0  0 2024-05-16 19:37:02
 0  0      0 30984588  91728 958172    0    0     0    16   69  421  0  0 100  0  0 2024-05-16 19:37:03
 0  0      0 30984840  91736 958172    0    0     0    32   71  425  0  0 100  0  0 2024-05-16 19:37:04
 0  0      0 30984840  91736 958172    0    0     0     0   65  411  0  0 100  0  0 2024-05-16 19:37:05
 0  0      0 30984840  91736 958172    0    0     0     0   64  404  0  0 100  0  0 2024-05-16 19:37:06
 0  0      0 30984588  91736 958172    0    0     0     0   68  431  0  0 100  0  0 2024-05-16 19:37:07
 0  0      0 30984588  91736 958172    0    0     0    24   66  415  0  0 100  0  0 2024-05-16 19:37:08
 0  0      0 30984840  91744 958172    0    0     0    20   74  447  0  0 100  0  0 2024-05-16 19:37:09
 0  0      0 30984848  91744 958172    0    0     0     0   71  425  0  0 100  0  0 2024-05-16 19:37:10
 0  0      0 30984848  91744 958172    0    0     0     0   63  403  0  0 100  0  0 2024-05-16 19:37:11
 0  0      0 30984596  91744 958172    0    0     0     0   61  404  0  0 100  0  0 2024-05-16 19:37:12
 0  0      0 30983844  91744 958172    0    0     0    12   53  401  0  0 100  0  0 2024-05-16 19:37:13
 0  0      0 30983844  91752 958172    0    0     0    20   69  429  0  0 100  0  0 2024-05-16 19:37:14
 0  0      0 30983844  91752 958172    0    0     0     0   62  402  0  0 100  0  0 2024-05-16 19:37:15
 0  0      0 30983844  91752 958172    0    0     0     0   61  416  0  0 100  0  0 2024-05-16 19:37:16
 0  0      0 30983592  91752 958172    0    0     0     0   63  403  0  0 100  0  0 2024-05-16 19:37:17
 0  0      0 30983592  91752 958172    0    0     0     0   61  394  0  0 100  0  0 2024-05-16 19:37:18
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 30983592  91752 958172    0    0     0    12   68  404  0  0 100  0  0 2024-05-16 19:37:19
 0  0      0 30983600  91760 958172    0    0     0    20   79  469  0  0 100  0  0 2024-05-16 19:37:20
 0  0      0 30983600  91760 958176    0    0     0     0   63  407  0  0 100  0  0 2024-05-16 19:37:21
 0  0      0 30983348  91760 958176    0    0     0     0   66  441  0  0 100  0  0 2024-05-16 19:37:22
 0  0      0 30983348  91760 958176    0    0     0     0   65  414  0  0 100  0  0 2024-05-16 19:37:23
 0  0      0 30983348  91760 958176    0    0     0    16   71  416  0  0 100  0  0 2024-05-16 19:37:24
 0  0      0 30983600  91768 958176    0    0     0    32   79  456  0  0 100  0  0 2024-05-16 19:37:25
 0  0      0 30983392  91768 958176    0    0     0     0   70  452  0  0 100  0  0 2024-05-16 19:37:26
 0  0      0 30983392  91768 958176    0    0     0     0   71  435  0  0 100  0  0 2024-05-16 19:37:27
 0  0      0 30983140  91768 958176    0    0     0     0   66  404  0  0 100  0  0 2024-05-16 19:37:28
 0  0      0 30983140  91768 958176    0    0     0    24   67  406  0  0 100  0  0 2024-05-16 19:37:29
 0  0      0 30983148  91776 958176    0    0     0    20   78  435  0  0 100  0  0 2024-05-16 19:37:30
 0  0      0 30983400  91776 958176    0    0     0     0   63  431  0  0 100  0  0 2024-05-16 19:37:31
 0  0      0 30983400  91776 958176    0    0     0     0   65  419  0  0 100  0  0 2024-05-16 19:37:32
 0  0      0 30983148  91776 958176    0    0     0     0   63  401  0  0 100  0  0 2024-05-16 19:37:33
 0  0      0 30983148  91776 958176    0    0     0    12   62  404  0  0 100  0  0 2024-05-16 19:37:34
 0  0      0 30983148  91776 958176    0    0     0     0   67  406  0  0 100  0  0 2024-05-16 19:37:35
 0  0      0 30983148  91784 958176    0    0     0    20   70  419  0  0 100  0  0 2024-05-16 19:37:36
 0  0      0 30983400  91784 958176    0    0     0     0   51  376  0  0 100  0  0 2024-05-16 19:37:37
 0  0      0 30983148  91784 958176    0    0     0     0   64  400  0  0 100  0  0 2024-05-16 19:37:38
 0  0      0 30983148  91784 958176    0    0     0     0   66  412  0  0 100  0  0 2024-05-16 19:37:39
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 30983156  91784 958176    0    0     0    12   75  471  0  0 100  0  0 2024-05-16 19:37:40
 0  0      0 30983156  91792 958176    0    0     0    20   74  461  0  0 100  0  0 2024-05-16 19:37:41
 0  0      0 30983408  91792 958176    0    0     0     0   63  413  0  0 100  0  0 2024-05-16 19:37:42
 0  0      0 30983156  91792 958176    0    0     0     0   61  400  0  0 100  0  0 2024-05-16 19:37:43
 0  0      0 30983156  91792 958176    0    0     0     0   62  413  0  0 100  0  0 2024-05-16 19:37:44
 0  0      0 30983156  91792 958176    0    0     0    12   65  409  0  0 100  0  0 2024-05-16 19:37:45
 0  0      0 30983156  91800 958180    0    0     0    20   68  419  0  0 100  0  0 2024-05-16 19:37:46
 0  0      0 30983156  91800 958180    0    0     0     0   63  408  0  0 100  0  0 2024-05-16 19:37:47
 0  0      0 30983408  91800 958180    0    0     0     0   65  402  0  0 100  0  0 2024-05-16 19:37:48
 0  0      0 30983156  91800 958180    0    0     0     0   64  402  0  0 100  0  0 2024-05-16 19:37:49
 0  0      0 30983156  91800 958180    0    0     0    12   65  425  0  0 100  0  0 2024-05-16 19:37:50
 0  0      0 30983164  91800 958184    0    0     0     0   74  426  0  0 100  0  0 2024-05-16 19:37:51
 0  0      0 30983164  91808 958184    0    0     0    20   80  459  0  0 100  0  0 2024-05-16 19:37:52
 0  0      0 30983164  91808 958184    0    0     0     0   72  448  0  0 100  0  0 2024-05-16 19:37:53
 0  0      0 30983164  91808 958184    0    0     0     0   67  423  0  0 100  0  0 2024-05-16 19:37:54
 0  0      0 30982396  91808 958184    0    0     0    16   71  431  0  0 100  0  0 2024-05-16 19:37:55
 0  0      0 30982396  91808 958184    0    0     0     0   68  439  0  0 100  0  0 2024-05-16 19:37:56
 0  0      0 30982396  91816 958184    0    0     0    28   70  419  0  0 100  0  0 2024-05-16 19:37:57
 0  0      0 30982396  91816 958188    0    0     0     0   64  412  0  0 100  0  0 2024-05-16 19:37:58
 0  0      0 30982144  91816 958188    0    0     0     0   63  392  0  0 100  0  0 2024-05-16 19:37:59
 0  0      0 30982396  91816 958188    0    0     0     0   64  400  0  0 100  0  0 2024-05-16 19:38:00
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 30980368  91816 958188    0    0     0    24   60  402  0  0 100  0  0 2024-05-16 19:38:01
 0  0      0 30980368  91824 958188    0    0     0    32   70  415  0  0 100  0  0 2024-05-16 19:38:02
 0  0      0 30980368  91824 958188    0    0     0     0   62  402  0  0 100  0  0 2024-05-16 19:38:03
 0  0      0 30980116  91824 958188    0    0     0     0   65  411  0  0 100  0  0 2024-05-16 19:38:04
 0  0      0 30980368  91824 958188    0    0     0     0   65  406  0  0 100  0  0 2024-05-16 19:38:05
 0  0      0 30980368  91824 958188    0    0     0    24   66  405  0  0 100  0  0 2024-05-16 19:38:06
 0  0      0 30980368  91824 958188    0    0     0     0   66  413  0  0 100  0  0 2024-05-16 19:38:07
 0  0      0 30980368  91832 958188    0    0     0    20   68  419  0  0 100  0  0 2024-05-16 19:38:08
 0  0      0 30980368  91832 958188    0    0     0     0   61  402  0  0 100  0  0 2024-05-16 19:38:09
 0  0      0 30980368  91832 958188    0    0     0     0   60  397  0  0 100  0  0 2024-05-16 19:38:10
 0  0      0 30982436  91832 958188    0    0     0    12   67  431  0  0 100  0  0 2024-05-16 19:38:11
 0  0      0 30982436  91832 958188    0    0     0     0   66  437  0  0 100  0  0 2024-05-16 19:38:12
 0  0      0 30982436  91840 958188    0    0     0    20   69  419  0  0 100  0  0 2024-05-16 19:38:13
 0  0      0 30982436  91840 958188    0    0     0     0   65  409  0  0 100  0  0 2024-05-16 19:38:14
 0  0      0 30982184  91840 958188    0    0     0     0   65  410  0  0 100  0  0 2024-05-16 19:38:15
 0  0      0 30982436  91840 958188    0    0     0     0   65  404  0  0 100  0  0 2024-05-16 19:38:16
 0  0      0 30982436  91840 958188    0    0     0    12   71  434  0  0 100  0  0 2024-05-16 19:38:17
 0  0      0 30982436  91848 958188    0    0     0    20   79  453  0  0 100  0  0 2024-05-16 19:38:18
 0  0      0 30982436  91848 958188    0    0     0     0   66  413  0  0 100  0  0 2024-05-16 19:38:19
 0  0      0 30982436  91848 958188    0    0     0     0   69  428  0  0 100  0  0 2024-05-16 19:38:20
 0  0      0 30980408  91848 958188    0    0     0     0   68  441  0  0 100  0  0 2024-05-16 19:38:21
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 30980408  91848 958188    0    0     0    12   62  412  0  0 100  0  0 2024-05-16 19:38:22
 0  0      0 30980660  91848 958188    0    0     0     0   64  406  0  0 100  0  0 2024-05-16 19:38:23
 0  0      0 30980660  91856 958188    0    0     0    20   68  421  0  0 100  0  0 2024-05-16 19:38:24
 0  0      0 30982220  91856 958188    0    0     0     0   66  437  0  0 100  0  0 2024-05-16 19:38:25
 0  0      0 30982220  91856 958188    0    0     0     0   66  432  0  0 100  0  0 2024-05-16 19:38:26
 0  0      0 30982220  91856 958188    0    0     0    12   62  400  0  0 100  0  0 2024-05-16 19:38:27
 0  0      0 30982220  91856 958188    0    0     0     0   67  421  0  0 100  0  0 2024-05-16 19:38:28
 0  0      0 30982472  91864 958188    0    0     0    20   70  415  0  0 100  0  0 2024-05-16 19:38:29
 0  0      0 30982472  91864 958188    0    0     0     0   65  434  0  0 100  0  0 2024-05-16 19:38:30
 0  0      0 30980444  91864 958188    0    0     0     0   72  417  0  0 100  0  0 2024-05-16 19:38:31
 0  0      0 30980192  91864 958188    0    0     0    12   69  426  0  0 100  0  0 2024-05-16 19:38:32
 0  0      0 30980192  91864 958188    0    0     0     0   69  418  0  0 100  0  0 2024-05-16 19:38:33
 0  0      0 30979940  91872 958192    0    0     0    20   71  452  0  0 100  0  0 2024-05-16 19:38:34
 0  0      0 30980192  91872 958192    0    0     0     0   63  424  0  0 100  0  0 2024-05-16 19:38:35
 0  0      0 30979940  91872 958192    0    0     0     0   64  414  0  0 100  0  0 2024-05-16 19:38:36
 0  0      0 30979940  91872 958192    0    0     0     0   62  396  0  0 100  0  0 2024-05-16 19:38:37
 0  0      0 30979940  91872 958192    0    0     0    16   64  414  0  0 100  0  0 2024-05-16 19:38:38
 0  0      0 30979940  91872 958192    0    0     0     0   67  411  0  0 100  0  0 2024-05-16 19:38:39
 0  0      0 30980192  91880 958184    0    0     0    32   68  413  0  0 100  0  0 2024-05-16 19:38:40
 0  0      0 30979940  91880 958192    0    0     0     0   66  436  0  0 100  0  0 2024-05-16 19:38:41
 0  0      0 30982008  91880 958192    0    0     0     0   70  416  0  0 100  0  0 2024-05-16 19:38:42
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 30982008  91880 958192    0    0     0    24   70  435  0  0 100  0  0 2024-05-16 19:38:43
 0  0      0 30982008  91880 958192    0    0     0     0   67  420  0  0 100  0  0 2024-05-16 19:38:44
 0  0      0 30982008  91888 958192    0    0     0    20   72  427  0  0 100  0  0 2024-05-16 19:38:45
 0  0      0 30981756  91888 958192    0    0     0     0   63  406  0  0 100  0  0 2024-05-16 19:38:46
 0  0      0 30982008  91888 958192    0    0     0     0   63  410  0  0 100  0  0 2024-05-16 19:38:47
 0  0      0 30982008  91888 958192    0    0     0    12   57  395  0  0 100  0  0 2024-05-16 19:38:48
 0  0      0 30982008  91888 958192    0    0     0     0   62  425  0  0 100  0  0 2024-05-16 19:38:49
 0  0      0 30982008  91896 958184    0    0     0    20   70  421  0  0 100  0  0 2024-05-16 19:38:50
 0  0      0 30982008  91896 958192    0    0     0     0   67  423  0  0 100  0  0 2024-05-16 19:38:51
 0  0      0 30979980  91896 958192    0    0     0     0   67  432  0  0 100  0  0 2024-05-16 19:38:52
 0  0      0 30979984  91896 958192    0    0     0    12   69  430  0  0 100  0  0 2024-05-16 19:38:53
 0  0      0 30979984  91896 958192    0    0     0     0   64  438  0  0 100  0  0 2024-05-16 19:38:54
 0  0      0 30981796  91896 958192    0    0     0     0   73  464  0  0 100  0  0 2024-05-16 19:38:55
 0  0      0 30981796  91904 958192    0    0     0    20   70  449  0  0 100  0  0 2024-05-16 19:38:56
 0  0      0 30981544  91904 958192    0    0     0     0   66  419  0  0 100  0  0 2024-05-16 19:38:57
 0  0      0 30981544  91904 958192    0    0     0     0   66  404  0  0 100  0  0 2024-05-16 19:38:58
 0  0      0 30981796  91904 958192    0    0     0    12   66  416  0  0 100  0  0 2024-05-16 19:38:59
 0  0      0 30981796  91904 958192    0    0     0     0   65  406  0  0 100  0  0 2024-05-16 19:39:00
 0  0      0 30981796  91912 958192    0    0     0    20   72  453  0  0 100  0  0 2024-05-16 19:39:01
 0  0      0 30979516  91912 958192    0    0     0     0   66  412  0  0 100  0  0 2024-05-16 19:39:02
 0  0      0 30979768  91912 958192    0    0     0     0   65  404  0  0 100  0  0 2024-05-16 19:39:03
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 30979768  91912 958192    0    0     0    12   65  406  0  0 100  0  0 2024-05-16 19:39:04
 0  0      0 30980020  91912 958192    0    0     0     0   64  410  0  0 100  0  0 2024-05-16 19:39:05
 0  0      0 30980020  91920 958192    0    0     0    20   71  437  0  0 100  0  0 2024-05-16 19:39:06
 0  0      0 30979768  91920 958192    0    0     0     0   67  406  0  0 100  0  0 2024-05-16 19:39:07
 0  0      0 30979768  91920 958192    0    0     0     0   64  402  0  0 100  0  0 2024-05-16 19:39:08
 0  0      0 30979768  91920 958196    0    0     0    16   66  408  0  0 100  0  0 2024-05-16 19:39:09
 0  0      0 30979768  91920 958196    0    0     0     0   68  412  0  0 100  0  0 2024-05-16 19:39:10
 0  0      0 30979768  91920 958196    0    0     0     0   68  454  0  0 100  0  0 2024-05-16 19:39:11
 0  0      0 30981836  91928 958188    0    0     0    32   62  402  0  0 100  0  0 2024-05-16 19:39:12
 0  0      0 30981836  91928 958196    0    0     0     0   65  408  0  0 100  0  0 2024-05-16 19:39:13
 0  0      0 30981836  91928 958196    0    0     0     0   66  403  0  0 100  0  0 2024-05-16 19:39:14
 0  0      0 30981836  91928 958196    0    0     0    24   70  418  0  0 100  0  0 2024-05-16 19:39:15
 0  0      0 30981836  91928 958196    0    0     0     0   66  396  0  0 100  0  0 2024-05-16 19:39:16
 0  0      0 30981836  91936 958196    0    0     0    20   69  425  0  0 100  0  0 2024-05-16 19:39:17
 0  0      0 30982088  91936 958196    0    0     0     0   63  428  0  0 100  0  0 2024-05-16 19:39:18
 0  0      0 30981836  91936 958196    0    0     0     0   66  410  0  0 100  0  0 2024-05-16 19:39:19
 0  0      0 30981836  91936 958196    0    0     0    12   65  406  0  0 100  0  0 2024-05-16 19:39:20
 0  0      0 30981836  91936 958196    0    0     0     0   72  432  0  0 100  0  0 2024-05-16 19:39:21
